advisee	受教授指导选课的学生
traverse	横断
traverse	横的
traverse	横
hylotheism	物即神论
flexagon	纸制折曲式人像
cosmology	宇宙哲学
cosmology	宇宙论
gwynedd	格温内思郡
sanitationman	垃圾清洁工
tiran	蒂朗岛
agued	害疟疾的
agued	害疟疾
landswoman	在陆地上生活与工作的妇女
underthrust	俯冲断层
fledged	羽毛丰满的
fledged	羽毛丰满
fledged	快会飞的
fledged	快会飞
fledged	随时能飞的
fledged	随时能飞
tetrahydrate	四水合物
goniometer	角度计
goniometer	测角器
palmate	手掌状的
palmate	手掌状
prolongable	可延长的
prolongable	可延长
prolongable	可拉长的
prolongable	可拉长
prolongable	可拖延的
prolongable	可拖延
consecration	供献
consecration	奉献
consecration	献祭仪式
classable	可分类的
classable	可分类
barbarize	野蛮
repugnancy	反对
repugnancy	矛盾
das	doctor
das	of
das	astronomy
das	天文学博士
das	Dual
das	attachment
das	station
das	双向连接设备
doorpost	门柱
lsu	landing
lsu	ship
lsu	utility通用登陆舰
cahot	冻结路上凹凸不平的雪
coventrate	考文垂式轰炸
coventrate	大规模轰炸
coventrate	以轰炸摧毁
bore	令人讨厌的人
bore	怒潮
bore	枪膛
bore	孔
bore	使烦扰
bore	钻孔
bore	钻孔
misreckon	算错
misreckon	数错
oliphant	象牙号角
kinaesthesis	=kinaesthesia
chromonemal	染色丝的
chromonemal	染色丝
clarinetist	吹木箫者
acentric	无中心的
acentric	无中心
acentric	离心的
acentric	离心
dictatorial	独裁的
dictatorial	独裁
compt	=count
abwehr	反间谍机关
cichlid	棘鳍类热带淡水鱼
cichlid	丽鱼科鱼
doggedly	固执地
doggedly	固执
doggedly	顽强地
doggedly	顽强
rhyparographer	对卑贱事物之描写
rhyparographer	风俗画
dissonance	不一致
dissonance	不调和
dissonance	不谐和音
cracksman	盗贼
regiment	团
regiment	大群
regiment	把……编组
regiment	把……编成团
regiment	管辖
punt	平底船
punt	撑船
punt	踢悬空球
punt	踢凌空球
nit	幼虫
nit	卵
nit	糊涂虫
nit	傻瓜
sulfasuxidine	磺胺撒克西啶
captain	队长
captain	首领
captain	船长
captain	机长
captain	上尉
captain	指挥
captain	统帅
edbiz	教育文化事业
regularization	规则化
regularization	调整
adaptable	能适应的
adaptable	能适应
adaptable	可修改的
adaptable	可修改
semimetal	半金属
washingtonia	华盛顿扇叶葵
washingtonia	华盛顿蒲葵
forestland	林地
forestland	林
congressional	会议的
congressional	会议
congressional	大会的
congressional	大会
congressional	国会的
congressional	国会
amblyopia	弱视
subtly	敏锐地
subtly	敏锐
subtly	精细地
subtly	精细
subtly	巧妙地
subtly	巧妙
playwriter	=playwright
simferopol	辛菲罗波尔
didynamous	二强雄蕊的
didynamous	二强雄蕊
sentimentalist	多愁善感者
sentimentalist	感伤主义者
fictioneer	小说作家
whereupon	于是
whereupon	因此
whereupon	在什么上面
collapsible	衣领
collapsible	颈饰
collapsible	颈圈
collapsible	脖围
collapsible	轴环
collapsible	扭住衣领
collapsible	拿走
depigmentize	褪色
depigmentize	使脱色
trug	长方形浅底木条编制的粗篮
aerogenerator	风力发电机
italics	斜体字
obconic	倒圆锥形的
obconic	倒圆锥形
multipriority	多优先级
semichemical	半化学的
semichemical	半化学
banshee	女妖精
extracellular	细胞外的
extracellular	细胞外
salpinges	salpinx的复数
quiescence	静止
flag	旗
flag	标记
flag	标记
anatomic	解剖的
anatomic	解剖
anatomic	解剖学上的
anatomic	解剖学上
manyfold	以许多倍
manyfold	成倍地
manyfold	成倍
manyfold	大量地
manyfold	大量
manyfold	=manifold
perpend	细细考虑
handprint	手印
evincible	可表明的
evincible	可表明
evincible	可证明的
evincible	可证明
placenta	胎盘
placenta	胎座
maliciously	有敌意地
maliciously	有敌意
scsi	Small
scsi	Computer
scsi	System
scsi	Interface
scsi	小型计算机系统接口
physiolatry	自然崇拜
cardiovascular	心脏血管的
cardiovascular	心脏血管
obumbrate	使变暗
obumbrate	遮暗
obumbrate	遮蔽
ratiocinative	推理的
ratiocinative	推理
dedicatee	受奉献者
valvular	有阀门的
valvular	有阀门
protraction	伸长
protraction	制图
protraction	延长
analyzing	分析
nasalize	用鼻音发声
nasalize	使鼻音化
sparkle	发火花
sparkle	发泡
sparkle	用眼神表达
sparkle	发光闪烁
sparkle	火花
sparkle	闪光
sparkle	光彩
sparkle	活力
sparkle	发泡
cytogenesis	细胞发生
cytogenesis	细胞生成
novelly	使用新方法
novelly	用新作风
dionysia	狂欢节
dionysia	酒神节
booksy	喜欢读书的
booksy	喜欢读书
booksy	书呆子气的
booksy	书呆子气
advert	注意
advert	留意
advert	广告
batteau	两端尖的平底小舟
retrospectus	回顾性评论
retrospectus	简要回顾
insignificance	无意义
arduous	费劲的
arduous	费劲
arduous	辛勤的
arduous	辛勤
arduous	险峻的
arduous	险峻
panicky	恐慌的
panicky	恐慌
panicky	惊慌失措的
panicky	惊慌失措
miner	矿工
presidential	总统的
presidential	总统
semiserious	半严肃的
semiserious	半严肃
heterogenist	自然发生论者
heterogenist	无生源论者
foetation	=fetation
nordic	北欧人
nordic	日耳曼民族
nordic	具有北欧日尔曼民族外貌特征的人
nordic	北欧人的
nordic	北欧人
nordic	日耳曼民族的
nordic	日耳曼民族
adenoidectomy	增殖腺切除术
rattlehead	头脑空虚的人
rattlehead	愚蠢多嘴的人
goes	go
goes	的第三人称单数现在式
goes	go的复数
georgie	George
georgie	的昵称
lavabo	洗手礼
lavabo	洗手盆
kellerwand	凯勒凡山
amphicar	水陆两用车
hamster	东欧或亚洲产的大颊的鼠类
sericiculture	养蚕
groupware'	NULL)
gruntled	高兴的
gruntled	高兴
gruntled	满意的
gruntled	满意
pdt	(美国太平洋时区
coalition	合并
coalition	接合
coalition	联合
sock	短袜
sock	鞋内衬底
sock	轻软鞋
sock	一击
sock	零食
sock	给……穿袜
sock	重击
sock	猛投
sock	请……吃零食
sock	爱吃零食
sock	非常成功的
sock	非常成功
sock	正着地
sock	正着
sock	不偏不倚地
sock	不偏不倚
dracon	即Draco
amalgamate	使与汞混合
amalgamate	合并
marmalade	橘子或柠檬等水果制成的果酱
cased	包装
cased	装入
cased	包装
cased	装入
deproteinate	除去……中的蛋白质
eo	executive
eo	order
lopsidedness	不匀称
lopsidedness	倾向一方
hillbilly	山地内部的贫农
hillbilly	山地人
decorum	礼貌
specter	幽灵
specter	妖怪
specter	缭绕心头的恐惧
paracyesis	宫外妊娠
semigroup	半群
sabbatarianism	严守星期日为安息日
sabbatarianism	守安息日
submersed	生长水中的
submersed	生长水中
submersed	浸没的
submersed	浸没
submersed	淹没的
submersed	淹没
gean	欧洲甜樱桃
gullet	食道
gullet	咽喉
gullet	水道
gullet	峡谷
gullet	锯齿间空隙
gullet	水落管
gullet	水槽
hypocritical	伪善的
hypocritical	伪善
hypocritical	伪善者的
hypocritical	伪善者
delict	犯罪
delict	不法行为
limbeck	蒸馏器
monochrome	单色
monochrome	单色的
monochrome	单色
cardsharp	打牌常作弊者
boutiquier	时装商店店主
taxability	可征税性
interruptive	中断的
interruptive	中断
interruptive	阻碍的
interruptive	阻碍
interruptive	打扰的
interruptive	打扰
cephalopod	头足类动物
torgoch	红点鲑
affectionately	挚爱地
affectionately	挚爱
affectionately	亲切地
affectionately	亲切
rimation	=rima
genetic	遗传的
genetic	遗传
genetic	起源的
genetic	起源
santon	穆斯林圣人
santon	遁世修道者
devolatilize	使液化
devolatilize	除去挥发成份
feudality	封建制度
feudality	封地
feudality	封
feudality	封建领地
feudality	封建领
silane	硅烷
trimestrial	每三个月一次的
trimestrial	每三个月一次
trimestrial	每季的
trimestrial	每季
ibibio	伊比比奥族人
ponograph	疲劳描记器
unperceived	未被注意的
unperceived	未被注意
unperceived	未被察觉的
unperceived	未被察觉
than	比
than	与……相比较
overspend	超支
overspend	花费超出
overspend	超支
adapters	适配器
damascus	大马士革
ventiduct	通风管
flabby	优柔寡断的性格不结实的
flabby	优柔寡断的性格不结实
flabby	松弛的
flabby	松弛
troilite	陨硫铁
troilite	硫铁矿
overarm	举手过肩而投球的
overarm	举手过肩而投球
winebowl	大酒杯
winebowl	酒瘾
implication	牵连
implication	含意
implication	暗示
aweather	迎风
aweather	向风
natality	出生率
natality	出生
axilemma	轴索鞘
axilemma	轴索膜
splinter	裂片
splinter	尖片
splinter	小事
splinter	碎片
splinter	裂成碎片
splinter	分裂
vireo	一种燕雀类捕虫鸣鸟
rabbath	拉巴
anhidrosis	汗缺乏
anhidrosis	缺汗症
hopbine	忽布的缠绕茎
palmist	看手相的人
yikes	呀!
inculcate	谆谆劝导
turpentine	松节油
turpentine	松脂
turpentine	涂松节油
turpentine	采松脂
alkaloid	生物碱
alkaloid	植物碱基
humanism	人道主义的
humanism	人道主义
humanism	人文主义的
humanism	人文主义
humanism	人道主义
immiscible	不能混合的
immiscible	不能混合
immiscible	不融和的
immiscible	不融和
samdwich	夹层
samdwich	层状结构
applejack	苹果白兰地
applejack	苹果白兰
underpainting	底层色
underpainting	画底色
lichenometrical	根据地衣测量年代法的
lichenometrical	根据地衣测量年代法
mooltan	=Multan
perky	自信的
perky	自信
perky	得意洋洋的
perky	意洋洋
orthocephalic	正颅型的
orthocephalic	正颅型
orthocephalic	正头型的
orthocephalic	正头型
jiangxi	江西
meatus	管
meatus	导管
meatus	道
meatus	口
sirree	先生
annexe	附加物
annexe	附属建筑
neoorthodoxy	新正统运动
vetter	检查者
vetter	审查者
inducible	可诱导的
inducible	可诱导
inducible	可导致的
inducible	可导致
nectarial	花蜜的
nectarial	花蜜
nectarial	甜液的
nectarial	甜液
unmerchantable	不可出售的
unmerchantable	不可出售
unmerchantable	不适合市场销售的
unmerchantable	不适合市场销售
impart	给予
impart	传授
impart	告知
impart	透露
empurpled	成紫色的
empurpled	成紫色
epideictic	意在表现词藻技巧的
epideictic	意在表现词藻技巧
epideictic	富于词藻的
epideictic	富于词藻
whitely	呈白色地
whitely	呈白色
whitely	显得苍白地
whitely	显得苍白
backstab	以卑鄙的手段陷害
sisterless	无姐无妹的
sisterless	无姐无妹
secretin	分泌素
perk	昂首
perk	恢复
perk	振作
perk	竖起
perk	打扮
nosewheel	头部机轮
nosewheel	鼻轮
refectioner	管理餐厅者
refectioner	管理膳食者
hepatocarcinogen	致肝癌物
sardonic	讽刺的
sardonic	讽刺
swacked	喝醉了的
swacked	喝醉了
biannually	每半年地
biannually	每半年
bene	祈祷
bene	祷告
ton	吨
ton	大量
ton	许多
csiro	Commonwealth
csiro	Scientific
csiro	and
csiro	Industrial
csiro	Research
csiro	Organization联邦科学与工业研究组织
util	跑龙套
lathery	肥皂泡的
lathery	肥皂泡
lathery	充满泡沫的
lathery	充满泡沫
naled	二溴磷
initiation	开始
barrister	律师
barrister	法律顾问
crapulence	暴饮
crapulence	泥醉
epeeist	重剑运动员
ecotypically	生态型地
ecotypically	生态型
alongshore	沿着岸
alongshore	近岸
tanglefoot	烈酒
humorlessness	缺乏幽默感
humorlessness	非常严肃
humorlessness	一本正经
yahtzee	"快艇"游戏
verst	俄里
exhibitor	展出者
exhibitor	显示者
negus	尼格斯
negus	埃塞俄比亚皇帝
longhorn	长角牛
longhorn	音乐探测器
androphile	嗜人生物
wisest	聪明的
wisest	聪明
wisest	贤明的
wisest	贤明
dicacodyl	双卡可基
prn	pro
prn	re
prn	nata
monellin	莫内林
irritate	激怒
irritate	使急躁
irritate	刺激
litany	连祷
litany	冗长而枯燥的故事
unmitigable	无法缓和的
unmitigable	无法缓和
celticize	凯尔特化
succor	救援
succor	援助者
succor	救援人员
succor	援助
succor	救援
milepost	里程标志
milepost	里程碑
gentility	有教养
gentility	文雅
falsetto	假音
falsetto	假声歌手
tzarist	=czarist
alexander	亚历山大
beylic	州长管辖
beylic	土耳其次要省份的省长的职权
beylic	Bey的辖区
stronger	更强壮的
stronger	更强壮
algiers	阿尔及尔
toponymy	地名
toponymy	地名研究
toponymy	部位命名法
pittsburgh	匹兹堡
extravagancy	浪费
extravagancy	挥霍
conservatism	保守主义
conservatism	守旧性
implicative	含蓄的
implicative	含蓄
implicative	连带的
implicative	连带
icac	廉政公署
talcose	滑石的
talcose	滑石
talcose	含滑石的
talcose	含滑石
piezomagnetism	压电磁性
prairie	大草原
prairie	牧场
prairie	林间小空地
prairie	林间小空
multiprocessing	多处理
pneumococcus	肺炎球菌
outrush	冲出
outrush	涌出
tolidine	联甲苯胺
tolidine	二甲基二氨基联苯
cisborder	境内的
cisborder	境内
adjudication	判决
adjudication	宣告
inhume	埋葬
inhume	把……土葬
oceanica	=Oceania
mergee	合并的一方
hawkweed	水兰属之一种
varices	血管曲张
hydrowire	采样用的缆绳
provolone	波萝伏洛干酪
mucilaginous	粘的
mucilaginous	粘
mucilaginous	粘质的
mucilaginous	粘质
mucilaginous	分泌粘液的
mucilaginous	分泌粘液
mestiza	mestizo的女性形式
mestiza	女混血儿
melliferous	产蜜的
melliferous	产蜜
melliferous	甜的
melliferous	甜
alias	别名
alias	化名
bracelet	手镯
autograph	亲笔签名
autograph	手稿
autograph	署名
autograph	署名
counterconditioning	对抗条件反射作用
imbark	装载
imbark	创业
lanital	人造羊毛
nag	老马
nag	驽马
nag	劣等竞赛马
nag	矮小马
nag	唠叨
nag	不断地唠叨
nag	恼人
homestall	农家庭院
homestall	宅地
homestall	宅
sodomize	对……鸡奸
assertive	断定的
assertive	断定
assertive	过分自信的
assertive	过分自信
egyptology	埃及古物学
yugoslav	南斯拉夫的
yugoslav	南斯拉夫
yugoslav	南斯拉夫人的
yugoslav	南斯拉夫人
yugoslav	南斯拉夫人
estop	塞信
estop	遮住
estop	禁止反言
estop	禁止
estop	禁止翻供
spelican	=spillikin
hagioscope	内壁小窗
marampa	马兰帕
photobiological	光生物学的
photobiological	光生物学
fulgural	闪电的
fulgural	闪电
fulgural	与闪电有关的
fulgural	与闪电有关
alertly	提高警觉地
alertly	提高警觉
alertly	留意地
alertly	留意
sharer	共同收受者
sharer	分配者
sharer	参与分配或分红者
blepharitis	睑炎
prostatectomy	前列腺切除术
alphabet	字母表
unhomogeneous	=inhomogeneous
lipreading	读唇法
infrequently	很少发生地
infrequently	很少发生
infrequently	罕见地
infrequently	罕见
barometer	气压计
flauntily	虚华地
flauntily	虚华
emir	埃米尔
parafoil	翼伞
broke	一文不名的
broke	一文不名
broke	break的过去式
jamshedpur	詹谢普尔
crossbirth	横产
rivulet	小河
rivulet	小溪
rivulet	溪流
plansifter	套筛
amon	阿门
grandiloquence	夸张之言
grandiloquence	豪言壮语
grandiloquence	豪语
radiosonde	无线电高空测候器
radiosonde	无线电探空仪
weed	野草
weed	杂草
weed	除草
weed	铲除
spanworm	尺蠖
bonhommie	温和
bonhommie	敦厚
emmesh	=enmesh
canoeing	划独木舟
canoeing	玩独木舟
nebbish	不受重视的人
nebbish	无用的人
sanforized	特殊加工法处理的
sanforized	特殊加工法处理
ursa	小熊星座
inculpatory	使人负罪的
inculpatory	使人负罪
inculpatory	责难的
inculpatory	责难
thwartwise	横着的
thwartwise	横着
thwartwise	横着
subdebutante	妙龄少女
subdebutante	妙龄少女的
subdebutante	妙龄少女
ebro	埃布罗河
hemolyze	=haemolyze
fiddlehead	船首饰
ecclesiastical	教会的
ecclesiastical	教会
ecclesiastical	牧师的
ecclesiastical	牧师
ecclesiastical	神职的
ecclesiastical	神职
colorectal	结肠直肠的
colorectal	结肠直肠
discretionarily	任意地
discretionarily	任意
discretionarily	自由决定地
discretionarily	自由决定
toyman	玩具商
toyman	制作玩具者
enneasyllabic	九音节的
enneasyllabic	九音节
load	负荷
load	重担
load	装载量
load	工作量
load	负载
load	加载
load	装载
load	装填
load	使担负
load	装货
load	装弹药
load	装料
note	笔记
note	短信
note	照会
note	注解
note	注释
note	票据
note	纸币
note	音符
note	注意
note	记录
note	笔记
udine	乌迪内
superhet	=superheterodyne
frailness	脆弱
frailness	不坚定
toyota	丰田汽车
teasel	起绒草
teasel	使起绒
teasel	川续断科的
teasel	川续断科
subtil	隐约的
subtil	隐约
subtil	微妙的
subtil	微妙
