karstology	岩溶学
agoraphobic	陌生环境恐怖的
agoraphobic	陌生环境恐怖
unusually	显著地
unusually	显著
unusually	异乎寻常地
unusually	异乎寻常
unusually	罕有地
unusually	罕有
aiblins	可能
aiblins	也许
tephrochronology	火山灰年代学
tovarish	同志
pi	Product
pi	Improve
pi	产品改进
pi	派
reproach	责备
sobersides	镇定不乱的人
sobersides	不苟言笑的人
innocuity	无害
innocuity	无毒
innocuity	无伤大雅的言行
innocuity	没有害处的消遣
academical	大学制服
shensi	山西
troubleshooting	发现并修理故障
troubleshooting	解决纷争
wasting	浪费的
wasting	浪费
wasting	消耗的
wasting	消耗
wasting	浪费
wasting	损耗
wasting	消瘦
carrousel	旋转木马
ammonolysis	氨解作用
ansa	柄
ansa	如柄壮部分
ansa	环脊
chrysalid	蝶蛹的
chrysalid	蝶蛹
chrysalid	蝶蛹
chrismatory	装圣油之容器
paratroop	伞兵部队
huebnerite	钨锰矿
zythum	古代啤酒
miser	守财奴
miser	吝啬鬼
miser	凿井机
virial	维里
mandira	寺庙
contrefilet	小牛排
contrefilet	前腰小牛排
bimotor	有两个发动机的
bimotor	有两个发动机
bimotor	双发动机的
bimotor	双发动机
bimotor	双发动机飞机
punnet	薄木片制扁篮
hansard	英国议会议事录
arthralgic	关节痛的
arthralgic	关节痛
creditably	有名誉地
creditably	有名誉
creditably	不愧
creditably	美满地
creditably	美满
polyglottery	=polyglotism
forebay	前池
downfallen	倒了的
downfallen	倒了
downfallen	没落的
downfallen	没落
downfallen	坠落的
downfallen	坠落
interchurch	各教会间的
interchurch	各教会间
interchurch	各教派联合的
interchurch	各教派联合
chirurgeon	外科医生
roughride	当驯马师
roughride	驯马
boat	小船
boat	艇
boat	划船
disfurnishment	搬走家具或用品
disfurnishment	四壁皆空的状态
soily	脏的
soily	脏
soily	有污迹的
soily	有污迹
zerobalance	零数余额的
zerobalance	零数余额
semelincident	终身一次的
semelincident	终身一次
temporospatial	时间空间的
temporospatial	时间空间
temporospatial	时空的
temporospatial	时空
spivery	不务正业专以小偷小摸为生
contractant	签契约的一方
contractant	订约人
systematic	系统的
systematic	系统
systematic	体系的
systematic	体系
conveyancer	运输者
conveyancer	传达者
conveyancer	办理不动产等让与事务者
nationalise	使成国家
standardize	使符合标准
standardize	使标准化
dexterity	灵巧
dexterity	机敏
azocompound	偶氮化合物
brunt	n冲击
brunt	冲势
glutin	明胶
glutin	麸酪素
nebulosity	星云状态
nebulosity	星云状物
nebulosity	朦胧
rejuvenesce	返老还童
bbe	Bachelor
bbe	of
bbe	Business
bbe	Education
bbe	商务教育学士
afghanistan	阿富汗
mechanist	机械论者
electrotechnician	电工学
galant	潇洒风格
missing	不见的
missing	不见
missing	缺少的
missing	缺少
unfounded	没有理由的
unfounded	没有理由
unfounded	未建立的
unfounded	未建立
buccaneer	海盗
buccaneer	做海盗
entertainer	款待者
entertainer	表演娱乐节目的人
entertainer	演艺人员
bluejacket	水兵
carburetion	增碳作用
carburetion	化油作用
redolence	芬芳
redolence	香味
redolence	香气
colloquialism	俗话
colloquialism	白话
colloquialism	口语
wost	wit的第二人称单数现在式
solecism	语法错误
solecism	谬误
solecism	失礼
rial	伊朗的银币
rial	里亚尔
hale	强壮的
hale	强壮
hale	健壮的
hale	健壮
hale	矍铄的
hale	矍铄
hale	强拉
hale	硬拖
ragman	收买旧货的人
ejective	放出的
ejective	放出
ejective	驱逐的
ejective	驱逐
ejective	喷出的
ejective	喷出
tefl	Teaching
tefl	English
tefl	as
tefl	a
tefl	Foreign
tefl	Language
tefl	作为外语的英语教学
bof	basic
bof	oxygen
bof	furnace碱性氧气转炉
anility	老态龙钟
alkekengi	冬季樱
unworkable	难运转的
unworkable	难运转
unworkable	不能实行的
unworkable	不能实行
vina	印度的七弦琴
massiness	厚实
massiness	坚实
aeroneer	新式飞机模型设计师
deathy	如死的
deathy	如死
deathy	要命的
deathy	要命
hovercraft	水翼船
hovercraft	气垫船
mine	矿
mine	矿山
mine	矿井
mine	源泉
mine	宝库
mine	地雷
mine	水雷
mine	挖掘
mine	开采
mine	在……布雷
mine	破坏
mine	开矿
mine	埋设地雷
mine	pro
mine	我的
mine	我
hatted	戴着帽子的
hatted	戴着帽子
letitia	利蒂希娅
mantoux	test曼托试验
discommodiousness	不方便
discommodiousness	麻烦
stylus	铁笔
saxicoline	岩生的
saxicoline	岩生
saxicoline	岩栖的
saxicoline	岩栖
audaciously	大胆地
audaciously	大胆
audaciously	厚颜无耻的
audaciously	厚颜无耻
audaciously	大胆创新的
audaciously	大胆创新
iges	基本图形转换规范
puzzlingly	使迷惑地
puzzlingly	使迷惑
puzzlingly	莫明其妙地
puzzlingly	莫明其妙
squalid	肮脏的
squalid	肮脏
atwitch	抽动的
atwitch	抽动
atwitch	抽动地
atwitch	抽动
pulpy	果肉状的
pulpy	果肉状
pulpy	多汁地
pulpy	多汁
pulpy	柔软地
pulpy	柔软
catchcry	引起别人注意的话
unadmired	不受钦佩的
unadmired	不受钦佩
unadmired	不受爱慕的
unadmired	不受爱慕
unadmired	不值得赞美的
unadmired	不值得赞美
grout	薄泥浆
grout	水泥浆
grout	用薄泥浆填塞
grout	用鼻子拱
facultize	赋予实用的能力
antiderivative	不定积分
nitryl	硝基
nitryl	硝酰
frenchy	法国式的
frenchy	法国式
frenchy	法国风味的
frenchy	法国风味
frenchy	法国人
caparison	马衣
caparison	华丽衣服
caparison	覆以马衣
caparison	使穿华服
synephrine	脱氧肾上腺素
divvers	考试
ahuehuete	蒙特苏玛丝柏
paternalism	家长式的作风
unruliness	无法无天
unruliness	任性
avowably	可承认地
avowably	可承认
avowably	可明言地
avowably	可明言
micromole	微摩尔
berkeley	伯克利
markka	芬兰的货币单位
voltameter	电解电量计
voltameter	伏特计
jemmy	羊头
purslane	马齿苋
sonofer	=sonofa
anaglyph	浅型浮雕
anaglyph	浮雕装饰
anaglyph	立体照片
lineprinter	行式打印机
infecund	不结果的
infecund	不结果
infecund	不怀孕的
infecund	不怀孕
infecund	不长毛的
infecund	不长毛
placode	基板
autoregulation	自动调整
humouristic	滑稽的
humouristic	滑稽
humouristic	幽默式的
humouristic	幽默式
mitotic	有丝分裂的
mitotic	有丝分裂
mitotic	间接核分裂的
mitotic	间接核分裂
coram	在……的面前
sendai	仙台
transept	教堂的十字型翼部
prado	高级住宅区的林荫大道
prado	上流社会散步场
noogenesis	心理发生
noogenesis	心理演化
achalasia	弛缓不能
totemite	=totemist
horseshit	胡说
horseshit	谎话
invaginate	收进鞘中
invaginate	套进内部
bacteriologist	细菌学家
betcha	=bet
betcha	you
is	是
is	Internal
is	Security
is	治安
blueweed	蓝蓟
polydisperse	多分散的
polydisperse	多分散
ripoff	盗窃
cossack	哥萨克人
enjoinder	命令
enjoinder	禁止
conspicuous	显著的
conspicuous	显著
foregrounding	前台操作
foregrounding	前台设置
mbps	兆比特每秒
chemisorption	化学吸收作用
geyser	间歇泉
geyser	烧水锅炉
serpasil	利血平
inh	isonicotinic
inh	acid
inh	hydrazide
cinque	五
cinque	五点
transistorize	装上晶体管
cower	畏缩
cower	退缩
novena	连续九天的祷告
vahan	伐诃纳
udi	尤迪语
tzetze	孑孓蝇
defragment	磁盘碎片整理程序
printable	可印刷的
printable	可印刷
thunderstricken	吓呆的
thunderstricken	吓呆
thunderstricken	惊愕的
thunderstricken	惊愕
cryogenics	低温学
alabastrine	雪花石膏制的
alabastrine	雪花石膏制
alabastrine	光滑的
alabastrine	光滑
vdrl	venereal
vdrl	disease
vdrl	research
vdrl	laboratory
vdrl	性病研究实验室
usque	威士忌酒
supplicate	恳求
supplicate	哀求
supplicate	恳请
supplicate	祈祷
mef	Middle
mef	East
mef	Forces
mef	驻中东部队
satyrical	=satyric
straitlaced	严格的
straitlaced	严格
straitlaced	固执的
straitlaced	固执
straitlaced	刻板的
straitlaced	刻板
police	警察队
police	警察机关
police	公安部门
police	管辖
police	维持治安
police	警察的
police	警察
police	有关警察的
police	有关警察
lobsterback	红外套英国兵
amgot	盟国军政府
unbeautiful	不美的
unbeautiful	不美
unbeautiful	难看的
unbeautiful	难看
unbeautiful	丑陋的
unbeautiful	丑陋
brusque	唐突的
brusque	唐突
brusque	直率的
brusque	直率
brusque	粗暴的
brusque	粗暴
brusque	无礼的
brusque	无礼
islander	岛上居民
somnambule	梦游者
slantways	倾斜地
slantways	倾斜
gerlachovka	格拉霍夫峰
magnus	effect天幕结
magnus	鲁班结
suckerfish	亚口鱼
suckerfish	胭脂鱼
pneumectomy	=pneumonectomy
bowling	保龄球
nebe	northeast
nebe	by
nebe	east
nebe	东北偏东
eiffel	Tower
crossbowman	弩手
apophthegmatic	别的
apophthegmatic	别
apophthegmatic	送别的
apophthegmatic	送别
coolheaded	头脑冷静的
coolheaded	头脑冷静
areographic	关于描写火星的
areographic	关于描写火星
cressida	克雷西达
modernize	使现代化
reexhibit	第二度展览
reexhibit	再展示
hematal	血液的
hematal	血液
hematal	胸前的
hematal	胸前
orphic	俄耳普斯的
orphic	俄耳普斯
orphic	迷人的
orphic	迷人
orphic	神秘的
orphic	神秘
throb	悸动
throb	脉搏
throb	悸动
throb	抽动
throb	颤动
throb	跳动着作痛
throb	充满活力
frijol	菜豆
ectad	在外面
ectad	向外
problematical	问题的
problematical	问题
problematical	有疑问的
problematical	有疑问
multispectral	多谱线的
multispectral	多谱线
multispectral	多谱段的
multispectral	多谱段
pardah	=purdah
taxiplane	出租飞机
conjugation	结合
duniwassal	苏格兰高地的二等绅士
cingulate	有色带环绕的
cingulate	有色带环绕
carrageenin	角叉胶
analyze	分析
analyze	分解
ruffle	滋扰
galloper	骑马奔驰的人
galloper	飞驰的马
galloper	旋转木马
kourbash	皮鞭
kourbash	用皮鞭鞭打
kourbash	鞭笞
automanipulation	手淫
automanipulation	自体性行为
hylic	物质的
hylic	物质
hylic	实质的
hylic	实质
polish	磨光
polish	光泽
polish	上光剂
polish	优雅
polish	精良
polish	擦亮
polish	发亮
polish	磨光
polish	推敲
polish	发亮
polish	变光滑
polish	波兰的
polish	波兰
polish	波兰人
polish	Polish
polish	波兰的
polish	波兰
micromation	微型化
breath	呼吸
breath	气息
breath	气味
breath	空气
breath	微风
breath	暂停
breath	瞬间
estranged	疏远的
estranged	疏远
estranged	不和的
estranged	不和
maxillipede	颚肢
legibly	易读地
legibly	易读
legibly	明了地
legibly	明了
anaerobe	厌氧性生物
overvoltage	超电压
overvoltage	过电压
impersonalise	=impersonalize
profuse	极其丰富的
profuse	极其丰富
outspoken	坦率直言的
outspoken	坦率直言
asthore	亲爱的
asthore	亲爱
asthore	我的宝贝
middleman	中间人
invidiousness	不公
romanticize	浪漫化
romanticize	传奇化
romanticize	使浪漫化
romanticize	使传奇化
tarim	Basin
tarim	塔里木盆地
tarim	塔里木盆
shadowland	虚幻境界
neither	pro
neither	两者都不
neither	既不……又不
neither	也不
decameter	十米
hetty	Henrietta
hetty	的昵称
retardation	延迟
antonia	安东尼娅
ringbone	跗骨赘
ringbone	环骨瘤
reticule	手提袋
reticule	网袋
nuncupate	口述
cicatrization	瘢痕生成
cicatrization	愈合
metallography	金属组织学
metallography	金相学
hydroaraphy	水文学
enviously	羡慕地
enviously	羡慕
nyala	=inyala
creepily	令人毛骨悚然地
creepily	令人毛骨悚然
disbound	装订损坏的
disbound	装订损坏
radicalism	激进主义
barratry	诉讼教唆
christogram	基督之象征
highlighted	突出的
highlighted	突出
sassanian	=Sassanid
ow	表示突然疼痛所发出之声
ow	哎哟
linebreed	作系统育种
eaten	eat的过去分词
urethral	尿道的
urethral	尿道
vientiane	万象
diggish	呱呱叫的
diggish	呱呱叫
bahuvrihi	性状复合词
supertrain	超级列车
supertrain	高速火车
aminoaciduria	氨基酸尿
invalidly	无用地
invalidly	无用
invalidly	无价值地
invalidly	无价值
scriptwriter	编剧
blamable	可责备的
blamable	可责备
blamable	有过失的
blamable	有过失
sephardi	西班牙或葡萄牙籍的犹太人或其后裔
rostellum	顶突
rostellum	小吻
nonmoral	与道德无关的
nonmoral	与道德无关
ultrasonogram	超声记录图
headdress	饰头巾
headdress	头发编梳的式样
elute	洗提
barbarise	=barbarize
feedstock	给料
intergrade	逐渐合一
intergrade	过渡阶级
intergrade	中间等级
urochordate	有尾索的
urochordate	有尾索
revenue	收入
revenue	国家的收入
revenue	税收
enhancer	增加者
enhancer	加强者
enhancer	提高者
convection	传送
convection	对流
macrophysics	宏观物理学
greymouth	格雷默斯
degressive	下降的
degressive	下降
degressive	递减的
degressive	递减
tempo	速度、拍子
tempo	发展速度
etch	蚀刻
abacist	用算盘者
remittance	汇款
remittance	汇寄之款
remittance	汇款额
chrisom	初生婴儿穿的白色洗礼服
osborn	奥斯本
germinator	使发芽之人或物
germinator	种子发芽力试验器
transnormal	超出常规的
transnormal	超出常规
transnormal	超乎一般的
transnormal	超乎一般
meritorious	有功的
meritorious	有功
patan	帕坦
interposal	插入
interposal	干预
albertite	阿柏特柏油
coucal	褐翅鸦鹃
ruble	卢布
radiotelegraphic	无线电报y/9reIdIEJtI`le^的
radiotelegraphic	无线电报y/9reIdIEJtI`le^
radiotelegraphic	用无线电报的
radiotelegraphic	用无线电报
fantasyland	梦境
fantasyland	太虚幻境
monaul	=monal
ergosterol	麦角固醇
ricinus	蓖麻
scentless	无气味的
scentless	无气味
scentless	遗臭已消失的
scentless	遗臭已消失
mcfd	thousands
mcfd	of
mcfd	cubic
mcfd	feet
mcfd	per
mcfd	day千立方英尺/日
playactor	演员
dollarbird	三宝鸟
confines	疆界
confines	范围
confines	界线
unwhitened	未弄白的
unwhitened	未弄白
unwhitened	未刷白的
unwhitened	未刷白
seamstering	女裁缝的工作
metaphysician	形而上学者
metaphysician	精神疗法家
unadorned	未装饰的
unadorned	未装饰
unadorned	朴实的
unadorned	朴实
monoclinic	单斜的
monoclinic	单斜
transport	传送器
transport	运输
transport	运输机
transport	激动
transport	流放犯
transport	狂喜
transport	传送
transport	运输
transport	流放
transport	放逐
slakeless	无法消解的
slakeless	无法消解
slakeless	不能满足的
slakeless	不能满足
posteriad	向躯体后面
cumbrian	Cumberland坎伯兰的
cumbrian	Cumberland坎伯兰
deferable	缓征者
deferable	可延期的
deferable	可延期
deferable	可缓期的
deferable	可缓期
cauterization	烧灼
cauterization	腐蚀
semipornographic	半色情的
semipornographic	半色情
semipornographic	有点色情描写的
semipornographic	有点色情描写
astropologist	人类学家
peripteros	围柱式建筑物
digamma	古希腊字母的Ｆ
remonetize	重做通货使用
managerial	管理的
managerial	管理
chequers	首相乡间别墅
dichlorobenzene	二氯苯
overcredulous	太容易相信的
overcredulous	太容易相信
cg	重心
cg	Congo
cg	刚果
agloat	踌躇满志的
agloat	踌躇满志
agloat	踌躇满志地
agloat	踌躇满志
armill	加冕用长袍
svd	swine
svd	vesicular
svd	disease
coordinal	同科的
coordinal	同科
apec	Asian
apec	Pacific
apec	Economic
apec	Cooperation
apec	亚洲及太平洋地区经济合作组织
pronged	尖端分叉的
pronged	尖端分叉
potline	电解电池列
beadle	小吏
beadle	游行领队
rheotome	周期断流器
nominalism	唯名论
nominalism	名义主义
trapezohedron	偏方三八面体
shutout	关厂
shutout	关店
shutout	停业
shutout	被关在外面的人
shutout	使对方无法得分的比赛
extemporisation	=extemporization
flagella	鞭节
flagella	鞭毛
outran	outrun
outran	的过去式
drill	钻孔机
drill	钻子
drill	播种机
drill	军事训练
drill	操练
drill	练习
drill	条播机
drill	训练
drill	钻孔
drill	条播
sour	酸的
sour	酸
sour	发酵的
sour	发酵
sour	酸腐的
sour	酸腐
sour	酸味的
sour	酸味
creativity	创造力
creativity	创造
haploid	单倍体
haploid	仅有一组染色体的细胞
haploid	单一的
haploid	单一
paramilitary	准军事的
paramilitary	准军事
paramilitary	辅助军事的
paramilitary	辅助军事
upbuild	建立
unpc	United
unpc	Nations
unpc	Peace
unpc	Corps
unpc	联合国和平部队
recloser	自动开关
recloser	自动继电器
sonnet	十四行诗
sonnet	商籁体
ostracod	介形亚纲动物
confrontation	面对
confrontation	面对面
confrontation	对质
varus	弓形腿
clerical	牧师的
clerical	牧师
clerical	书记的
clerical	书记
clerical	牧师
coze	亲热地闲谈
coze	聊天
coze	亲热的闲谈
precipitable	可沉淀的
precipitable	可沉淀
precipitable	沉淀性的
precipitable	沉淀性
pestilent	致命的
pestilent	致命
