celticist	研究凯尔特文化的人
hodgepodge	大杂烩
durance	禁锢
durance	监禁
slot	缝
slot	狭槽
slot	位置
slot	水沟
slot	细长的孔
slot	硬币投币口
slot	狭通道
slot	足迹
slot	开槽于
slot	跟踪
henroost	鸡窝
wergild	凶手应付给被害人家属
wergild	的赔偿金额
disjoin	分离
clearinghouse	票据交换所
wyswyg	所见即所得
wyswyg	所见即所
altometer	高度计
altometer	高度测量器
delude	迷惑
delude	蛊惑
scarce	缺乏的
scarce	缺乏
scarce	不足的
scarce	不足
scarce	稀有的
scarce	稀有
scarce	不充足的
scarce	不充足
magcon	磁选
deintegro	重新
deintegro	再
orthoepist	正确发音的研究者
zooflagellate	动鞭亚纲原生动物
zooflagellate	动鞭毛虫
proprietress	女所有人
proprietress	女业主
juvenescent	到达青年期的
juvenescent	到达青年期
juvenescent	变年轻的
juvenescent	变年轻
moorish	摩尔人的
moorish	摩尔人
moorish	摩尔人式的
moorish	摩尔人式
moorish	摩尔人风格的
moorish	摩尔人风格
pigeonite	易变辉石
carlovingian	加洛林王朝的
carlovingian	加洛林王朝
brainwash	洗脑
brainwash	对人洗脑
brainwash	以宣传说服
tidiness	整齐
tidiness	整洁
mertensian	mimicry
mertensian	无毒拟态
mertensian	默顿斯拟态
improver	改进者
improver	提高的人
improver	改良物
conferee	参加会议者
triggerfish	热带鱼的一种
pusillanimity	无气力
pusillanimity	胆怯
hexadecane	=cetane
malefactress	女罪犯
malefactress	作恶的女人
malefactress	坏女人
charming	迷人的
charming	迷人
charming	娇媚的
charming	娇媚
quivive	谁
quivive	口令
santolina	神圣亚麻
goodly	优秀的
goodly	优秀
goodly	优美的
goodly	优美
protomartyr	第一个殉教者
posteen	阿富汗羊皮大衣
sunshine	阳光
intersexuality	兼具两性
overeat	使吃过量
overeat	吃得过多
musicotherapy	音乐疗法
landsturm	国家总动员
landsturm	国民军
experimentation	实验
experimentation	试验
experimentation	实验法
inimitably	无法仿效地
inimitably	无法仿效
inimitably	独特地
inimitably	独特
raggee	=ragee
cose	聊天
cose	谈心
reinfection	再感染
impedimenta	妨碍行进或运动的东西
bovarism	包法利式的浪漫人生观
yukin	月琴
norbert	诺伯特
morphoneme	=morphophoneme
unexcelled	未被胜过的
unexcelled	未被胜过
unexcelled	极好的
unexcelled	极好
sandboy	卖沙的小孩
furthermost	最远方的
furthermost	最远方
furthermost	最远的
furthermost	最远
lifesome	生动的
lifesome	生动
lifesome	有力的
lifesome	有力
elizabethan	伊丽莎白一世时代的
elizabethan	伊丽莎白一世时代
elizabethan	伊丽莎白女王的
elizabethan	伊丽莎白女王
elizabethan	伊丽莎白王朝的人
insinuate	使逐步而巧妙地取得
insinuate	使逐步而巧妙地取
insinuate	使迂回地潜入
insinuate	使慢慢滋长
insinuate	含沙射影地说
legalism	拘泥于法律或规定的人
legalism	律法尊重主义者
toluate	甲苯甲酸盐
mythicism	神话的解释
mythicism	神话主义
venerable	庄严的
venerable	庄严
venerable	值得尊敬的
venerable	值得尊敬
venerable	古老的
venerable	古老
benthoal	海底的
benthoal	海底
benthoal	湖底的
benthoal	湖底
koan	心印
koan	以心传心
pygmyisn	像矮人的
pygmyisn	像矮人
pygmyisn	侏儒似的
pygmyisn	侏儒似
dushanbe	杜尚别
eda	Electronic
eda	Design
eda	Automatic
eda	电子设计自动化
mechlorethamine	二氯甲基二乙胺
accompanyist	随伴者
accompanyist	伴奏者
subvertical	接近垂直的
subvertical	接近垂直
attempt	努力
attempt	尝试
attempt	企图
attempt	尝试
attempt	企图
pennywort	石莲花的一种
pennywort	止血草的一种
shippon	=shippen
amole	皂用植物
nailery	制钉工厂
oneirology	梦学
oneirology	圆梦学
hogarthian	贺加斯风格的
hogarthian	贺加斯风格
intercollege	=intercollegiate
viviparous	胎生的
viviparous	胎生
viviparous	母体发芽的
viviparous	母体发芽
tad	小孩子
tad	微量
tad	少量
reflexological	反射论的
reflexological	反射论
marquee	大帐篷
marquee	华盖
marquee	选取框
unpunishable	不能受惩罚的
unpunishable	不能受惩罚
unpunishable	不该受处罚的
unpunishable	不该受处罚
bereave	剥夺
bereave	使失去
normandy	诺曼底
sonometer	听力计
tintinnabulary	铃的
tintinnabulary	铃
tintinnabulary	铃声的
tintinnabulary	铃声
tintinnabulary	丁当响的
tintinnabulary	丁当响
telemedicine	远距离医学
reference	提及
reference	涉及
reference	参考
reference	参考书目
reference	证明书
facing	衣服等的贴边
facing	饰面
evolutional	进化的
evolutional	进化
evolutional	进展的
evolutional	进展
barouche	一种四轮两座大马车
solecize	犯语法错误
annemarie	安玛丽
stupefacient	麻醉药品
stupefacient	麻醉的
stupefacient	麻醉
stood	stand的过去式和过去分词
foreface	前颜面
halloween	万圣节前夕
halloween	诸圣日前夕
theanthropical	具有神人两性的
theanthropical	具有神人两性
tannin	丹宁酸
rrl	Remote
rrl	Reference
rrl	Layer
rrl	远程参考层
acold	寒冷的
acold	寒冷
sawdust	锯屑
dewy	带露水的
dewy	带露水
dewy	露湿的
dewy	露湿
dewy	如露的
dewy	如露
geranial	牻牛儿醛
geranial	香叶醛
wavetable	波表
wavetable	MIDI的一种合成技术
indulgence	放任
virginia	维吉尼亚
enquiry	询问
logon	登录上网
dryness	干
dryness	干燥
undivested	未被脱去的
undivested	未被脱去
undivested	未被剥夺的
undivested	未被剥夺
bravery	勇敢
sulphuret	硫化物
vrouw	妇人
vrouw	妻子
god	神
god	上帝
god	神像
god	偶像
god	使神化
rhinopathy	鼻病
loun	笨人
loun	无用之人
pyrosis	心口灼热
pyrosis	胃灼热
rubicund	红润的
rubicund	红润
rubicund	透红的
rubicund	透红
lapp	拉普兰人
lapp	拉普兰语
chromatin	核染质
chromatin	染色质
expend	花费
expend	消耗
expend	支出
expend	把绕在杆上
jubilant	欢呼的
jubilant	欢呼
jubilant	喜悦的
jubilant	喜悦
jubilant	喜洋洋的
jubilant	喜洋洋
pegmatite	结晶花岗岩
wastebasket	废纸篓
wastebasket	把……放入废纸篓
thanage	大乡绅的身份
fingery	排成指状的
fingery	排成指状
casuarina	木麻黄属的各种常绿乔木
dextrocular	右眼优于左眼的
dextrocular	右眼优于左眼
dextrocular	惯用右眼的
dextrocular	惯用右眼
moreton	Bay
moreton	fig大叶榕
postholder	担任职务者
postholder	官员
fortunebook	占卜的书
fortunebook	命书
merchant	商人
merchant	批发商
merchant	贸易商
merchant	店主
merchant	商业的
merchant	商业
merchant	商人的
merchant	商人
fireworks	烟火
fireworks	激烈争论
jadishness	毫无价值
jadishness	邪恶
broadax	大斧
broadax	钺
stethoscope	听诊器
stethoscope	用听诊器诊断
indices	index
indices	的复数
kimberlite	角砾云橄岩
kimberlite	金伯利岩
arsis	强音部
arsis	上拍
sensuous	感觉上的
sensuous	感觉上
sensuous	给人美感的
sensuous	给人美感
ectoproct	外肛苔藓虫
credited	记入贷方
credited	信用
credited	记入贷方
credited	信用
tpilisi	=Tbilisi
victimless	无受害人的
victimless	无受害人
victimless	不侵害他人的
victimless	不侵害他人
mandioca	=manioc
mycelium	菌丝体
tup	锤头
tup	动力锤的头部
tup	冲面
tup	公羊
literality	直译
literality	精确
tranquillo	安静
gainable	可得到的
gainable	可得到
subindex	次标
subindex	分索引
inexactly	不正确地
inexactly	不正确
inexactly	不精密地
inexactly	不精密
meliorative	改善的
meliorative	改善
meliorative	改良性的
meliorative	改良性
reconsider	重新考虑
reconsider	重新审议
interlingua	国际语
interlingua	中间语言
interlingua	拉丁国际语
enterochromaffin	肠嗜铬细胞的
enterochromaffin	肠嗜铬细胞
uriniferous	输尿的
uriniferous	输尿
brcs	British
brcs	Red
brcs	Cross
brcs	Society英国红十字会
dragoness	母龙
remarkable	不平常的
remarkable	不平常
remarkable	非凡的
remarkable	非凡
remarkable	值得注意的
remarkable	值得注意
remarkable	显著的
remarkable	显著
wizardly	神汉的
wizardly	神汉
wizardly	男巫的
wizardly	男巫
wizardly	神奇的
wizardly	神奇
coastward	向海岸地
coastward	向海岸
coastward	朝着海岸地
coastward	朝着海岸
coastward	向海岸的
coastward	向海岸
coastward	朝着海岸
bracing	支撑
bracing	支柱
bracing	裤吊带
bracing	令人鼓舞的
bracing	令人鼓舞
beijing	北京
deadness	死
deadness	无生气
deadness	死一样的状态
supersymmetry	超对称性
imprecise	不严密的
imprecise	不严密
imprecise	不精确的
imprecise	不精确
uniterm	单元词
miscount	数错
miscount	计算错误
petechial	瘀斑的
petechial	瘀斑
wavellite	银星石
jumna	亚穆纳河
ethnography	民族志学
ethnography	人种学
ethnography	人种志
spirituosity	含酒精
canaliculated	有细管的
canaliculated	有细管
canaliculated	有小沟的
canaliculated	有小沟
dinosaurian	恐龙的
dinosaurian	恐龙
dinosaurian	似恐龙的
dinosaurian	似恐龙
dinosaurian	恐龙
coaly	多煤的
coaly	多煤
coaly	煤状的
coaly	煤状
coaly	含煤的
coaly	含煤
fattest	胖的
fattest	胖
fattest	丰满的
fattest	丰满
patresfamilias	paterfamilias的复数
loach	泥鳅
interspatial	层际空间的
interspatial	层际空间
tympanosclerosis	鼓膜硬化
spuggy	家麻雀
beloid	前窄后宽的
beloid	前窄后宽
algicide	=algaecide
latticed	装有格子的
latticed	装有格子
missaid	missay的过去式及过去分词
censurable	可非难的
censurable	可非难
censurable	该责备的
censurable	该责备
lactometer	检乳器
aldosterone	醛甾酮
aldosterone	醛固酮
polychrest	有多种功效的贵重药品
subtype	图表类型
whalecalf	幼鲸
cyclization	环化
gpd	gallons
gpd	per
gpd	day
gpd	每日加仑数
gpd	加仑[日
pantun	隔行同韵马来诗体
eff	字母f
eff	v弄糟
eff	滚开
eff	咒骂
nonadmission	不接纳
nonadmission	不准进入
mancunian	曼彻斯特的
mancunian	曼彻斯特
mancunian	曼彻斯特人
substantiality	实在性
substantiality	实质性
substantiality	实体
sheepwalk	牧羊场
either	任一的
either	任一
either	每一方的
either	每一方
either	pro
either	任一
either	随便任一个
either	或者
either	也
grademark	货品质量等级标记
seismographic	地震仪的
seismographic	震仪
seismographic	测震学的
seismographic	测震学
lacustrian	湖上居民
lacustrian	湖的
lacustrian	湖
lacustrian	湖上住屋的
lacustrian	湖上住屋
bidet	坐浴盆
bidet	下身盆
ganefo	Games
ganefo	of
ganefo	the
ganefo	New
ganefo	Emerging
ganefo	Forces新兴力量运动会
samplesort	抽样排序
pioneer	先驱
pioneer	倡导者
pioneer	先遣兵
pioneer	先锋
camphene	莰烯
satyrid	眼蝶
decauville	窄轨轻便铁路
perigon	周角
perigon	三百六十度角
regalist	王权至上主义者
regalist	君主主义者
teetotalism	绝对禁酒
coreper	常驻代表委员会
interpolate	窜改
interpolate	添写进去
interpolate	插入新语句
cyclothymic	循环性精神病患
cyclothymic	循环性精神病的
cyclothymic	循环性精神病
trinitrotoluene	三硝基甲苯
trinitrotoluene	TNT
processionist	行列中人
processionist	走在队伍里的人
corydalis	紫堇属之植物
parabomb	伞投炸弹
parabomb	自动开伞空投器
parabomb	带伞空投容器
busing	以公共汽车运人
mutafacient	诱变的
mutafacient	诱变
mutafacient	突变加强的
mutafacient	突变加强
thematic	词干的
thematic	词干
thematic	题目的
thematic	题目
thematic	主题的
thematic	主题
thematic	论题的
thematic	论题
dartle	连射
dartle	反复
dartle	突进
entire	全部的
entire	全部
entire	完整的
entire	完整
entire	整个
boracite	方硼石
faculative	容许的
faculative	容许
faculative	偶发的
faculative	偶发
faculative	任意的
faculative	任意
malachi	希伯莱的先知
malachi	玛拉基书
howff	住宅
howff	常去之地方
howff	居住
underestimate	低估
underestimate	看轻
underestimate	低估
underfur	下层绒毛
consilient	符合的
consilient	符合
consilient	一致的
consilient	一致
politeness	有礼
politeness	优雅
displode	=explode
carton	硬纸盒
carton	纸板箱
thrift	节俭
thrift	节约
thrift	海石竹
steamship	汽船
steamship	轮船
captress	女捕快
ruralism	乡下风味
cardinality	集的势
fenitrothion	杀螟松
fenitrothion	杀螟硫磷
furnishings	家具
furnishings	设备
furnishings	服饰用品
furnishings	穿戴用品
furnishings	室内陈设品
lastacross	最后穿过马路游戏(一种危险的儿童游戏
slovensko	=Slovakia
bizarre	奇异的
bizarre	奇异
subcylindrical	近圆柱形的
subcylindrical	近圆柱形
rejectant	昆虫拒食素
biotypology	生物属型学
sporulate	使变为孢子
sporulate	形成孢子
gasengine	煤气内燃机
noncommissioned	无委任令的
noncommissioned	无委任令
noncommissioned	未经任命的
noncommissioned	未经任命
ovicidal	杀卵的
ovicidal	杀卵
croquignole	化学烫发法
constitutive	构成的
constitutive	构成
constitutive	制定的
constitutive	制定
calorification	热的发生
alexbow	弓形破冰扫冰装置
variety	变化
variety	多样性
variety	种种
variety	品种
variety	种类
pubsy	酒馆的
pubsy	酒馆
pubsy	使人联想到酒馆的
pubsy	使人联想到酒馆
richly	富裕地
richly	富裕
richly	丰富地
richly	丰富
richly	贵重地
richly	贵重
richly	富饶地
richly	富饶
underexpose	使曝光不足
deplane	下飞机
reapparition	再出现
somatotonic	体力旺盛性格的
somatotonic	体力旺盛性格
cithaeron	西塞隆山
serein	晴空雨
telediagnosis	远距离诊断
crosscut	捷径
crosscut	横切
crosscut	横切的
crosscut	横切
dieselize	柴油机化
nullipore	珊瑚藻
nullipore	红藻科植物
coalsack	装煤麻袋
thankfulness	感谢
thankfulness	感激
antigalaxy	反星系
spicknel	伞形科植物
vim	活力
vim	精力
narc	缉查毒品的刑警
kibitka	鞑靼人的圆顶帐篷
kibitka	俄国有篷顶的乡下雪车
shanty	简陋小屋
shanty	棚屋
mhg	Middle
mhg	High
mhg	German
gyrocopter	=gyroplane
persorption	吸混
suttee	妻子的殉夫
uddi	"Universal
uddi	Description
uddi	Discovery
uddi	and
uddi	Integration"
uddi	通用描述、发现和集成服务
armoire	大型衣橱
britishism	英国人的独特之处
parietal	学院生活的
parietal	学院生活
parietal	体壁的
parietal	体壁
parietal	腔壁的
parietal	腔壁
parietal	顶骨的
parietal	顶骨
gimmick	暗机关
gimmick	使暗机关
charcutier	食品商人
rumour	谣言
rumour	传闻
rumour	谣传
suberect	接近垂直的
suberect	接近垂直
suberect	几乎直立的
suberect	几乎直立
suberect	几乎笔直向上长的
suberect	几乎笔直向上长
floccillation	捉空摸床
floccillation	摸索
pardon	原谅
pardon	宽恕
pardon	原谅
pardon	宽恕
euthyroid	甲状腺机能正常的
euthyroid	甲状腺机能正常
puseyite	Puseyism
puseyite	的信仰者
methanogen	产烷生物
rotc	Reserve
rotc	Officers''
rotc	Training
rotc	Corps
rotc	后备军官训练队
boozeroo	痛饮作乐
boozeroo	简陋的小酒店
wheeziness	气喘状
atomization	分离成原子
atomization	以原子弹摧毁
atomization	雾化
sloid	工艺教育
jol	荒芜碎裂的石灰岩高地
jol	荒芜碎裂的石灰岩高
misanthrope	厌恶人类的人
misanthrope	不愿与人来往者
unequal	不平等的
unequal	不平等
unequal	不同的
unequal	不同
unequal	不平衡的
unequal	不平衡
unequal	不胜任的
unequal	不胜任
zif	Zero
zif	Insertion
zif	Force
zif	零插入力组件
loxodromic	斜航的
loxodromic	斜航
loxodromic	斜驶的
loxodromic	斜驶
gashouse	煤气制造工厂
acosmism	无宇宙论
metamorphism	变形
metamorphism	变态
metamorphism	变质
metamorphism	变质作用
allotee	受分配的人
allotee	接受分配物的人
fascinatedly	出神地
fascinatedly	出神
diapente	五度音程
telophase	末期
holocaine	霍洛卡因
holocaine	芬那卡因
minoan	克里特文明的
minoan	克里特文明
apoplectic	患中风者
apoplectic	中风的
apoplectic	中风
apoplectic	易患中风的
apoplectic	易患中风
balneotherapy	浴疗法
cestus	古罗马拳击者的手套
cestus	腰带
decoder	解码器
yokelish	乡下人的
yokelish	乡下人
yokelish	乡土的
yokelish	乡土
fishwoman	卖鱼妇
fishwoman	女鱼贩
fishwoman	粗野的女人
outrow	划船胜过
outrow	比……划得快
praenomen	第一个名字
donetsk	顿涅茨克
cetrimide	溴棕三甲铵
