mis	管理情报系统
depilatory	有脱毛作用
depilatory	脱毛药
hametz	含酵母食物
hametz	发酵剂
molech	=Moloch
seamless	无缝合线的
seamless	无缝合线
seamless	无伤痕的
seamless	无伤痕
rompish	乱跳的
rompish	乱跳
rompish	顽皮的
rompish	顽皮
embryologist	胚胎学家
nuffieldite	纳菲尔德矿
coelentera	coelenteron
coelentera	的复数
float	漂流物
float	浮舟
float	漂浮
float	浮萍
float	彩车
float	浮动
float	飘浮
float	散播
float	摇摆
float	漂浮
float	动摇付诸实行
float	使漂浮
float	容纳
float	淹没
float	发行
float	实行
float	用水注满
syntax	语法
syntax	有秩序的排列
syntax	句子构造
syntax	句法
wardrobe	衣柜
wardrobe	衣厨
wardrobe	衣室
wardrobe	衣服
wardrobe	行头
wardrobe	剧装
swashbuckling	恃强凌弱的
swashbuckling	恃强凌弱
swashbuckling	虚张声势的
swashbuckling	虚张声势
scrutinize	细察
quadrupole	四极
lastly	最后
lastly	终于
thermoluminescence	热发光
soapery	肥皂厂
fawn	浅黄褐色
cycloidal	摆线的
cycloidal	摆线
cycloidal	圆形的
cycloidal	圆形
nonstative	非状态动词的
nonstative	非状态动词
colourful	富色彩的
colourful	富色彩
colourful	华美的
colourful	华美
junker	吸食麻药者
junker	破汽车
esplees	土地所得
esplees	土地所
utsunomiya	宇都宫
calve	生小牛
calve	下仔
calve	分离
cenacle	志同道合的一伙
cenacle	餐室
mouthpiece	话筒
mouthpiece	代言人
mouthpiece	乐器的吹口
catachrestically	用词不当地
catachrestically	用词不当
catachrestically	修辞生硬且自相矛盾的误用地
catachrestically	修辞生硬且自相矛盾的误用
urning	同性恋者
sow	大母猪
sow	播种
sow	散布
sow	使密布
sow	播种
pokeroot	=pokeweed
icteric	黄疸的
icteric	黄疸
decentralisation	=decentralization
microtome	显微镜用薄片切片机
oenone	俄诺涅
memotron'	NULL)
preclinical	潜伏期的
preclinical	潜伏期
codability	编译成号码的可能性
nitrolim	氰氨化钙
spectrometric	光谱测定的
spectrometric	光谱测定
spectrometric	度谱的
spectrometric	度谱
spectrometric	分光仪的
spectrometric	分光仪
spectrometric	光谱仪的
spectrometric	光谱仪
obligation	义务
obligation	职责
obligation	债务
where	什么地方
where	在哪里
where	……的
where	……
detention	拘留
detention	禁闭
detention	阻止
detention	滞留
detention	留堂
phooey	表示轻视
phooey	失望的感叹词
frb	Federal
frb	Reserve
frb	Board
frb	美国联邦制度理事会
frb	Federal
frb	Reserve
frb	Bank
frb	美国联邦储备银行
cattlelifter	偷牛贼
hunker	盘坐
hunker	守旧者
leftie	=lefty
brewery	酿酒厂
tilly	蒂莉
hypanthial	杯状体的
hypanthial	杯状体
hypanthial	管状体的
hypanthial	管状体
frozen	冻结的
frozen	冻结
frozen	冷冰的
frozen	冷冰
frozen	冷酷的
frozen	冷酷
frozen	freeze的过去分词
haarlem	哈勒姆
plowboy	牵引耕畜的男孩
plowboy	耕童
sepia	乌贼
sepia	乌贼属
sepia	乌贼的墨
sepia	颜料
sepia	棕褐色
sepia	乌贼墨色的
sepia	乌贼墨色
sepia	使用乌贼墨颜料的
sepia	使用乌贼墨颜料
sorghum	高粱属的植物
sorghum	高粱糖浆
sorghum	甜得发腻的东西
potentilla	委陵菜
arytenoidectomy	杓状软骨切除术
bribery	行贿
bribery	受贿
bribery	贿赂
erasable	可消除的
erasable	可消除
erasable	可抹去的
erasable	可抹去
erasable	使被忘却的
erasable	使被忘却
navicert	准运证
peroxidate	=peroxidize
desi	=designated
desi	hitter
demonological	鬼神学的
demonological	鬼神学
burier	埋葬者
attraction	吸引
attraction	吸引力
attraction	吸引人的事物
polyglotter	使用多种语言的人
eve	黄昏
eve	前夕
eve	前日
eve	Eve
eve	伊夫
idylist	田园诗人
idylist	牧歌作者
untimeliness	不合时宜
untimeliness	不巧的
untimeliness	不巧
occiput	后头部
occiput	枕骨部
allied	联合的
allied	联合
allied	同盟的
allied	同盟
allied	与……同属一系
allied	联合
subplate	小板块
mazopathy	=mastopathy
paraglider	翼伞飞行器
paraglider	滑翔伞
paraglider	翼伞
babi	泛神教义
babi	波斯神的信徒
margravate	=margraviate
regnal	帝王的
regnal	帝王
regnal	君主的
regnal	君主
regnal	王朝的
regnal	王朝
neoplatonism	新柏拉图派哲学
skylight	天窗
chalcidian	哈尔基斯地方的人
chalcidian	哈尔基斯人
chalcidian	小蜂科昆虫的
chalcidian	小蜂科昆虫
chalcidian	有小蜂特点的
chalcidian	有小蜂特点
aetiological	病因论的
aetiological	病因论
aetiological	病原学的
aetiological	病原学
inkbottle	墨水瓶
wearing	穿用的
wearing	穿用
wearing	使疲惫的
wearing	使疲惫
wearing	磨损的
wearing	磨损
wearing	令人厌倦的
wearing	令人厌倦
colicinogeny	产生大肠杆菌素的能力
diagnostic	诊断的
diagnostic	诊断
splayfooted	扁平足的
splayfooted	扁平足
splayfooted	外八字脚的
splayfooted	外八字脚
orthodontics	畸齿矫正
orthodontics	正牙学
spongiform	海绵状的
spongiform	海绵状
spongiform	与海绵同类的
spongiform	与海绵同类
amphicrania	两侧头痛
lignosulphonate	木素磺化盐
chipped	有缺口的
chipped	有缺口
chipped	用碎片组成的
chipped	用碎片组成
lyrebird	琴鸟
mythopoetize	创作神话
mythopoetize	创作神话诗
capeskin	羔羊皮
logician	逻辑学家
postillion	左马驭者
hitchiness	蹒跚
hitchiness	急跳
homeless	无家的
homeless	无家
homeless	无家可归的
homeless	无家可归
prominency	突起
prominency	太阳周边之红焰
weigh	称……重量
weigh	称
weigh	重
occlusion	闭塞
occlusion	锢囚锋
trident	三叉戟式飞机
ambipolar	二极的
ambipolar	二极
ambipolar	双极性的
ambipolar	双极性
polyphyletism	多源性
regorge	倒流
wormcast	蚯蚓粪
ventilative	通风的
ventilative	通风
ventilative	换气的
ventilative	换气
comrade	朋友
comrade	同志
comrade	伙伴
nahua	=Nahuatl
extrication	救出
extrication	解脱
vocationalize	以就业为目的设计
vocationalize	使职业化
unfiltered	未滤过的
unfiltered	未滤过
obduracy	冷酷无情
obduracy	顽固
obduracy	执拗
jungle	丛林
jungle	生死关头
prothalamium	结婚前祝婚歌
sorcery	巫术
sorcery	魔术
sass	无礼的话
sass	炖熟的水果
sass	顶嘴
exoerythrocytic	红细胞外的
exoerythrocytic	红细胞外
exoerythrocytic	红血球外的
exoerythrocytic	红血球外
unhandy	不方便的
unhandy	不方便
goyaesque	戈雅的
goyaesque	戈雅
goyaesque	戈雅风格的
goyaesque	戈雅风格
beachy	象海滨的
beachy	象海滨
beachy	多沙砾的
beachy	多沙砾
gusty	阵风的
gusty	阵风
gusty	多阵风的
gusty	多阵风
gusty	起大风的
gusty	起大风
gusty	迸发的
gusty	迸发
paintress	女画家
dicrotic	重脉的
dicrotic	重脉
dicrotic	二重脉搏的
dicrotic	二重脉搏
sunwards	朝着太阳
cumquat	金橘
evaporograph	蒸发成像仪
miller	磨房主
miller	面粉厂主
miller	碾磨工
miller	铣工
miller	蛾
unsatisfactory	令人不满意的
unsatisfactory	令人不满意
unsatisfactory	不能解决问题的
unsatisfactory	不能解决问题
unsatisfactory	不得人心的
unsatisfactory	不得人心
rnzaf	Royal
rnzaf	New
rnzaf	Zealand
rnzaf	Air
rnzaf	Force新西兰皇家空军
subcommittee	委员会的附属委员会
subcommittee	小组委员会
semiliteracy	有初等文化状态
semiliteracy	半文盲状态
carillon	钟乐器
carillon	钟乐
regimentals	特种部队的服装
regimentals	军服
blastomycetous	=blastomycetic
eyedrop	眼药水
reproductive	生殖的
reproductive	生殖
reproductive	再生的
reproductive	再生
reproductive	复制的
reproductive	复制
matricidal	弑母的
matricidal	弑母
menthaceous	唇形科的
menthaceous	唇形科
imperium	绝对权
imperium	主权
imperium	统治权
rigorist	严格主义者
rigorist	严格的
rigorist	严格
rigorist	严厉的
rigorist	严厉
forwardly	在前方
forwardly	主动地
forwardly	主动
forwardly	热心地
forwardly	热心
salinize	使
salinize	盐化
opportunism	机会主义
opportunism	投机主义
appeal	请求
appeal	呼吁
appeal	上诉
appeal	吸引力
appeal	要求
appeal	求助
appeal	诉请
appeal	要求
appeal	控诉
interplanetary	行星间的
interplanetary	行星间
interplanetary	太阳系内的
interplanetary	太阳系内
astromantic	星卜术的
astromantic	星卜术
troponin	肌钙蛋白
ronyon	贱人
pleuritic	肋膜炎的
pleuritic	肋膜炎
pleuritic	引起肋膜炎的
pleuritic	引起肋膜炎
waldenburg	=Walbrzych
irk	使厌倦
irk	使苦恼
radcm	radar
radcm	countermeasures
radcm	反雷达措施
pulverizer	粉碎机
poppyhead	罂粟状装饰
poppyhead	顶花
intercalation	置闰
intercalation	插入
up	向上
up	到
up	起来
up	起床
up	向上
up	在上
up	沿
up	向上的
up	向上
up	上行的
up	上行
incandescent	遇热发光的
incandescent	遇热发光
incandescent	白炽的
incandescent	白炽
prizegiving	分配奖品
pieceable	可接合的
pieceable	可接合
pieceable	可修补的
pieceable	可修补
cosset	亲手饲养的宠物
cosset	宠儿
cosset	宠爱
cosset	珍爱
cosset	溺爱
outbalance	重量上超过
cytotrophoblast	细胞滋养层
interfluent	流入中间的
interfluent	流入中间
interfluent	合流的
interfluent	合流
angle	角
angle	角落
angle	钓鱼
angle	追逐
kopje	小丘
surgeless	没有波涛的
surgeless	没有波涛
surgeless	风平浪静的
surgeless	风平浪静
ligniperdous	对木材有害的
ligniperdous	对木材有害
approved	经核准的
approved	经核准
approved	被认可的
approved	被认可
cystoid	囊样的
cystoid	囊样
cystoid	似膀胱的
cystoid	似膀胱
likelihood	可能
likelihood	可能性
congress	国会
congress	议会
changeover	转变
bepelt	重重地投掷
bepelt	急降
finer	好的
finer	好
finer	出色的
finer	出色
lacework	花边
lacework	花边般的透花工艺品
overstep	踏过
overstep	逾越
overstep	超出……的限度
minna	明娜
semimillenary	持续500年的
semimillenary	持续500年
quasi	类似的
quasi	类似
quasi	准的
quasi	准
unlimitedly	无限地
unlimitedly	无限
unlimitedly	无例外地
unlimitedly	无例外
fluted	笛声的
fluted	笛声
fluted	有凹槽的
fluted	有凹槽
fluted	长笛般的
fluted	长笛般
carbamoyl	氨基甲酰
returnable	可退回的
returnable	可退回
inoffensive	无害的
inoffensive	无害
inoffensive	不伤人的
inoffensive	不伤人
inoffensive	不触犯人的
inoffensive	不触犯人
inoffensive	让人不讨厌的
inoffensive	让人不讨厌
simpleton	笨蛋
simpleton	傻子
officialism	官僚作风
officialism	官僚习气
officialism	官样文章
recurvature	折回原来方向
pitching	铺地石
pitching	俯仰
empaistic	浮雕的
empaistic	浮雕
empaistic	压花的
empaistic	压花
koel	噪鹊
kindred	家族
kindred	相似
kindred	亲属关系
kindred	亲戚、族人
kindred	同族的
kindred	同族
kindred	同类的
kindred	同类
kindred	血缘的
kindred	血缘
kindred	类似的
kindred	类似
hypogeum	地下室
hypogeum	地窖
tetrahymena	四膜虫
chemical	化学的
chemical	化学
chemical	化学制品
chemical	化学药品
chemical	化学药品
seedling	秧苗
seedling	树苗
chungking	重庆
chungking	=Chongqing
belittle	轻视
belittle	使渺小
belittle	使……显得渺小
interment	埋葬
interment	葬礼
columella	螺的轴柱
columella	壳轴
columella	小柱
effusion	流出物
effusion	泻出
effusion	渗出
dredge	挖泥机
dredge	挖泥船
dredge	捞网
dredge	挖掘
dredge	疏浚
dredge	捞取
dredge	撒在食物上
locular	有小腔的
locular	有小腔
locular	有小室的
locular	有小室
tickle	搔
tickle	胳肢
tickle	发痒
tickle	胳肢
tickle	逗笑
tickle	使高兴
tickle	使发痒
tickle	觉得痒
tickle	使人痒
haikwan	海关
haikwan	进口税
illuminist	光照派教徒
demurrable	可抗辩的
demurrable	可抗辩
uncio	United
uncio	Nations
uncio	Conference
uncio	on
uncio	International
uncio	Organization
uncio	联合国国际组织会议
chymotrypsin	胰凝乳蛋白酶
chymotrypsin	糜蛋白酶
uneasiness	不安
thought	思考
thought	想法
thought	思想
thought	思潮
thought	关心
thought	关怀
thought	挂念
thought	think的过去式和过去分词
gomorrah	俄摩拉城
gomorrah	罪恶之都
gomorrah	见Sodom
jollity	高兴
jollity	酒宴
funicular	索状的
funicular	索状
funicular	索道
gallate	五倍子酸盐
gallate	没食子酸盐
metacompiler	元编译程序
whetstone	磨石
whetstone	油石
pamphletize	写小册子
pamphletize	写有关……的小册子
misgovernment	恶政
misgovernment	政治腐败
misgovernment	治国无方
onomastics	名字的
onomastics	名字
onomastics	专有名词学
papa	爸爸
chaldea	卡尔迪亚王国
infralapsarian	/
infralapsarian	堕落后泽预定论
satrapy	总督的辖地
satrapy	总督的辖
soda	苏打
soda	碳酸水
rectrices	舵羽
oldie	老人
oldie	陈旧之物
suppositional	想象的
suppositional	想象
suppositional	假定的
suppositional	假定
suppositional	推想的
suppositional	推想
fluffy	绒毛似的
fluffy	绒毛似
fluffy	披着绒毛的
fluffy	披着绒毛
fluffy	蓬松的
fluffy	蓬松
fluffy	愚蠢的
fluffy	愚蠢
churchman	牧师
churchman	传教士
introspectively	好反省的
introspectively	好反省
introspectively	好内省的
introspectively	好内省
bajada	山麓冲积平原
theological	神学的
theological	神学
theological	神学上的
theological	神学上
hunchy	有肉峰的
hunchy	有肉峰
hunchy	有瘤的
hunchy	有瘤
dragonfly	蜻蜓
mounty	=Mountie
mountaineering	登山
redbud	紫荆属植物
redbud	美国紫荆
valorise	=valorize
eleutheromania	过于醉心自由c//
eleutheromania	过于醉心自
eleutheromania	自由狂
outsold	outsell的过去式及过去分词
ringleader	魁首
ringleader	头目
spalpeen	地痞流氓
spalpeen	无用之人
thereabouts	在那附近
thereabouts	大约
despin	减慢旋转速度
stun	使晕倒
stun	使惊吓
stun	打晕
stun	晕眩
stun	打昏
stun	惊倒
nephrotomy	肾切开术
sawney	笨蛋
sawney	呆子
volucrine	鸟的
volucrine	鸟
volucrine	禽的
volucrine	禽
windfirm	抗得住强风的
windfirm	抗得住强风
windfirm	能经受强风的
windfirm	能经受强风
instrumental	仪器的
instrumental	仪器
instrumental	器械的
instrumental	器械
instrumental	乐器的
instrumental	乐器
phyllocaline	成叶素
turbomolecular	涡轮分子的
turbomolecular	涡轮分子
carina	隆线
carina	隆突
housewives	家庭主妇
nest	巢
nest	窝
nest	休息所
nest	隐匿处
nest	舒适的地方
nest	一套器具
nest	筑巢
nest	找鸟巢
nest	造巢
nest	使套入
scollop	海扇
scollop	干贝
lensoid	=lentoid
nightgown	女睡衣
frenchwoman	法国女人
muckamuck	吃
muckamuck	食物
muckamuck	大亨
respectable	可敬的
respectable	可敬
respectable	有名望的
respectable	有名望
respectable	高尚的
respectable	高尚
respectable	值得尊敬的
respectable	值得尊敬
deny	否认
deny	拒绝
federalize	使成联邦
federalize	使同盟
bivalence	二价
anethole	茴香脑
commensurable	可以同单位度量的
commensurable	可以同单位度量
commensurable	能较量的
commensurable	能较量
akkra	阿克拉
succulency	多汁
succulency	多液
toadyism	谄媚
toadyism	奉承
turacou	=touraco
unswayable	不能摇动的
unswayable	不能摇动
noritic	苏长岩的
noritic	苏长岩
collinsia	寇林希属草
soyaburger	大豆煎饼
soyaburger	大豆牛肉糜
refrigerative	使冷却的
refrigerative	使冷却
aeriform	气体的
aeriform	气体
aeriform	无形的
aeriform	无形
paurometabolous	渐变态的
paurometabolous	渐变态
sugarworks	糖厂
molluscous	软体动物的
molluscous	软体动物
molluscous	无脊椎的
molluscous	无脊椎
dermonecrotic	皮肤坏死的
dermonecrotic	皮肤坏死
plenarily	充分地
plenarily	充分
plenarily	有全权地
plenarily	有全权
simian	猿
nonuser	放弃权利
nonuser	弃权
worse	较坏者
worse	更坏的事
worse	更恶劣的事
worse	败北
worse	更坏的
worse	更坏
worse	更恶劣的
worse	更恶劣
worse	更坏地
worse	更坏
worse	更恶劣地
worse	更恶劣
tlc	tender
tlc	loving
tlc	care
tlc	温柔的体贴
evenhanded	公平的
evenhanded	公平
evenhanded	公平无私的
evenhanded	公平无私
spirochaete	螺旋菌
mukden	奉天
plain	平原
plain	草原
plain	简单的
plain	简单
plain	明白的
plain	明白
plain	平常的
plain	平常
plain	清晰的
plain	清晰
plain	普通的
plain	普通
plain	朴素的
plain	朴素
plain	清楚地
plain	清楚
plain	无格式
denotable	可指示的
denotable	可指示
