varioloid	假性天花
roboticized	机器人化的
roboticized	机器人化
roboticized	自动化的
roboticized	自动化
geometrician	几何学者
quieten	安静
quieten	抚慰
postulant	志愿者
niocalite	黄硅铌钙石
lobo	北美北部产的灰色大狼
enchondromatous	内生软骨瘤的
enchondromatous	内生软骨瘤
bucktail	鹿尾假蝇
sealed	未知的
sealed	未知
sealed	密封的
sealed	密封
darwinist	进化论者
darwinist	崇拜达尔文之学说者
darwinist	达尔文的
darwinist	达尔文
boskop	博斯科普人的
boskop	博斯科普人
boskop	有关博斯科普人的
boskop	有关博斯科普人
dejectile	掷向敌军的投射物
xenograft	异种移植物
avidly	贪心地
avidly	贪心
avidly	热心地
avidly	热心
enchantress	妖妇
enchantress	女巫
dextrogyrous	右旋的
dextrogyrous	右旋
sulpharsphenamine	硫胂凡纳明
enamored	倾心的
enamored	倾心
enamored	被迷住的
enamored	被迷住
energyintensive	能源密集型的
energyintensive	能源密集型
energyintensive	需要消耗大量能源的
energyintensive	需要消耗大量能源
subjunction	增补
enlarge	扩大
enlarge	放大
hematein	苏木因
hematein	氧化苏木精
esmeralda	埃斯梅拉达
skyborne	在空中的
skyborne	在空中
skyborne	空运的
skyborne	空运
chlorocarbon	氯碳化合物
lucent	光亮的
lucent	光亮
lucent	透明的
lucent	透明
lucent	美国朗讯科技公司
lucent	原AT
lucent	T实验室
coparcenary	共同继承
softwood	软木材
sol	溶胶
polyautography	平版印刷术
polyautography	石印术
carousel	喧闹的酒会
unsolicited	未被恳求的
unsolicited	未被恳求
unsolicited	主动提供的
unsolicited	主动提供
gustative	=gustatory
arranging	安排
talaria	脚翼
coapt	使接合
coapt	使接牢
coapt	使合紧
prefecture	地方官的任期
prefecture	辖区
griskin	猪里脊肉
griskin	猪肋的瘦肉部分
griskin	胸排
griskin	排骨
telautogram	电报传真
hydrocele	积水
hydrocele	阴囊积水
cabbageworm	吃甘蓝菜的害虫
houndfish	角鲨
houndfish	扁颌针鱼
capodimonte	卡波迪蒙蒂瓷的
capodimonte	卡波迪蒙蒂瓷
relaxant	弛缓的
relaxant	弛缓
relaxant	弛缓药
airspeed	空速
gabun	=Gaboon
oyer	听讼
oyer	听审
immesh	使陷入网中
immesh	网捕
venenous	有毒的
venenous	有毒
uneath	不容易的
uneath	不容易
spirophore	人工呼吸器
catholicity	普遍性
catholicity	宽容
catholicity	大量
keeper	监护人
keeper	管理人
keeper	看守人
keeper	保管人
oran	奥兰
swimmeret	游水足
modistae	中世纪语法学家
pseudoallele	拟等位基因
volitionally	意志地
volitionally	意志
volitionally	有意志力地
volitionally	有意志力
miasma	毒气
miasma	沼气
hemagglutinin	红血球凝聚素
shembe	谢姆贝教派
montanist	孟他努派教徒
involving	包括
involving	使……陷于
sheldon	谢尔登
magi	东方三博士
ogo	Orbiting
ogo	Geophysical
ogo	Observatory
hotshot	快车
flawless	无瑕疵的
flawless	无瑕疵
flawless	无缺点的
flawless	无缺点
flawless	无裂缝的
flawless	无裂缝
dearie	可爱的小宝贝
dearie	亲亲
polyisoprene	聚异戊二烯
palpitant	颤抖的
palpitant	颤抖
illuminism	光照派教义
gareth	加雷思
lignitiferous	含褐煤的
lignitiferous	含褐煤
lignitiferous	产褐煤的
lignitiferous	产褐煤
sprain	扭伤
snipehunter	猎鹬者
plenish	给……装满
plenish	给……装备
plenish	给……供应
casualty	伤亡
paragonite	钠云母
cyclogram	轮转全景电影摄影机拍摄的照片
ladylove	情人
ladylove	情妇
plowing	耕作
chameleon	变色龙
retrosternal	胸骨后的
retrosternal	胸骨后
indefensibility	无法防卫
intransigence	不妥协态度
intransigence	不让步
intransigence	不调和
choana	漏斗
choana	后鼻孔
lyssa	狂犬病
lyssa	恐水病
spermatozoal	精子的
spermatozoal	精子
unwetted	未润湿的
unwetted	未润湿
unwetted	无泪水的
unwetted	无泪水
abash	使局促不安
abash	使困窘
infobahn	信息高速公路
geogeny	地球成因学
thatch	盖屋的材料
thatch	茅草屋顶
thatch	浓密的头发
thatch	用茅草覆盖屋顶
qom	=Qum
sixteenthly	在第十六
voidance	放出
rathe	较普通时刻早的
rathe	较普通时刻早
rathe	早熟的
rathe	早熟
rathe	过早地
rathe	过早
rathe	迅捷地
rathe	迅捷
shifty	变化的
shifty	变化
emasculated	去势的
emasculated	去势
emasculated	柔弱的
emasculated	柔弱
emasculated	被阉割的
emasculated	被阉割
frco	Fellow
frco	of
frco	the
frco	Royal
frco	College
frco	of
frco	Organists皇家风琴师学会会员
sebastopol	=Sevastopol
intervital	在生命与生命之间的
intervital	在生命与生命之间
abut	邻接
abut	毗邻
celebrator	祝贺的人
zeloso	用力演奏的
zeloso	用力演奏
charybdis	卡律布迪斯
ecsc	European
ecsc	Coal
ecsc	and
ecsc	Steel
ecsc	Community欧洲煤钢联营
gyrus	回转
gyrus	脑回
denunciative	非难的
denunciative	非难
denunciative	攻击的
denunciative	攻击
connective	连合的
connective	连合
connective	连接的
connective	连接
connective	连接词
delta	三角州
delta	德耳塔
agalwood	沉香木
bosshead	头儿
bosshead	工头
bosshead	负责人
slunk	slink的过去式及过去分词
flameproof	防火的
flameproof	防火
demonomancy	假借魔鬼的占卜
aborticide	堕胎
aborticide	堕胎药
scaraboid	金龟子的
scaraboid	金龟子
hagiolatrous	圣徒崇拜的
hagiolatrous	圣徒崇拜
intuitionist	直觉主义者
intuitionist	直觉主义的
intuitionist	直觉主义
requitable	有回报的
requitable	有回报
requitable	可报复的
requitable	可报复
boong	原住民
boong	新几内亚土著
practicer	练习者
practicer	实践者
dishabille	便服
dishabille	便装
dishabille	穿着随便的状况
overfatigue	使疲劳过度
overfatigue	过劳
energy	精力
energy	精神
energy	活力
energy	能量
armipotent	兵力强大的
armipotent	兵力强大
armipotent	军备充实的
armipotent	军备充实
freeby	=freebie
patriotism	爱国心
patriotism	爱国精神
larchen	落叶松的
larchen	落叶松
chenag	契那布河
editorialise	=editorialize
audiovisuals	视听教具
cupped	凹陷的
cupped	凹陷
cupped	杯形的
cupped	杯形
absinth	苦艾酒
replume	重新整理
replume	再安排
slanderer	造谣中伤者
streamer	横幅
streamer	长旗
streamer	彩色纸带
exhalent	=exhalant
extravagant	奢侈的
extravagant	奢侈
extravagant	浪费的
extravagant	浪费
extravagant	过分的
extravagant	过分
extravagant	放纵的
extravagant	放纵
hecuba	Priam
hecuba	之妻
savanna	热带稀树大草原
linotype	莱诺整行铸排机
linotype	莱诺铸排机
fare	费用
fare	旅客
fare	食物
fare	遭遇
fare	进展
fare	进步
fare	经营
fare	过活
backward	向后地
backward	向后
backward	追溯
backward	退步
backward	由好变坏
zazen	禅宗之打坐
anthroposere	人类生命层
pastoral	牧歌
pastoral	田园文学
pastoral	田园诗
pastoral	牧人的
pastoral	牧人
pastoral	田园生活的
pastoral	田园生活
pastoral	牧师的
pastoral	牧师
songstress	女歌手
songstress	女诗人
semicrystalline	半晶质的
semicrystalline	半晶质
spireme	染色质纽
hygrothermograph	温湿计
glockenspiel	钟琴
glockenspiel	钟乐器
satinbird	缎蓝亭鸟
smoothhound	星鲨
monopsychism	一元心灵论
pozzolan	=pozzuolana
intrude	闯入
intrude	侵入
intrude	强挤入
intrude	把强加于人
thanatism	人死无灵魂论
imide	酰亚胺
farfetched	牵强的
farfetched	牵强
nitrosobacteria	=nitrite
nitrosobacteria	bacteria
coenocyte	多核细胞
coenocyte	多核体
abirritant	减轻刺激的
abirritant	减轻刺激
abirritant	缓和的
abirritant	缓和
curagh	小圆舟
introspectiveness	内省
introspectiveness	自省
introspectiveness	反省
reconnoiter	侦察
reconnoiter	勘查
helihop	乘直升机
helihop	作短程旅行
prudent	谨慎的
prudent	谨慎
elapid	毒蛇类
ethionamide	乙硫异烟胺
earlier	早的
earlier	早
earlier	初期的
earlier	初期
earlier	早地
earlier	早
earlier	初期的
earlier	初期
sabean	塞巴人的
sabean	塞巴人
benguela	本格拉
absurdity	荒谬
absurdity	谬论
tetrodotoxin	河豚毒素
perfusate	灌注液
perfusate	灌流液
whitest	白的
whitest	白
whitest	苍白的
whitest	苍白
sextile	六十度角距
kinglet	懦弱的国王
kinglet	小国君主
kinglet	戴菊鸟
phonopore	电报电话两用装置
psychomimetic	=psychotomimetic
testator	立遗嘱之人
ascetically	苦行地
ascetically	苦行
scilla	=Scylla
scilla	绵枣儿
protanopia	红色盲
cantonese	广东人
cantonese	广东话
electromotor	电动机
lobtail	用尾叶拍打水面
haniwa	埴轮
periscope	潜望镜
periscope	展望镜
peribolus	=peribolos
disputatious	好争辩的
disputatious	好争辩
resistive	抵抗的
resistive	抵抗
resistive	有抵抗力的
resistive	有抵抗力
resistive	有耐力的
resistive	有耐力
gcc	Gulf
gcc	Cooperation
gcc	Council
gcc	海湾合作委员会
azaserine	重氮丝氨酸
metage	称量
metage	称量税
bis	二度
bis	二回
bis	business
bis	information
bis	system
bis	商务信息系统
longstanding	长时间的
longstanding	长时间
longstanding	为时甚久的
longstanding	为时甚久
thyrotropic	促甲状腺的
thyrotropic	促甲状腺
thyrotropic	调节甲状腺活动的
thyrotropic	调节甲状腺活动
schorl	黑电气石
aeromap	航空地图
colaholic	嗜喝可乐的人
multipara	经产妇
hairsplitting	过于讲究细微差别的
hairsplitting	过于讲究细微差别
hairsplitting	吹毛求疵的
hairsplitting	吹毛求疵
hairsplitting	拘泥于细节
pachisi	印度双骰游戏
shopwindow	陈列窗
shopwindow	橱窗
susan	苏珊
postliminium	战后公民资格或财产的恢复权
rectorate	教区长之职位及任期
parseval	帕舍伐尔软式飞艇
compensable	可补偿的
compensable	可补偿
thionyl	亚硫酰
jargonise	用术语讲
jargonise	说行话
pouf	厚圆椅垫
pouf	附有厚圆椅垫的椅子
capitalism	资本主义
amic	氨化物的
amic	氨化物
hem	边
hem	缘
hem	摺边
hem	给……缝边
hem	包围
ellipsoid	椭圆体
repeatable	可重复的
repeatable	可重复
repeatable	可复验的
repeatable	可复验
bbs	Bulletin
bbs	Board
bbs	System
bbs	电子布告栏系统
deodorize	除……臭
deodorize	防臭
ferrum	铁
demisability	让渡
demisability	遗赠
udometer	雨量计
rapidan	拉皮丹河
subornation	收买
picksome	好挑剔的
picksome	好挑剔
alcula	钩爪
bimanual	用双手的
bimanual	用双手
bimanual	须用两手的
bimanual	须用两手
contadino	农夫
scarfpin	领带针
scarfpin	围巾夹
fundi	匠人
fundi	手艺人
fundi	专家
buddle	淘汰盘
buddle	洗矿槽
trenchancy	锐利
trenchancy	鲜明
trenchancy	有力
uncredited	无归属的
uncredited	无归属
uncredited	未被认为有成就的
uncredited	未被认为有成就
bullnecked	粗颈的
bullnecked	粗颈
jurua	茹鲁阿河
delphology	特尔斐学
delphology	准确预测方法学
inappetence	食欲不振
inappetence	欲望缺失
familiarise	=familiarize
repression	镇压
repression	抑制
repression	抑压
newspaperman	新闻记者
newspaperman	新闻工作者
newspaperman	办报人
newspaperman	经营报业者
athrocyte	摄物细胞
dendrolite	植物的化石
thermoregulator	9W\:mEJ`re^jJeItE/
thermoregulator	温度调lEtErI/
thermoregulator	体温到谄
thermoregulator	调温器
horse	马
horse	骑兵
horse	脚架
horse	马力
horse	骑马
horse	作弄人
horse	使骑马
horse	系马于
holla	喂之叫声
holla	喂喂地叫
holla	大声叫
tricar	三轮汽车
tricar	机器三轮车
semisteel	低碳铸铁
semisteel	钢性铸铁
semisteel	半钢
rindless	无外皮的
rindless	无外皮
rindless	无外壳的
rindless	无外壳
customer	消费者
redye	重染
crayon	有色粉笔
crayon	蜡笔
crayon	粉笔画
latensification	潜影加强
icam	智能计算机辅助制造
cobaltite	辉钴矿
ncu	National
ncu	Cyclists`
ncu	Union
ncu	全国自行车运动员联合会
bring	拿来
bring	带来
bring	产生
bring	引起
bring	提出
bring	停下
monosepalous	合萼的
monosepalous	合萼
monosepalous	具单一萼片的
monosepalous	具单一萼片
ascii	American
ascii	Standard
ascii	Code
ascii	for
ascii	Information
ascii	Interchange
ascii	美国信息互换标准代码
neurasthenic	神经衰弱的
neurasthenic	神经衰弱
neurasthenic	神经衰弱
photosetting	照相排字
ornamentally	装饰地
ornamentally	装饰
ornamentally	用作装饰品地
ornamentally	用作装饰品
nutritive	营养的
nutritive	营养
nutritive	富于营养的食物
gazelle	瞪羚
bounteous	宽宏大量的
bounteous	宽宏大量
bounteous	慷慨的
bounteous	慷慨
triumviri	triumvir
triumviri	的复数
marshal	元帅
marshal	典礼官
marshal	执行官
marshal	司仪官
marshal	整顿
marshal	配置
marshal	汇集
marshal	排列
marshal	集合
granulose	淀粉粒质
granulose	淀粉粒质的
granulose	淀粉粒质
granulose	粒状的
granulose	粒状
downcomer	下水管
downcomer	下导管
incurved	向内弯曲的
incurved	向内弯曲
reformism	改革主义
amber	琥珀
amber	琥珀制的
amber	琥珀制
amber	琥珀色的
amber	琥珀色
consciously	有意识地
consciously	有意识
consciously	自觉地
consciously	自觉
logotherapy	存在分析治疗
volar	手掌的
volar	手掌
volar	足底的
volar	足底
donnard	=donnered
bedeman	救济院之受施者
bedeman	乞丐
nonillion	一百万的九次方
dacryocystorhinostomy	泪囊鼻腔造瘘术
tangier	丹吉尔
extrasystole	期外收缩
extrasystole	额外收缩
rimmed	有边缘的
rimmed	有边缘
rimmed	有框的
rimmed	有框
dispersed	被驱散的
dispersed	被驱散
dispersed	被分散的
dispersed	被分散
dispersed	散布的
dispersed	散布
bollworm	一种蛾的幼虫
bollworm	螟蛉
wildly	野生地
wildly	野生
wildly	野蛮地
wildly	野蛮
bilinguality	=bilingualism
opodeldoc	肥皂樟脑搽剂
outpension	院外年金
autocritcal	自我检讨的
autocritcal	自我检讨
autocritcal	自我反省的
autocritcal	自我反省
semiticist	=Semitist
pastorless	无牧师的
pastorless	无牧师
rheims	=Reims
stateroom	高级包厢
stateroom	政府公寓
infantryman	步兵
paniculate	有圆锥花序的
paniculate	有圆锥花序
asthenia	衰弱
botanic	植物的
botanic	植物
botanic	植物学的
botanic	植物学
redly	带红色
redly	发红光
carburetor	汽化器
rejection	拒绝
cpcu	Chartered
cpcu	Property
cpcu	Casualty
cpcu	Underwriter
cpcu	特许财产灾害保险商
adenology	腺学
rapt	全神贯注的
rapt	全神贯注
effluence	发出
effluence	发射物
caracul	一种产于中亚的羊
caracul	此种羊的毛皮
cudweed	鼠麴草
outshout	叫得比……响
matronship	主妇
fusel	杂醇
simsim	=sesame
deathday	忌辰
nairnshire	奈恩郡
lounge	闲逛
lounge	休闲室
lounge	长沙发
lounge	闲荡
lounge	懒洋洋地躺卧
lounge	虚度光阴
beld	秃头的
beld	秃头
relentlessly	无情地
relentlessly	无情
relentlessly	残酷地
relentlessly	残酷
counteradvertising	反广告
exinanition	虚弱
exinanition	倒空
exinanition	羞辱
noseband	鼻羁
flary	俗丽的
flary	俗丽
flary	闪烁的
flary	闪烁
tideless	无潮的
tideless	无潮
clonidine	氯压定
clonidine	可乐宁
clonidine	可乐亭
ashimmer	闪闪发光的
ashimmer	闪闪发光
ashimmer	闪闪发光地
ashimmer	闪闪发光
triol	三元醇
viga	桁
viga	椽
salpingian	输卵管的
salpingian	输卵管
salpingian	咽鼓管的
salpingian	咽鼓管
xylyl	二甲苯基
trixie	特里克茜
penthouse	小棚屋
penthouse	雨篷
fanatical	狂热的
fanatical	狂热
fanatical	盲信的
fanatical	盲信
crucis	Crux的所有格
fishpot	捕鱼笼
steeve	吊杆
steeve	起重桅
steeve	使装入船舱
steeve	使倾斜
steeve	倾斜
exasperator	触怒他人者
exasperator	惹人生气者
nancy	Ann
nancy	的昵称
nancy	女性化的男人
nancy	女人气的
nancy	女人气
nancy	搞同性恋的
nancy	搞同性恋
hereditist	遗传论者
riemannian	geometry黎曼几何
methacetin	麦撒西丁
methacetin	甲氧基乙酰苯胺
mille	千
filch	偷窃
filch	窃取
she	pro
she	她
equivocation	模棱两可的话
equivocation	含糊话
centurial	一世纪的
centurial	一世纪
centurial	百人队的
centurial	百人队
homeostasis	动态静止
homeostasis	动态平衡
homeostasis	自我平衡
homeostasis	原状稳定
sverdlovsk	斯维尔德洛夫斯克
aneuploid	非整倍的
aneuploid	非整倍
clut	color
clut	look
clut	up
