desoxycorticosterone	=deoxycorticosterone
liefly	高兴地
liefly	高兴
phoneme	音位
phoneme	音素
vocalese	拟声唱法
revetment	铺面
revetment	堑壕
detailedly	详细地
detailedly	详细
detailedly	逐条地
detailedly	逐条
schadenfreude	幸灾乐祸
numbskull	笨蛋
numbskull	傻瓜
aletophyte	村边杂草
quale	可感受的特质
ferrocene	二茂铁
haiduk	黑盗客
judgematic	眼光敏锐的
judgematic	眼光敏锐
judgematic	考虑周到的
judgematic	考虑周到
judgematic	明断的
judgematic	明断
admittable	具有进入的资格的
admittable	具有进入的资格
reichstag	德意志帝国国会
reichstag	德意志共和国国民议会
reichstag	德国国会大厦
squid	鱿鱼
squid	钓乌贼的钓钩
squid	反潜艇发射装置
triphenyl	三苯基的
triphenyl	三苯基
ergative	case动者格
ergative	主动格
ergative	唯被动格
tamable	可驯服的
tamable	可驯服
rowdedow	喧闹
rowdedow	喧嚣
rowdedow	喧扰
cementer	水泥工人
cementer	作黏接工作的工人
netherlandish	荷兰的
netherlandish	荷兰
preempt	先占
salacious	猥亵的
salacious	猥亵
salacious	好色的
salacious	好色
waterpower	水力
waterpower	水力可利用的水流
waterpower	用水权
roost	栖木
roost	栖息所
roost	卧室
roost	栖息
roost	安歇
roost	使栖息
amanita	伞形毒菌
handicapper	主管
handicapper	handicap
handicapper	的裁判人员
pantagruel	庞大固埃
fluoridize	用氟化物处理
woolmark	羊毛合格标记
bleu	霉菌花纹的
bleu	霉菌花纹
candelabrum	枝状大烛台
countercurrent	逆流
countercurrent	反向电流
countercurrent	相反地
countercurrent	相反
saturday	星期六
cymry	威尔士人
cymry	威尔士之塞尔特人
octagon	八边形
octagon	八角形
richina	富国集团
richina	全球著名的出版公司
richina	贸易集团
kinesiology	运动机能学
malacoderm	软皮动物
nodulose	有小结节的
nodulose	有小结节
nodulose	有小瘤的
nodulose	有小瘤
actinology	光化学
actinology	放射线学
keratosulphate	硫酸角质
ultrareligious	过分笃信宗教的
ultrareligious	过分笃信宗教
ultrareligious	极端虔诚的
ultrareligious	极端虔诚
cerumen	耳垢
cerumen	耳屎
neologian	使用新义者
neologian	造新语者
workfellow	一起工作的人
workfellow	同事
workfellow	工友
faunistic	动物区系的
faunistic	动物区系
esker	蛇丘
harim	闺房
harim	女眷
harim	共配一雄的一群雌性动物
commodiously	宽阔地
commodiously	宽阔
commodiously	方便地
commodiously	方便
rpe	Reformed
rpe	Protestant
rpe	Episcopal
rpe	新主教派教会
oxyneurine	=betaine
agamogenesis	无性生殖
femme	n
femme	女人
femme	妻子
femme	女同性恋者
hydrobromic	氢溴酸的
hydrobromic	氢溴酸
hydrobromic	溴化氢的
hydrobromic	溴化氢
sharecropper	小佃农
durably	经久地
durably	经久
durably	坚牢地
durably	坚牢
vassalize	使成为附庸
vassalize	使成为仆人
epidemic	流行的
epidemic	流行
epidemic	传染的
epidemic	传染
epidemic	流行性
epidemic	时疫
epidemic	疫疾流行
epidemic	流行
epidemic	流行病
ok	好
ok	对
ok	行
ok	好
ok	对
ok	可以
ok	同意
nsb	National
nsb	Savings
nsb	Bank
nsb	国家储蓄银行
cumulation	累积
muumuu	穆穆袍
crural	脚部的
crural	脚部
crural	小腿的
crural	小腿
crural	后腿的
crural	后腿
hydnocarpate	副大风子
hydnocarpate	酸酯
hungry	饥饿的
hungry	饥饿
hungry	渴望的
hungry	渴望
hungry	荒年的
hungry	荒年
hungry	不毛的
hungry	不毛
chrome	铬
chrome	铬合金
ebbet	绿北螈
chiengmai	=Chiang
chiengmai	Mai
behind	在后地
behind	在后
behind	在……之后
marcia	玛西娅
ideology	意识形态
soymilk	豆奶
soymilk	豆浆
unpowered	无动力的
unpowered	无动力
return	回来
return	返回
return	来回票
return	利润
return	回答
return	返回的
return	返回
return	回程的
return	回程
return	报答的
return	报答
return	反向的
return	反向
return	重现的
return	重现
return	回返
return	归还
return	归还
return	回报
return	报告
return	获得
return	获
return	回答
return	返回
precisian	严格遵守规则的人
freudian	佛洛伊德的
freudian	佛洛伊德
freudian	佛洛伊德学说的
freudian	佛洛伊德学说
freudian	相信佛洛伊德学说的人
sevastopol	塞瓦斯托波尔
membranous	膜的
membranous	膜
membranous	膜状的
membranous	膜状
palsgrave	在领地内享有王权的伯爵
unhesitating	不犹豫的
unhesitating	不犹豫
unhesitating	不踌躇的
unhesitating	不踌躇
unhesitating	敏捷的
unhesitating	敏捷
preengage	先约
preengage	预约
unused	不习惯的
unused	不习惯
unused	不用的
unused	不用
unused	不使用的
unused	不使用
unused	从未用过的
unused	从未用过
unused	积累的
unused	积累
freetown	弗里敦
instructional	指导的
instructional	指导
instructional	教育的
instructional	教育
zeus	宙斯
microcline	微斜长石
abigail	使女
nubbin	小瘤
nubbin	小片
nubbin	玉蜀黍发育不良的穗
nubbin	要点
nubbin	要害
nubbin	核心
verbalize	描述
deflexibility	向下弯曲
vews	very
vews	early
vews	warning
vews	system
vews	极早期预警系统
vews	超远程预警系统
scott	斯科特
nickeliferous	含镍的的
nickeliferous	含镍
whereat	因何
whereat	为何
whereat	在那里
whereat	对那个
whereat	对那个
whereat	随即
senghi	=sengi
kochi	高知
overdriven	overdrive过去分词
eslisor	=elisor
pomeron	坡密子
bellicose	好战的
bellicose	好战
bellicose	好斗的
bellicose	好斗
dehydrofreezing	脱水冷冻
paymaster	发薪人员
paymaster	工薪出纳员
demyth	=demythologize
macrocephaly	巨头
macrocephaly	巨头畸形
te	tellurium
te	碲
te	全音节的第七音
smashed	喝醉酒的
smashed	喝醉酒
pyretotherapy	发热疗法
heckle	以麻梳梳理
heckle	激烈质问
heckle	诘问
heckle	集中质问
heckle	麻梳
skate	冰鞋
skate	溜冰
skate	老马
skate	可鄙的人
skate	滑冰
skate	滑过
synthetise	=synthetize
solute	溶解物
solute	溶质
ochroid	赭色的
ochroid	赭色
ochroid	浅暗橘黄色的
ochroid	浅暗橘黄色
nasrani	基督徒
caradoc	卡拉道克
caradoc	喀拉多克
tempest	暴风雨
tempest	骚乱
tempest	动乱
tempest	使狂怒
tempest	扰乱
tempest	使激动
tempest	起大风暴
tempest	小题大作
depeter	墙壁的碎石面饰
academia	学术界
academia	学术环境
transphasor	晶体管换相器
folium	薄层
premiate	给……授奖
premiate	奖励
tintometer	色调计
tintometer	色辉计
windflower	白头翁
edmund	男子名
transplantable	可移植的
transplantable	可移植
transplantable	可移种的
transplantable	可移种
amorphic	无条理的
amorphic	无条理
amorphic	无定形的
amorphic	无定形
imperforation	封闭之状态
imperforation	无孔的东西
deserving	应得的
deserving	应
deserving	该受奖赏的
deserving	该受奖赏
woodlore	有关森林的知识
recency	崭新
epitheliomatous	上皮瘤的
epitheliomatous	上皮瘤
epitheliomatous	上皮癌的
epitheliomatous	上皮癌
nipup	从卧姿跃身站立的动作
putrefaction	腐败
putrefaction	腐败物
surprint	在上套加印新材料
paramecium	草履虫
phlogiston	燃素
phlogiston	热素
rijn	=Rhine
yenbo	延布
continua	continuum
continua	的复数
impendence	迫切
impendence	危急
aboiteau	=aboideau
promising	有希望的
promising	有希望
promising	有前途的
promising	有前途
realign	重新排列
realign	再结盟
coniine	毒芹碱
diu	第乌
omerta	拒绝作证
carritch	教义问答手册
intrusively	干扰地
intrusively	干扰
intrusively	侵入地
intrusively	侵入
census	人口普查
macula	斑点
macula	污点
macula	黑点
macula	斑疹
macula	太阳黑子
cosmogenesis	宇宙发生说
cosmogenesis	宇宙发生论
opossum	尾有卷握力的小有袋动物
opossum	负鼠
opossum	装死
opossum	装蒜
charisma	超凡魅力
charisma	感召力
charisma	教皇般的指导力
mythogenesis	神话产生
mythogenesis	神话起源
contradistinction	9kCntrEdI`stNkFn/
contradistinction	对比的INktIv/
contradistinction	对比的/不同
contradistinction	对照之区别
kurus	土耳其的货币单位
underling	部下
underling	下僚
underling	下属
underling	走卒
ploughboy	耕童
unsteady	不安定的
unsteady	不安定
unsteady	反复无常的
unsteady	反复无常
unsteady	使不稳定
unsteady	动摇
tashkent	塔什干
tricorn	三角的
tricorn	三角
tricorn	三角帽
bioenvironmental	与环境中对生物有害因素有关的
bioenvironmental	与环境中对生物有害因素有关
bioenvironmental	与环境有关的
bioenvironmental	与环境有关
dissocial	反社会的
dissocial	反社会
higher	更高的
higher	更高
inconvenience	麻烦
inconvenience	不方便之处
boyhood	少年时代
oleaster	菜萸科植物
oleaster	野生橄榄
indecent	下流的
indecent	下流
indecent	猥亵的
indecent	猥亵
indecent	不象样的
indecent	不象样
indecent	不妥当的
indecent	不妥当
isobutane	异丁烷
delamination	分层
delamination	分叶
gluttony	暴食
gluttony	贪食
thalictrum	唐松草属植物
myokymia	肌纤维颤搐
myokymia	多发性纤维性肌阵挛
lofty	高高的
lofty	高高
lofty	崇高的
lofty	崇高
lofty	高傲的
lofty	高傲
lofty	高级的
lofty	高级
protyl	玄质
protyl	始质
nonaggression	不侵略
penninite	叶绿泥石
viii	罗马数字
viii	8
heliostat	日光反射装置
interlap	互相交搭
interloper	闯入者
interloper	干涉他人事务者
interloper	无执照营业者
trueborn	嫡出的
trueborn	嫡出
trueborn	纯正的
trueborn	纯正
trueborn	道地的
trueborn	道
prosenchyma	长轴组织
margravine	边疆伯爵夫人
encyclical	罗马教皇之通谕
encyclical	传阅的
encyclical	传阅
encyclical	通谕的
encyclical	通谕
unpaved	没有铺石砖的
unpaved	没有铺石砖
unpaved	没有铺柏油的
unpaved	没有铺柏油
stotious	喝醉的
stotious	喝醉
faux	假的
faux	假
faux	伪的
faux	伪
faux	人工的
faux	人工
faux	人造的
faux	人造
dewret	用露水浸渍
stocktaking	存货盘点
stocktaking	打量
gnomon	指时针
nuisance	讨厌的人或东西
nuisance	麻烦事
nuisance	损害
ghoulish	食尸鬼似的
ghoulish	食尸鬼似
ghoulish	残忍的
ghoulish	残忍
ironmonger	铁器商
ironmonger	五金商
lecithinase	卵磷脂酵素
anon	不久
anon	立刻
anon	之后
polypragmatic	多管闲事的
polypragmatic	多管闲事
polypragmatic	爱干涉的
polypragmatic	爱干涉
thenardite	无水芒硝
micturition	频尿
micturition	排尿
substantivize	使名词化
substantivize	使体词化
substantivize	把……用作名词性实词
demonocracy	魔鬼统治
interweave	混杂
ionisation	=ionization
pilsen	=Plzen
lymphocytic	淋巴球的
lymphocytic	淋巴球
lymphocytic	淋巴细胞的
lymphocytic	淋巴细胞
decibel	分贝
modularity	模块性
rationalise	=rationalize
hepatomegaly	肝肿大
promotive	促进性
exciter	刺激者
exciter	激励者
exciter	刺激物
exciter	兴奋剂
geoethnic	间地理关系的
geoethnic	间地理关系
erythrocyte	红血球
uncomplaining	没有怨言的
uncomplaining	没有怨言
uncomplaining	忍受痛苦的
uncomplaining	忍受痛苦
siam	暹罗
watsonia	沃森花
catbird	猫声鸟
catbird	猫鹊
psychal	精神的
psychal	精神
psychal	心理的
psychal	心理
unmannerly	无礼貌的
unmannerly	无礼貌
unmannerly	撒野的
unmannerly	撒野
unmannerly	粗鲁的
unmannerly	粗鲁
unmannerly	没礼貌地
unmannerly	没礼貌
unmannerly	粗野地
unmannerly	粗野
lifter	举起的人
lifter	升降机
lifter	举重运动员
lifter	小偷
lifter	扒手
crisco	胖子
cactus	仙人掌
quondam	原来的
quondam	原来
quondam	以前的
quondam	以前
bipolarize	使分成两个对立的派别
bipolarize	使两极化
bipolarize	使分裂
meekly	温顺地
meekly	温顺
meekly	懦弱地
meekly	懦弱
nonliterate	不能读或写的
nonliterate	不能读或写
nonliterate	无文字的
nonliterate	无文字
soudan	=Sudan
researchful	研究的
researchful	研究
researchful	探讨的
researchful	探讨
estrous	性欲冲动的
estrous	性欲冲动
victorian	维多利亚女王时代的著名人物
victorian	维多利亚女王时代的
victorian	维多利亚女王时代
victorian	有维多利亚女王时代特色的
victorian	有维多利亚女王时代特色
kevel	盘绳栓
morbilliform	麻疹样的
morbilliform	麻疹样
sedition	煽动暴乱
sedition	骚乱
sedition	煽动性的言论
figural	人物形象的
figural	人物形象
figural	借喻的
figural	借喻
abattoir	屠宰场
abattoir	角斗场
dishonest	不诚实的
dishonest	不诚实
fulmine	使爆发
fulmine	以严词责备
knowledgeably	聪明地
knowledgeably	聪明
knowledgeably	有知识地
knowledgeably	有知识
disavowal	不承认
disavowal	否认
disavowal	否定
disavowal	拒绝
subpoena	传票
subpoena	传呼
subpoena	索取
rillet	小河
rillet	小溪
thusness	如此
thusness	真如
gunship	武装直升机
bedaub	涂污
bedaub	俗气地装饰
glanduliferous	有小腺的
glanduliferous	有小腺
glanduliferous	小腺状的
glanduliferous	小腺状
trabeation	横梁式结构
trabeation	柱顶盘
skiddy	好滑的
skiddy	好滑
protonephridium	原肾管
protonephridium	原肾
swive	性交
dimerous	由两部分组成的
dimerous	由两部分组成
dimerous	双器官的
dimerous	双器官
inhesion	内在
inhesion	固有
inhesion	天赋
travelled	旅行
travelled	旅行
gambier	槟榔膏
esop	Employee
esop	Stock
esop	Ownership
esop	Plan雇员股票拥有计划
knockout	击昏
knockout	击倒
knockout	击倒的
knockout	击倒
knockout	摧毁性
knockout	引人注目
knockout	杰出的
knockout	杰出
knockout	迷人的
knockout	迷人
teachware	教学用视听材料
contrate	横齿的
contrate	横齿
contrate	端面齿的
contrate	端面齿
aboideau	低地防潮之堤坝
aboideau	水闸
quilimane	=Quelimane
ragtag	贱民
ragtag	下等人
gressorial	适于步行的
gressorial	适于步行
scorpii	Scorpius的所有格
yam	山药
yam	洋芋
bathe	沐浴
bathe	洗
bathe	充满
bathe	洗澡
updating	更新
revitalization	新生
revitalization	复兴
haymarket	干草市场
luetin	梅毒菌素
hackler	梳麻的人
peeress	贵族夫人
peeress	有爵位的妇女
buoyant	有浮力的
buoyant	有浮力
buoyant	轻快的
buoyant	轻快
davy	David
davy	的昵称
davy	宣誓书
lanarkshire	拉纳克郡
solid	固体
solid	立体
solid	固体的
solid	固体
solid	实心的
solid	实心
solid	坚固的
solid	坚固
solid	结实的
solid	结实
solid	立体的
solid	立体
solid	可靠的
solid	可靠
solid	一致的
solid	一致
solid	纯粹的
solid	纯粹
interpretress	女翻译员
shoat	小猪
filterableness	过滤性
inhumanity	不人道
inhumanity	残暴
digamous	再婚的
digamous	再婚
digamous	与再婚有关的
digamous	与再婚有关
greater	包括市区及郊区的
greater	包括市区及郊区
whomso	whoso的宾格
hellas	希腊文名称
wherry	小舟摆渡船
wherry	单人乘的小舟
wherry	划艇
wherry	平底货船
wherry	用驳船运
consignable	可委托的
consignable	可委托
shadoof	桔槔
molt	换毛
molt	脱皮
molt	换毛期
molt	脱毛
molt	换毛
raider	袭击者
grumpish	=grumpy
sinclair	辛克莱
occipital	枕部的
occipital	枕部
occipital	枕骨的
occipital	枕骨
occipital	枕骨
heuristic	启发式的
heuristic	启发式
protrudable	=protrusile
doulton	道尔顿工厂制造的
doulton	道尔顿工厂制造
frontier	国境
frontier	边疆
frontier	边境
dewberry	悬钩子之类
dewberry	其果实
gao	General
gao	Accounting
gao	Office总审计局
dregs	渣滓
dregs	糟粕
katalyze	催化
diphase	复相的
diphase	复相
cryptobiote	隐生机体
krait	金环蛇
springwood	春材
springwood	早材
springwood	幼树丛
sla	Service
sla	Level
sla	Agreement
sla	服务品质协议
spirograph	呼吸运动记录器
overspeculate	投机过度
lyre	七弦琴
lyre	小竖琴
hamamelidaceous	金缕梅科的
hamamelidaceous	金缕梅科
lightheartedness	自由自在
lightheartedness	无忧无虑
rtty	Radio
rtty	Teletype
rtty	无线电报
veliger	面盘幼体
veliger	缘膜幼体
exocytosis	胞外分泌
mensal	每月一次的
mensal	每月一次
mensal	每月的
mensal	每月
mensal	餐桌的
mensal	餐桌
resile	弹回
resile	恢复原状
bascule	活动结构
supersonics	超音波学
autocorrelation	自相关
icon	图标
icon	肖像
icon	偶像
caloricity	生热力
eversion	外翻
eversion	翻转
occupationist	主张占领者
occupationist	军事占领派
austerely	严格地
austerely	严格
austerely	朴质地
austerely	朴质
linecaster	铸条机
indrawn	吸入的
indrawn	吸入
indrawn	吸进的
indrawn	吸进
indrawn	内向的
indrawn	内向
longueur	小说
longueur	剧本或乐谱等冗长而枯燥无味的章节
andy	Andrew
andy	之昵称
tote	手提
