scholasticism	经院哲学
adulthood	成人期
faradic	感应电的
faradic	感应电
faradic	感应电流的
faradic	感应电流
chesterfield	一种长大衣
chesterfield	大型沙发椅的一种
blc	boundary
blc	layer
blc	control
blc	附面层控制
caernarvonshire	卡那封郡
rosemary	迷迭香
rosemary	Rosemary
rosemary	罗斯玛丽
paleofauna	古动物群
hostel	宿舍
hostel	旅店
hostel	客栈
lookout	望员
lookout	监视哨
lookout	看守
jobless	失业者
jobless	失业的
jobless	失业
jobless	无业的
jobless	无业
impetuosity	激烈
impetuosity	冲动
impetuosity	性急
antipatriotic	反爱国的
antipatriotic	反爱国
hitching	搭乘
streamside	河滨
streamside	河边地带
dogrobber	军官的传令兵
dogrobber	通讯兵
scrape	刮
scrape	擦
scrape	擦痕
scrape	刮擦声
scrape	困境
scrape	刮掉
scrape	擦掉
scrape	刮出刺耳声
scrape	刮
scrape	擦
scrape	擦伤
scrape	挖成
setout	开始
setout	出发
setout	准备
setout	布置
setout	陈列
setout	招待
effluvia	臭气
goldenrain	tree栾树
congressite	印度国大党党员
pridian	前一天的
pridian	前一天
pridian	昨天的
pridian	昨天
pridian	以前的
pridian	以前
pridian	从前的
pridian	从前
infract	违反
infract	侵害
fro	往
fro	去
fro	回
fro	向后
dogmatist	独断家
dogmatist	独断论者
pesah	逾越节
kishm	=Qeshm
balatik	捕兽机
periosteum	骨膜
pupilage	学生的身份
pupilage	未成年
haitian	海地的
haitian	海
haitian	海地人
unctad	联合国贸易与发展会议
shipborne	用船装运的
shipborne	用船装运
shipborne	为船运设计的
shipborne	为船运设计
shipborne	船用的
shipborne	船用
researcher	研究员
guarantor	保证人
prudence	审慎
prudence	Prudence
prudence	普鲁登斯
habitant	居住者
approach	接近
approach	逼近
approach	走进
approach	方法
approach	步骤
approach	途径
approach	通路
approach	接近
approach	动手处理
approach	靠近
integrabel	可积的
integrabel	可积
vitellus	蛋黄
tvr	temperature
tvr	variation
tvr	of
tvr	resistance
tvr	电阻温度变化
disencumber	摆脱烦恼
disencumber	不受妨碍
exocentric	外向的
exocentric	外向
exocentric	离心的
exocentric	离心
plaque	装在墙上作装饰或纪念用的薄金属板或瓷片
defoamer	消去泡沫
paraplasm	副质
homomorphism	同形
homomorphism	同态
triffidian	巨型三裂植物般的
triffidian	巨型三裂植物般
triffidian	生命力强的
triffidian	生命力强
ophthalmia	眼炎
nalorphine	纳洛芬
nalorphine	烯丙吗啡
vinificator	酒精凝集器
astacin	虾红素
pelican	鹈鹕
pelican	伽蓝鸟
pelican	淘河鸟
pelican	塘鹅
bah	呸!
mist	薄雾
landlouper	=landloper
thermopile	温差电堆
thermopile	热电堆
infinity	无限
infinity	无穷大
hydropic	=dropsical
clothier	呢绒商
clothier	衣商
chivalric	有武士气概的
chivalric	有武士气概
chivalric	有武士风范的
chivalric	有武士风范
quarrelsomely	好争吵地
quarrelsomely	好争吵
continuance	持续
continuance	继续
continuance	停留
overendowed	大量拥有的
overendowed	大量拥有
overendowed	充分具有的
overendowed	充分具有
cornland	适合种玉米之土地
cornland	适合种玉米之土
tin	锡
tin	马口铁
tin	罐
tin	涂锡于
tin	锡制的
tin	锡制
karatsu	ware
earphone	头戴受话器
earphone	耳机
fruiter	运水果的船
fruiter	果树
singulative	单数成分
singulative	单数形式
kamchatka	堪察加半岛
vermiform	蠕虫状的
vermiform	蠕虫状
vermiform	蚓壮的
vermiform	蚓壮
stiver	小钱
stiver	一点点
kabala	犹太神秘哲学
rheumatically	患风湿症地
rheumatically	患风湿症
motivation	动机
burrstone	粗刻边
burrstone	钻器
theriacal	解毒糖剂的
theriacal	解毒糖剂
theriacal	药用的
theriacal	药用
theriacal	医治的
theriacal	医治
navigability	适航性
navigability	耐航性
lambie	乖乖
lambie	小宝贝儿
hydrilla	软水草
respell	再拚
copesetic	极好的
copesetic	极好
copesetic	棒极的
copesetic	棒极
elan	锐气
elan	热忱
pr	symb
pr	Puerto
pr	Rico
pr	波多黎各
paleontography	=palaeontography
sardonyx	红条纹玛瑙
multisyllabic	=polysyllabic
rotative	回转的
rotative	回转
rotative	循环的
rotative	循环
tid	Thread
tid	ID
tid	线程标识符
skymotel	航空汽车旅馆
discovrery	发现
discovrery	被发现的事物
polymerize	聚合
etching	蚀刻版画
etching	蚀刻术
etching	铜版画
florisugent	吸食花蜜的
florisugent	吸食花蜜
tarnishable	易暗晦的
tarnishable	易暗晦
tarnishable	易变色的
tarnishable	易变色
photo	照片
rhapidosome	杆状菌
unassisted	无助的
unassisted	无助
unassisted	独力的
unassisted	独力
mit	Massachusettes
mit	Institute
mit	of
mit	Technology
mit	麻省理工学院
adventurist	冒险主义者
forgot	forget的过去式
sherardize	在镀上锌粉
unnail	拔除……上的钉子
unnail	拔钉松开
tusche	黑墨
tusche	制版墨
indite	写创作
indite	赋诗
indite	创作
gynaeolatry	女性崇拜
touchmark	制造者印记
anthracosilicosis	碳矽末沉着症
nixonian	像尼克松似的
nixonian	像尼克松似
gelatine	胶质
gelatine	白明胶
mollisol	软土
zymic	发酵的
zymic	发酵
hothouse	温室
hothouse	生长于温室的
hothouse	生长于温室
hothouse	温床
hothouse	干燥室
ugaritic	具有古代乌加里特城特征的
ugaritic	具有古代乌加里特城特征
ugaritic	乌加里特人的
ugaritic	乌加里特人
ugaritic	乌加里特语的
ugaritic	乌加里特语
hydrosphere	水圈
hydrosphere	水气
hydrosphere	水界
referenda	普通投票
counterplead	反驳
counterplead	抗辩
bolsheviki	布尔什维克
omniparity	一切平等
gospeller	传福音者
gospeller	传道师
bridlewise	已习惯于马勒的
bridlewise	已习惯于马勒
bridlewise	顺从缰绳的
bridlewise	顺从缰绳
papilionaceous	蝶形的
papilionaceous	蝶形
papilionaceous	蝴蝶的
papilionaceous	蝴蝶
shahaptan	=Sahaptin
hemophile	血友病病患
hemophile	血友病细菌
hemophile	血友病的
hemophile	血友病
alphabetic	照字母次序的
alphabetic	照字母次序
alphabetic	字母的
alphabetic	字母
murrain	瘟疫
murrain	家畜传染病
inniskilling	=Enniskillen
hashemite	哈桑王族的成员
hashemite	哈桑王族的
hashemite	哈桑王族
librettist	歌词作者
librettist	剧本作者
secrete	隐秘
secrete	隐藏
secrete	隐匿
secrete	分泌
atheism	无神论
maleficent	有害的
maleficent	有害
manhattanization	高楼密集化
leeboard	下风板
poltergeist	敲击作响闹恶作剧的鬼
cuspid	犬齿
cuspid	牙
premeiotic	减数分裂前的
premeiotic	减数分裂前
premeiotic	成熟分裂前的
premeiotic	成熟分裂前
scruff	颈背
scruff	后颈
scruff	浮渣
scruff	铁渣
equidistance	等距离
rainmaker	唤雨巫师
rainmaker	人工雨实验者
technophile	技术爱好者
kirundi	基隆迪语
interlace	使交织
interlace	使交错
interlace	交错
interlace	交织
interlace	交错
interlace	隔行扫描
truly	真实地
truly	真实
truly	不假
corncrake	秧鸡
scrutator	观察者
nigger	被歧视者
nigger	黑鬼
lactoperoxidase	乳过氧物酶
eigenfunction	特征函数
monohybrid	单因子杂种
brocatelle	凸花厚缎
willfully	任性固执地
willfully	任性固执
willfully	蓄意地
willfully	蓄意
sensitization	促进感受性
sensitization	感光度之增强
transfuse	注入
transfuse	灌输
transfuse	输血
forecabin	船首室
epicurism	贪口福
epicurism	美食主义
freedman	自由民
freedman	被解放的奴隶
perchance	偶然
perchance	恐怕
thigh	大腿
thigh	股
suppliant	恳求的
suppliant	恳求
suppliant	哀求的
suppliant	哀求
suppliant	谦卑的
suppliant	谦卑
suppliant	恳求者
suppliant	哀求者
claw	爪
claw	脚爪
claw	抓
fatalist	宿命论者
parzival	=Parsifal
honesttogod	真正的
honesttogod	真正
servile	奴隶的
servile	奴隶
servile	奴性的
servile	奴性
servile	卑屈的
servile	卑屈
gribble	蛀木水虱
gribble	吃木虫
wastemaker	废物制造者
spirelet	小尖塔
spirelet	小尖顶
megogigo	mine
megogigo	eyes
megogigo	glaze
megogigo	over
megogigo	garbage
megogigo	in
megogigo	garbageout
megogigo	这实在太无聊了
bioshield	生物防护罩
abstrusely	难解地
abstrusely	难解
abstrusely	深奥地
abstrusely	深奥
qurush	库升
shiite	什叶派教徒
cornice	檐口
cornice	装檐口
swop	=swap
revibrate	再震动
epilate	给……拔毛
epilate	使脱毛
picometre	皮米
picometre	微微米
picometre	百亿分之一米
infidelity	失真
akebi	一种攀藤
rightist	右派
blanketry	毛毯
blanketry	毡
rakee	=raki
sheeney	=sheeny
racking	拷问的
racking	拷问
racking	痛苦的
racking	痛苦
moorman	摩尔人
moorman	穆斯林
moorman	伊斯兰教徒
overburden	装载过多
overburden	负担过多
overburden	使过劳
overburden	过重的负担
vocalic	元音的
vocalic	元音
vocalic	含元音的
vocalic	含元音
nekton	自游生物
rattlesnake	响尾蛇
ses	socioeconomic
ses	status
ses	社会经济地位
metasilicate	硅酸盐
stakeholder	赌金保管者
aquiculture	水产养殖
quids	钱
quids	现金
condign	相当的
condign	相当
condign	适宜的
condign	适宜
hispaniola	伊斯帕尼奥拉岛
nemertean	纽虫
dilatoriness	迟缓
dilatoriness	拖延
islamic	伊斯兰的
islamic	伊斯兰
islamic	伊斯兰教的
islamic	伊斯兰教
expostulator	劝告者
expostulator	忠告者
oldness	年老
oldness	陈腐
lefty	左撇子
lefty	左翼分子
stay	逗留
stay	延缓
stay	中止
stay	支柱
stay	在
stay	暂住
stay	坚持
stay	止住
stay	抑制
stay	延缓
stay	停
subtraction	减少
agglomerative	会凝聚的
agglomerative	会凝聚
bellwether	系铃的公羊
bellwether	前导
bellwether	领导者
bellwether	群众的首领
gaze	盯
gaze	凝视
gaze	凝视
footwell	驾驶者放腿脚的搁脚空间
acidulate	使酸化
acidulate	使尖刻
acclamatory	欢呼的
acclamatory	欢呼
acclamatory	喝彩的
acclamatory	喝彩
turncoat	背叛者
turncoat	变节者
leet	民事法庭
clupeoid	鲱鱼
beguine	比根
beguine	比根舞
beguine	一种节奏由慢而快的南美舞
urn	瓮
urn	缸
urn	骨灰瓮
urn	坟墓
urn	茶水壶
urn	Uniform
urn	Resource
urn	Name
urn	统一资源命名
telematic	信息通讯业务
telematic	远程信息处理
arhythmic	无韵律的
arhythmic	无韵律
arhythmic	无节奏的
arhythmic	无节奏
stimulator	刺激物
stimulator	刺激者
liquidator	清算人
foresee	预见
foresee	预知
tinter	染色者
tinter	着色者
propitiation	安抚
propitiation	和解
yachtswoman	快艇的女子
yachtswoman	女帆船运动员
pedrail	履带
mara	巴塔哥尼亚野兔
stolidity	迟钝
stolidity	感觉麻木
aroint	去!
aroint	走开!
bazoo	嘴
bazoo	鼻
bazoo	吹牛
lithuanian	立陶宛人
lithuanian	立陶宛的
lithuanian	立陶宛
lithuanian	立陶宛人的
lithuanian	立陶宛人
lithuanian	立陶宛语的
lithuanian	立陶宛语
hectovolt	百伏
helioscope	太阳目视镜
helioscope	太阳观测望远镜
nixy	=nixie
schedule	时间表
schedule	进度表
schedule	确定时间
etchant	蚀刻剂
ejaculate	突然说出
ejaculate	射出
ejaculate	射出
ejaculate	流质
ejaculate	射精
ejaculate	一次射出的精液
skiff	小船
frangipane	赤素馨
dipso	酒鬼
dipso	酗酒狂
spinnaker	大三角帆
horrent	竖立的
horrent	竖立
horrent	直立的
horrent	直立
horrent	毛骨悚然的
horrent	毛骨悚然
horrent	可怕的
horrent	可怕
beton	混凝土
duomo	大教堂
duomo	中央寺院
edestin	麻仁球蛋白
prosaic	散文的
prosaic	散文
prosaic	散文体的
prosaic	散文体
prosaic	平凡的
prosaic	平凡
tellurid	=telluride
own	自己的
own	自己
own	特有的
own	特有
own	嫡亲的
own	嫡亲
own	同胞的
own	同胞
own	拥有
own	自认
own	承认
own	承认
sidonian	西顿人
sidonian	西顿城的
sidonian	西顿城
sidonian	西顿人的
sidonian	西顿人
mermaid	美人鱼
mermaid	女子游泳健将
essayist	小品作者
essayist	随笔作家
essayist	评论家
conchitis	鼻甲炎
conchitis	外耳炎
unaec	United
unaec	Nations
unaec	Atomic
unaec	Energy
unaec	Commission
unaec	联合国原子能委员会
antitrades	反信风
antitrades	反贸易风
kyphoscoliosis	脊柱后侧凸
rumania	罗马尼亚
optime	数学荣誉学位考试第二、三名
forelock	额发
forelock	额毛
forelock	以栓
forelock	楔固定
forelock	销住
nagaoka	长冈
incapacitant	失能毒剂
kilodyne	千达因
decongestant	解充血药
carpenter	木匠
untimely	不到时候的
untimely	不到时候
untimely	不适时的
untimely	不适时
untimely	不合时宜的
untimely	不合时宜
untimely	过早地
untimely	过早
untimely	不合时宜地
untimely	不合时宜
trento	特兰托
thymicolymphatic	胸腺淋巴结的
thymicolymphatic	胸腺淋巴结
fluoridation	加氟作用
fluoridation	氟化反应
beatitude	至福
beatitude	祝福
liberaloid	假宽容的
liberaloid	假宽容
liberaloid	假开明的
liberaloid	假开明
steel	钢
steel	钢铁
haruspex	以动物内脏占卜的僧人
forewarningly	预先警告地
forewarningly	预先警告
bombay	孟买
intend	想要
intend	打算
intend	意指
intend	意谓
khnorian	高棉的
khnorian	高棉
slogan	口号
slogan	标语
perceive	察觉
perceive	感知
perceive	感到
perceive	认识到
denotative	指示的
denotative	指示
denotative	外延的
denotative	外延
denotative	表示的
denotative	表示
perron	门阶
bise	寒风
largish	相当大的
largish	相当大
staggery	摇晃的
staggery	摇晃
staggery	蹒跚的
staggery	蹒跚
judoka	柔道运动员
metazoa	复细胞动物
metazoa	后生动物
abstractly	抽象地
abstractly	抽象
abstractly	理论上地
abstractly	理论上
commandant	司令官
trudge	跋涉
ripple	波纹
ripple	起波纹
undernote	放低的声调
undernote	克制的口气
undernote	含意
undernote	暗示
pedocal	钙层土
dioxirane	双环氧乙烷
protrude	突出
obscuration	昏暗
obscuration	暗淡
obscuration	朦胧
polarimetry	偏振测定
leitmotiv	主旨
leitmotiv	中心思想
shirtfront	衬衫的胸部
actuality	实在
actuality	现状
circumnuclear	围绕核心的
circumnuclear	围绕核心
haftarah	哈夫塔拉
deuteronomy	申命记
deuteronomy	预言
sounding	探通术
peracute	特急性的
peracute	特急性
peracute	极严重的
peracute	极严重
adela	阿德拉
employable	称职的
employable	称职
employable	有资格任职的
employable	有资格任职
fishskin	鱼皮
fishskin	鲨皮
ratfish	银鲛
ratfish	兔银鲛
quality	质量
quality	品质
quality	性质
prospective	预期的
prospective	预期
pikeman	枪兵
monmouth	蒙默思郡
desiderata	迫切需要得到之物
pogonophoran	须腕动物
photomixing	光混频
biconcave	两面凹的
biconcave	两面凹
alated	有翼的
alated	有翼
expressionism	表现主义
zoogeographic	动物地理学的
zoogeographic	动物地理学
unbox	从箱子中取出
santero	祭司
zoophilia	=zoophilism
rubbed	擦
rubbed	搓
rubbed	摩擦
rubbed	擦
rubbed	搓
rubbed	摩擦
vulnerability	弱点
vulnerability	攻击
pau	Pan
pau	American
pau	Union
lammy	连帽厚呢大衣
elizabeth	伊丽莎白
redtab	英国陆军高级军官
shrift	忏悔
shrift	悔悟
shrift	临终忏悔
shrift	招认
shrift	承认
obturation	闭塞
obturation	密闭
puffer	吹气的人
puffer	吹嘘者
garb	服装
garb	装扮
customize	定制
customize	用户化
chalicosis	石末沉着病
chalicosis	石屑入肺病
speleologist	洞穴学者
pollute	弄脏
pollute	污染
puppyism	傲慢
puppyism	逞能
puppyism	小狗特性
ethereally	轻飘地
ethereally	轻飘
ethereally	幽雅地
ethereally	幽雅
ethereally	空气一般地
ethereally	空气一般
wooded	树木繁茂的
wooded	树木繁茂
wooded	森林多的
wooded	森林多
iucd	intrauterine
iucd	contraceptive
iucd	device
incorrupt	不腐败的
incorrupt	不腐败
incorrupt	不被收买的
incorrupt	不被收买
incorrupt	纯洁的
incorrupt	纯洁
viverrine	灵猫类的
viverrine	灵猫类
viverrine	灵猫科动物
homopteran	同翅类昆虫
homopteran	同翅类昆虫的
homopteran	同翅类昆虫
homopteran	同翅类的
homopteran	同翅类
rivalless	无竞争的
rivalless	无竞争
rivalless	不对抗的
rivalless	不对抗
sporangiospore	孢囊孢子
affirmatively	肯定地
affirmatively	肯定
pixmap	象素映射
floorage	地板的面积
stone	石
stone	石头
stone	宝石
messmate	同餐之友
messmate	同餐桌的伙伴
vice	恶习
vice	恶行
vice	坏脾气
vice	罪恶
vice	堕落
vice	老虎钳
vice	缺点
vice	缺陷
vice	钳住
vice	代替
prome	卑谬
sieve	筛
sieve	滤网
sieve	不会保密的人
sieve	筛
sieve	过滤
iee	Institution
iee	of
iee	Electrical
iee	Engineers电机工程师协会
