ovulatory	排卵
tweezers	镊子
tweezers	小钳
popper	发出砰的响声的人
popper	服药成瘾者
electuary	干药糖剂
handspring	前手翻腾越
handspring	翻斤斗
oratorian	奥拉托利会会友
iguana	鬣蜥
stagflationary	滞胀的
stagflationary	滞胀
psychiatry	精神病学
psychiatry	精神病治疗法
wordbook	词典
pluviometric	雨量计的
pluviometric	雨量计
pluviometric	雨量测定的
pluviometric	雨量测定
profusely	丰富地
profusely	丰富
uncynical	不愤世嫉俗的
uncynical	不愤世嫉俗
uncynical	不冷嘲热讽的
uncynical	不冷嘲热讽
thanatophilia	死亡迷恋癖
phrixus	佛里克索斯
dual	双的
dual	双
dual	二重的
dual	二重
dual	双重
cannonball	炮弹
thunderstruck	遭雷击的
thunderstruck	遭雷击
thunderstruck	震惊的
thunderstruck	震惊
indefatigable	不知疲倦的
indefatigable	不知疲倦
osseous	骨的
osseous	骨
osseous	骨质的
osseous	骨质
whangee	黄竹
render	呈递
render	归还
render	着色
render	汇报
render	致使
render	放弃
render	表演
render	实施
render	给予补偿
render	交纳
render	粉刷
render	打底
tepa	涕巴
tepa	三乙撑磷酰胺
cyclopia	独眼畸形
parashoot	射击入侵伞兵
sump	污水坑
sump	水坑
sump	池
sump	机油箱
sump	挖深
hypogenesis	发育不良
disingenuously	不诚实地
disingenuously	不诚实
disingenuously	不坦白地
disingenuously	不坦白
galleyworm	倍足纲的多足昆虫
dui	duo的复数
rabaul	腊包尔
ditcher	挖沟人
ditcher	开沟机
havildar	陆军士官长
achromasia	色素缺乏
arc	弧
arc	弓形
arc	拱
arc	Advanced
arc	RISC
arc	Computer
arc	高级精简指令集计算机
paddock	小牧场
paddock	围场
silicification	硅化
pirate	海盗
pirate	盗印者
pirate	盗版者
pirate	侵犯专利权者
pirate	盗印
pirate	盗版
pirate	掠夺
pirate	翻印
pirate	做海盗
bhikshu	托钵僧
bhikshu	信徒
trepidant	胆怯的
trepidant	胆怯
trepidant	不安的
trepidant	不安
trepidant	战栗的
trepidant	战栗
ecodoom	生态毁灭
ecodoom	大规模生态破坏
jerkwater	微小的
jerkwater	微小
unprivileged	无特权的
unprivileged	无特权
unprivileged	享受不到特权的
unprivileged	享受不到特权
unprivileged	贫穷的
unprivileged	贫穷
unprivileged	社会最底层
unreal	不真实的
unreal	不真实
unreal	虚幻的
unreal	虚幻
usenet	世界性的新闻组网络系统
leasable	可出租的
leasable	可出租
diphyllous	有二叶的
diphyllous	有二叶
cryptogenic	a隐发性的
cryptogenic	a隐发性
cryptogenic	病源不明的
cryptogenic	病源不明
anticlimax	突降法
anticlimax	突减
anticlimax	虎头蛇尾
recondition	修理
recondition	使复原
recondition	使正常
oliver	脚踏铁槌
oliver	Oliver
oliver	奥利弗
picornavirus	小核糖核酸病毒
plastotype	塑模标本
winy	酒的
winy	酒
winy	有酒味的
winy	有酒味
winy	如葡萄酒的
winy	如葡萄酒
phototimer	自动曝光调整装置
phototimer	赛跑裁判用自动摄影装置
overclothe	给……穿衣过多
entwist	缠结
autoerotism	自体性行为
autoerotism	手淫
autoerotism	自我淫荡
angulately	成角地
angulately	成角
angulately	有角地
angulately	有角
delafossite	铜铁矿
scowly	闷闷不乐的
scowly	闷闷不乐
scowly	愁眉不展的
scowly	愁眉不展
inharmonic	不调和的
inharmonic	不调和
inharmonic	不和谐的
inharmonic	不和谐
dataroute	数传电信系统
analyzable	可被分析的
analyzable	可被分析
analyzable	可以分解的
analyzable	可以分解
nonallelic	非等位的
nonallelic	非等位
parador	由政府经营的旅店
meromyosin	酶解肌球蛋白
phylloxera	根瘤蚜
phylloxera	葡萄根瘤蚜
togaed	穿宽外袍的
togaed	穿宽外袍
togaed	着官服的
togaed	着官服
cockatiel	澳洲鹦鹉
pudgy	矮胖的
pudgy	矮胖
bonspiel	掷冰壶比赛
bonspiel	冰上溜石比准
mazy	迷宫般的
mazy	迷宫般
spokeswoman	女发言人
spokeswoman	女代言人
creatural	动物的
creatural	动物
creatural	人的
creatural	人
preponderant	占有优势的
preponderant	占有优势
glade	林间空地
glade	林间空
glade	一片表面有草的沼泽低地
glade	一片表面有草的沼泽低
pothunter	参赛人
monorhinous	单鼻孔的
monorhinous	单鼻孔
louvre	罗浮宫
louvre	=louver
backpack	挑运
backpack	挑运
backpack	背包
parquetry	镶花木细工
parquetry	镶木地板
servomotor	补助马达间接变速装置
nononsense	不开玩笑的
nononsense	不开玩笑
nononsense	正经的
nononsense	正经
esther	以斯帖
rickettsial	里克次氏体属微生物的
rickettsial	里克次氏体属微生物
podalic	足的
podalic	足
podalic	脚的
podalic	脚
resupply	再供给
resupply	再补给
topochemistry	局部化学
glutenous	麸质状的
glutenous	麸质状
glutenous	含麸质多的
glutenous	含麸质多
torquemeter	扭矩计
torquemeter	扭矩测量仪
unfertile	不肥沃的
unfertile	不肥沃
unfertile	不富饶的
unfertile	不富饶
natantly	浮在水上地
natantly	浮在水上
perdu	看不见的
perdu	看不见
perdu	隐藏的
perdu	隐藏
almah	=alma
dustbrand	黑穗病
arena	竞技场
arena	舞台
knowingly	有意地
knowingly	有意
knowingly	心照不宣地
knowingly	心照不宣
cornel	山茱萸
mensurate	测定
mensurate	测量
inanition	空洞
inanition	无意义
inanition	浅薄
inanition	愚蠢
threadbare	穿破旧衣服的
threadbare	穿破旧衣服
threadbare	俗套的
threadbare	俗套
cleave	劈
cleave	劈开
cleave	裂开
cleave	粘着
cleave	忠于
cleave	坚持
frontiersman	边远的居民
frontiersman	边远者
readability	易读
readability	可读性
carnificial	刽子手的
carnificial	刽子手
carnificial	屠夫的
carnificial	屠夫
millenary	千
millenary	千年
unroll	解开
unroll	打开
larum	警报
larum	警钟
bulldyker	=bulldike
floss	丝棉
floss	乱丝
floss	绣花丝线
floss	绒毛
fickle	变幻无常的
fickle	变幻无常
fickle	浮躁的
fickle	浮躁
fickle	薄情的
fickle	薄情
jailor	看守监狱的人
jailor	狱卒
endorsor	背签人
endorsor	转让人
endorsor	背书人
signorini	年青男子
allergen	变态反应原
allergen	过敏原
zincum	锌
large	大的
large	大
large	巨大的
large	巨大
large	宽大的
large	宽大
large	夸大的
large	夸大
large	大大地
large	大大
large	夸大地
large	夸大
large	顺风地
large	顺风
large	大
septuagenary	七十几岁的
septuagenary	七十几岁
septuagenary	七十的
septuagenary	七十
naive	天真的
naive	天真
arteriography	动脉
arteriography	X
arteriography	线摄影法
preservator	古迹保护人
rabassaire	农夫
nameboard	站名牌
nonsense	胡说
nonsense	废话
tubulous	有管状小花的
tubulous	有管状小花
tubulous	有管的
tubulous	有管
bowdlerism	任意删除
dephosphorize	除磷
dephosphorize	去磷
ensheathe	把……插入鞘内
ensheathe	把……放入套中
incompetence	无能力
incompetence	不适当
incompetence	无行为能力
incompetence	法律上无资格
ethephon	乙烯利
ethephon	乙烯磷
curio	古董
curio	古玩
carburize	使与碳化石
carburize	使渗碳
redetermine	重新决定
redetermine	再决定
smasheroo	大成功
pyosis	化脓
shellshocked	患炮弹休克的
shellshocked	患炮弹休克
shellshocked	患战斗疲劳症的
shellshocked	患战斗疲劳症
thea	西娅
stelliform	星形的
stelliform	星形
stelliform	放射线状的
stelliform	放射线状
shf	superhigh
shf	frequency
luluai	村长
extrovert	性格外向者
marconi	无线电报
marconi	打无线电报
gamelan	加麦兰
monodrama	单人剧
monodrama	独脚戏
enunciable	可发表
swoosh	哗哗响
swoosh	作嗖嗖声
swoosh	嗖地发射
swoosh	哗哗作响的移动
swoosh	嗖的一声
vouchsafement	允许
vouchsafement	承诺
neuroepithelial	神经上皮的
neuroepithelial	神经上皮
neuroepithelial	由神经上皮组成的
neuroepithelial	由神经上皮组成
neuroepithelial	得自神经上皮的
neuroepithelial	自神经上皮
pugilism	拳击
kneepan	膝盖骨
wirehead	指在Internet上有经验的玩家
bridge	桥
bridge	船桥
bridge	鼻梁
bridge	桥牌
bridge	架桥
bridge	渡过
bridge	网桥
sebastian	塞巴斯蒂安
timberheaded	愚蠢的
timberheaded	愚蠢
uneasily	不安地
uneasily	不安
uneasily	担心地
uneasily	担心
uneasily	不自在地
uneasily	不自在
uneasily	不稳定地
uneasily	不稳定
sedan	私家轿车
sedan	轿子
tweeny	女佣
tweeny	帮手
medicalize	用医学方法处理
pneumatogenic	气成的
pneumatogenic	气成
mousehole	鼠洞
mousehole	壁橱
unshelled	未去壳的
unshelled	未去壳
unshelled	未脱粒的
unshelled	未脱粒
unshelled	无壳的
unshelled	无壳
singapore	新加坡
dramatist	剧作家
impulse	推动
impulse	刺激
impulse	冲动
impulse	推动力
impulse	推动
deprecate	抗议
deprecate	不赞成
deprecate	抨击
deprecate	反对
deprecate	藐视
deprecate	轻视
cinnabar	辰砂
cinnabar	赤色硫化水银
cinnabar	朱
cinnabar	朱的
cinnabar	朱
misoneist	厌新者
scallywag	饭桶
scallywag	无赖汉
carnivorous	食肉类的
carnivorous	食肉类
salvation	拯救
salvation	救助
dahalach	=Dahlak
dahalach	Archipelago
edition	版本
edition	版
mastless	无桅杆的
mastless	无桅杆
conformational	构象的
conformational	构象
bibliomaniacal	有藏书癖的
bibliomaniacal	有藏书癖
sideburns	连鬓胡子
sideburns	鬓脚
ladanum	岩蔷薇
ladanum	赖百当
thysanuran	缨尾目昆虫
dissimulator	假装不知者
dissimulator	伪善者
dystrophy	营养失调
equangular	=equiangular
bola	流星锤
bola	套牛绳
continually	不断地
continually	不断
continually	频繁地
continually	频繁
ecafe	亚洲及远东经济委员会
dangleberry	蓝越橘
dangleberry	蓝越橘的果实
headlight	前灯
headlight	桅灯
scherzo	谐谑曲
cortices	树皮
cortices	皮质
shoeblack	擦皮鞋的人
hayshaker	乡下佬
makar	诗人
osd	On
osd	Screen
osd	Display
osd	用于显示器与用户交互的重要窗口
hutment	临时营房
hutment	在临时营房住宿
pulik	puli的复数
simular	=simulant
sachem	酋长
sachem	政党领袖
ghillie	吉利
limivorous	吞食泥土的
limivorous	吞食泥土
bobbin	线轴
bobbin	绕线筒
bcc	Blind
bcc	Carbon
bcc	Copy
bcc	隐蔽副本
bcc	blind
bcc	courtesy
bcc	copy
bcc	密件抄送
indorsement	票据等后面的署名
indorsement	认可
allegretto	稍快地
allegretto	稍快
allegretto	快板
iwis	的确地
iwis	确
iwis	真实地
iwis	真实
chronometrical	精密时计的
chronometrical	精密时计
hater	怀恨在心者
hyperoxia	氧过多
incoherency	不连贯
incoherency	无内聚力
constipation	便秘
tracheae	导管
tracheae	螺旋纹管
euphemise	=euphemize
hawsehole	锚链孔
sailship	=sailing
sailship	ship
monorchid	单睾丸的
monorchid	单睾丸
monorchid	单侧隐睾的
monorchid	单侧隐睾
criminally	刑法上
criminally	犯了罪地
criminally	犯了罪
broccoli	椰菜
cleverish	有小聪明的
cleverish	有小聪明
cleverish	巧妙的
cleverish	巧妙
forgo	作罢
forgo	放弃
anjou	法国西部旧州名
noonflower	波罗门参属植物
pertinacity	顽固
incarceration	钳闭
decolletage	低领
decolletage	袒胸露背的衣服
serry	拥挤
serry	密集
serry	紧排
serry	使靠拢
serry	使排紧
hydroxybenzene	酚
hydroxybenzene	羟基苯
logoff	下网
nonparametric	非参数的
nonparametric	非参数
marksman	射手
marksman	神射手
herzegovina	黑塞哥维那
nonstarter	弃权出赛的马
nonstarter	早就无成功希望的人
jequirity	相思豆
jequirity	红豆
someone	pro
someone	有人
someone	某人
mnemotechnist	=mnemonist
bookplate	藏书标签
hydrosoma	水螅群体
unruffled	不起皱的
unruffled	不起皱
unruffled	不骚动的
unruffled	不骚动
unruffled	不混乱的
unruffled	不混乱
unruffled	安静的
unruffled	安静
transmissibility	可传送性
transmissibility	可遗传性
transmissibility	变速性
allopolyploidy	异源多倍性
maorilander	生于新西兰的白人
maorilander	新西兰人
hypocrite	伪君子
hypocrite	伪善者
outyell	喊叫得比……响
indiscipline	无纪律
indiscipline	未经训练
disapprovingly	不以为然地
disapprovingly	不以为然
disapprovingly	非难地
disapprovingly	非难
disapprovingly	不赞成地
disapprovingly	不赞成
geophagy	食土的习俗
geophagy	食土癖
transhistorical	超越历史的
transhistorical	超越历史
transhistorical	宇宙的
transhistorical	宇宙
transhistorical	永恒的
transhistorical	永恒
asclepius	阿斯克勒庇俄斯
entrecote	上腰部切下的带骨大块牛肉片
mastodon	乳齿象
mastodon	庞然大物
amphictyonic	近邻同盟的
amphictyonic	近邻同盟
amidships	在船中部
amidships	在船腹
unnameable	无法说出其名称的
unnameable	无法说出其名称
unnameable	难以形容的
unnameable	难以形容
cerotic	蜂蜡的
cerotic	蜂蜡
cerotic	出自蜂蜡的
cerotic	出自蜂蜡
handpicked	用手挑选的
handpicked	用手挑选
handpicked	精选的
handpicked	精选
handpicked	凭个人挑选的
handpicked	凭个人挑选
handpicked	偏心挑选的
handpicked	偏心挑选
heterosexuality	异性恋
heterosexuality	异性性欲
heterosexuality	异性性行为
irreverential	=irreverent
arspoetica	诗的艺术
synarchy	共同统治
inwards	向内地
inwards	向内
inwards	向内部地
inwards	向内部
varsovian	华沙的
varsovian	华沙
municipio	村政府
undersize	较一般为小的
undersize	较一般为小
undersize	不够大的
undersize	不够大
participle	分词
tetramethyldiarsine	四甲二砷
keyless	无键的
keyless	无键
keyless	转柄上发条的
keyless	转柄上发条
exculpate	开脱
procreator	生产者
procreator	父亲
megass	=bagasse
retinal	视网膜的
retinal	视网膜
thermophilic	喜温的
thermophilic	喜温
thermophilic	嗜热的
thermophilic	嗜热
thermophilic	适温的
thermophilic	适温
yachty	似快艇的
yachty	似快艇
yachty	适合游艇的
yachty	适合游艇
extemporization	即席作成
extemporization	即兴之作
extemporization	即席演说
aniseikonic	两眼物像不等症的
aniseikonic	两眼物像不等症
tomatillo	粘果酸浆
stodgy	油腻的
stodgy	油腻
stodgy	不易消化的
stodgy	不易消化
stodgy	乏味的
stodgy	乏味
stodgy	暗淡的
stodgy	暗淡
stodgy	塞满的
stodgy	塞满
stodgy	平凡的
stodgy	平凡
stodgy	庸俗的
stodgy	庸俗
stodgy	笨重的
stodgy	笨重
swatch	样品
swatch	样本
conner	测试者
conner	试验者
administratrix	女管理人
administratrix	女遗产管理人
sulfuric	硫磺的
sulfuric	硫磺
sulfuric	含多量硫磺的
sulfuric	含多量硫磺
pilose	毛多的
pilose	毛多
pilose	有毛的
pilose	有毛
pettiskirt	衬裙
ferryman	摆渡者
ferryman	渡船夫
applicant	申请者
applicant	请求者
isabelline	灰黄色的
isabelline	灰黄色
photosynthesize	产生
piraya	=piranha
laggar	d:
laggar	落后者
laggar	迟钝的人
laggar	迟钝的
laggar	迟钝
laggar	落后的
laggar	落后
bobcat	美洲野猫
bobcat	山猫之类
superterranean	存在于
participable	可参与的
participable	可参与
participable	可分享的
participable	可分享
blackface	扮演黑人
dilemmatic	左右为难的
dilemmatic	左右为难
dilemmatic	两端论法的
dilemmatic	两端论法
unfurnished	无装备的
unfurnished	无装备
unfurnished	无家具设备的
unfurnished	无家具设备
balconet	似阳台的窗外栏杆
millieme	米利姆
untuck	拆开
untuck	分开
ostensibly	表面上
obstetrics	产科学
pyromorphite	磷氯铅矿
reify	使具体化
conglobulation	球状聚集
conglobulation	球形体
karun	卡鲁恩河
swine	猪
swine	卑贱的人
medicate	用药医治
medicate	加入药物
magnificent	华丽的
magnificent	华丽
magnificent	高尚的
magnificent	高尚
magnificent	宏伟的
magnificent	宏伟
shoveler	使用铲子工作者
peninsulate	使形成半岛
precipe	=praecipe
javastation	使用Java语言来运行的网络计算机
varicelloid	水痘样的
varicelloid	水痘样
antinuke	反对使用核能的
antinuke	反对使用核能
circumvallate	用城墙围住
bugshah	=buqsha
whosesoever	pro
whosesoever	whosoever所有格
whosesoever	无论是谁的
whosesoever	无论是谁
noises	噪音
glycosyl	糖基
spoilfive	废五
descendable	=descendible
solidify	团结
solidify	巩固
obpyriform	倒梨形的
obpyriform	倒梨形
subcontractor	转包商
subcontractor	次承包者
radiometeorograph	=radiosonde
interus	黄疸
respectful	恭敬的
respectful	恭敬
respectful	尊敬的
respectful	尊敬
respectful	尊重人的
respectful	尊重人
