epergne	饰盘
astereognosis	实体感觉缺失
electrotonicity	电紧张
electrotonicity	电张
indistinctive	无特色的
indistinctive	无特色
defendable	=defensible
sheng	笙
subprofessional	次专业的
subprofessional	次专业
expiatory	赎罪的
expiatory	赎罪
expiatory	补偿的
expiatory	补偿
fakir	托钵僧
fakir	苦行者
fakir	骗子
bridgehead	桥塔
bridgehead	桥头堡
cacodoxy	错误观念
patrolman	巡逻者
deficiency	缺乏
deficiency	不足
subchief	副首领
subchief	二头目
scoriform	熔渣状的
scoriform	熔渣状
scoriform	像火山渣的
scoriform	像火山渣
menotaxis	补偿向性
indianapolis	印第安纳波利斯
transcription	抄写
transcription	抄本
trueheartedness	忠实
trueheartedness	诚恳
renewable	可更新的
renewable	可更新
renewable	可恢复的
renewable	可恢复
scattering	散射
prosodist	诗体学者
prosodist	韵律学者
ssl	Security
ssl	Socket
ssl	Layer
ssl	安全套接字协议层
malocclusion	咬合不正
hydroscopic	深水望远镜的
hydroscopic	深水望远镜
disaffirmation	否定
hamburg	碎牛肉
hamburg	牛肉饼
deliver	递送
deliver	陈述
deliver	释放
deliver	发表
scleritis	巩膜炎
deflate	放气
deflate	抽出空气
deflate	使缩小
deflate	紧缩
deflate	缩小
monophthongize	单元音化
njord	分配财富之神
stokehole	炉膛口
stokehole	生火间
anomaly	不规则
anomaly	异常的人或物
extemporary	无准备的
extemporary	无准备
extemporary	随口说的
extemporary	随口说
backcross	交
backcross	回交杂种
reconcentration	再集中
astration	新星形成
philosophize	进行哲学探讨
philosophize	使哲学化
rosa	罗莎
blackcap	莺类
blackcap	白颊鸟类
blackcap	美国产的黑色覆盆子
yogurt	酸奶酪
yogurt	酵母乳
mammalogy	哺乳动物学
chelsea	切尔西
unto	到
unto	向
unto	直到
neuroma	神经瘤
drunkometer	醉度测量器
horsejockey	骑马师
meperidine	盐酸麦佩里定
meperidine	哌替啶
meperidine	度冷丁
counterrotating	反向旋转的
counterrotating	反向旋转
counterrotating	向对转的
counterrotating	向对转
resistant	抵抗的
resistant	抵抗
resistant	有抵抗力的
resistant	有抵抗力
nonearthly	来自地球以外的
nonearthly	来自地球以外
nonearthly	存在于地球外的
nonearthly	存在于地球外
subdued	屈服的
subdued	屈服
subdued	被抑制的
subdued	被抑制
subdued	柔和的
subdued	柔和
subdued	减弱的
subdued	减弱
aspirin	阿斯匹林
aspirin	乙酰水杨酸
urediospore	=uredospore
butternut	白脱奶特白胡桃的一种
diseasedness	有病
diseasedness	病态
cyanoacrylate	氰基丙烯酸盐粘合剂
postclassic	古典时代后的
postclassic	古典时代后
exurb	远郊地区
exurb	城市远郊
exurb	城市远郊富裕家庭居住区
liverpudlian	利物浦的
liverpudlian	利物浦
liverpudlian	利物浦市民
cerebella	小脑
figured	以图形和数字表示的
figured	以图形和数字表示
figured	华丽的
figured	华丽
progression	行进
progression	级数
tyrr	=Tyr
nema	国际电气制造业协会
erie	伊利人
erie	伊利
erie	伊利湖
barie	旧时气体压力单位
superlinear	在字行上面的
superlinear	在字行上面
sciomachy	=sciamachy
foraminifera	有孔虫类
hospitalism	医院制度
hospitalism	不卫生状态
biocenology	=biocoenology
msba	Master
msba	of
msba	Science
msba	in
msba	Business
msba	Administration
msba	工商管理硕士
nearside	靠近的一边
nearside	左侧
nearside	靠人行道的
nearside	靠人行道
diplegic	对瘫的
diplegic	对瘫
diplegic	两侧瘫痪的
diplegic	两侧瘫痪
libertinism	放荡
libertinism	玩乐
libertinism	自由思想
scrapper	好打架的人
scrapper	拳击手
swan	天鹅
swan	杰出的诗人、歌手
swan	天鹅座
vorlage	滑雪的前倾姿势
grama	美国西部产的一种牧草
phytotoxin	植物毒素
canton	州
canton	行政区
canton	驻扎
canton	划成行政区
clit	阴核
clit	阴蒂
healthfully	有益健康地
healthfully	有益健康
zoophagous	食肉的
zoophagous	食肉
disinfect	消毒
rugosa	玫瑰
agility	敏捷
agility	活泼
kharif	秋收作物
kharif	雨季
maverick	没打烙印的动物
maverick	闹独立的人
astrodynamics	天文动力学
astrodynamics	宇宙飞行力学
baguet	切成长方形的宝石
baguet	长方形
dob	罗伯特的昵称
isopod	等脚类的动物
isopod	等脚类的
isopod	等脚类
songless	没有歌的
songless	没有歌
songless	不歌唱的
songless	不歌唱
faithfully	忠诚地
faithfully	忠诚
faithfully	如实地
faithfully	如实
faithfully	切实遵守地
faithfully	切实遵守
sleety	雨夹雪的
sleety	雨夹雪
sleety	下雨雪的
sleety	下雨雪
hereinbelow	在下文
useable	=usable
eigenvalue	特征值
hygienic	卫生学的
hygienic	卫生学
hygienic	卫生的
hygienic	卫生
fertile	肥沃的
fertile	肥沃
fertile	富饶的
fertile	富饶
fertile	能繁殖的
fertile	能繁殖
somberly	昏暗地
somberly	昏暗
somberly	阴沉地
somberly	阴沉
sixthly	在第六
breathed	无声的
breathed	无声
breathed	有气的
breathed	有气
interlocking	联锁的
interlocking	联锁
pedantize	卖弄学问
pedantize	表现迂腐
lineman	养保工人
lineman	巡道员
polar	两极的
polar	两极
polar	极地的
polar	极
polar	南辕北辙的
polar	南辕北辙
polar	南极的
polar	南极
polar	指引的
polar	指引
polar	极性的
polar	极性
polar	北极的
polar	北极
polar	极线
polar	极面
gravimeter	比重计
gravimeter	重力计
sinapism	芥子泥
inspissation	浓缩
counterword	含义模糊的词
mucronate	有尖端的
mucronate	有尖端
mucronate	棘状的
mucronate	棘状
nerve	神经
nerve	胆量
nerve	勇气
nerve	叶脉
nerve	鼓起勇气
calcitonin	降血钙素
blatter	滔滔不绝地说
inherited	通过继承得到的
inherited	通过继承得到
inherited	遗传的
inherited	遗传
inherited	继承权的
inherited	继承权
dishwasher	洗碗机
dishwasher	洗碗的人
nonsocial	非社会性的
nonsocial	非社会性
anisomycin	茴香霉素
speedy	快的
speedy	快
speedy	迅速的
speedy	迅速
rhinolith	鼻石
rhinolith	鼻结石
tylectomy	肿瘤切除术
weakness	虚弱
weakness	软弱
weakness	弱点
weakness	缺点
crosscheck	多方面求证
crosscheck	反复查对
geogonic	地球成因学的
geogonic	球成因学
pdl	Page
pdl	Description
pdl	Language
pdl	页面描述语言
horography	时计业
subterrestrial	地下的
subterrestrial	下
demigoddess	半神半人之女性
rater	定价人
cardiograph	图
mucid	霉烂的
mucid	霉烂
mucid	发霉的
mucid	发霉
mucid	霉臭的
mucid	霉臭
fatidical	预言的
fatidical	预言
fatidical	有预言能力的
fatidical	有预言能力
mullen	毛蕊花属的植物
minuend	被减数
leechdom	药品
leechdom	医药
applicative	可适用的
applicative	可适用
applicative	合用的
applicative	合用
sulfamerazine	=sulphamerazine
pancytopenia	全血细胞减少症
pancytopenia	各类血细胞减少
corm	球茎
corm	球根
didactically	教训地
didactically	教训
didactically	教诲地
didactically	教诲
cobaltine	辉砷钴矿
polyphagous	多食的
polyphagous	多食
polyphagous	杂食的
polyphagous	杂食
nirc	National
nirc	Industrial
nirc	Relations
nirc	Court全国劳资关系法院
muckrake	揭开丑闻的文章
muckrake	揭发丑闻
coltsfoot	款冬
areometer	液体比重计
skiffle	噪音爵士乐
locarnize	用和解办法解决争端
kjv	King
kjv	James
kjv	Version
gamboge	藤黄
gamboge	雌黄
redesignate	再次指派
redesignate	重新指定
monging	=mongering
transitory	短时间的
transitory	短时间
monolingual	仅用一种语言的
monolingual	仅用一种语言
monolingual	仅懂一种语言的
monolingual	仅懂一种语言
extencisor	指腕锻炼器
adoptee	被收养者
adoptee	被立嗣者
observably	显著地
observably	显著
observably	醒目地
observably	醒目
hippiedom	嬉皮士世界
kattegat	卡特加特海峡
inleak	漏入
inleak	渗入
erevan	=Erivan
palaeozoology	古动物学
buttress	扶住
die	死亡
die	消逝
die	平息
die	渴望
die	漠然
die	熄灭
die	死
die	骰子
die	钢型
die	硬模
die	冲模
effervescencible	可冒泡的
effervescencible	可冒泡
effervescencible	兴奋的
effervescencible	兴奋
act	幕
act	法案
act	法令
act	动作
act	举动
act	节目
act	幕
act	行动
act	产生……的效果
act	担当
act	表演
act	假装
act	表现
act	见效
act	扮演
act	装作
warble	鸟鸣
warble	用柔和的颤声唱
warble	鸟啭
warble	颤声
handfasting	婚约
handfasting	抓牢
lyncher	处私刑的人
timpano	定音鼓
surmountable	可战胜的
surmountable	可战胜
surmountable	可克服的
surmountable	可克服
reikjavik	=Reykjavik
strake	轮铁
strake	船底板
cubature	求容积法
preparental	当父亲以前的
preparental	当父亲以前
announce	宣布
announce	通告
undiminishable	不可缩减的
undiminishable	不可缩减
undiminishable	不可减少的
undiminishable	不可减少
undiminishable	不可削弱的
undiminishable	不可削弱
assertedly	据说
islamism	唯心实在论
astromancy	星卜术
epiphyllous	成长在树叶上的
epiphyllous	成长在树叶上
pele	=peel
pacs	图片存档及通信系统
predisposition	易患病的体质
gneissoid	像片麻岩的
gneissoid	像片麻岩
theophyline	茶碱
archaeopteryx	始祖鸟
christening	洗礼仪式
middleaged	中年的
middleaged	中年
medalet	小奖章
entoilment	陷阱
entoilment	使入圈套
coup	砰然而有效的一击
coup	妙计
coup	出乎意料的行动
coup	政变
burlap	粗麻布
pearlite	珠光体
yechy	=yucky
prodigy	惊人的事物
prodigy	天才
prodigy	奇观
prodigy	奇事
sarcoplasma	=sarcoplasm
solfatara	硫质喷气孔
deerhound	猎鹿犬
exarticulation	脱臼
exarticulation	关节截断
croc	=crocodile
oolong	乌龙茶
electrobioscopy	电检定生死
auricular	耳的
auricular	耳
auricular	耳状的
auricular	耳状
epistoma	=epistome
comeback	恢复
comeback	复原
astronautic	太空航行的
astronautic	太空航行
astronautic	太空航行员的
astronautic	太空航行员
irony	反话
irony	讽刺
irony	讽刺之事
recoil	畏缩
recoil	后退
recoil	弹回
recoil	反作用
recoil	后座力
recoil	退却
recoil	畏缩
recoil	弹回
recoil	撤退
recoil	反冲
firearms	火器
firearms	轻武器
horology	钟表学
childing	怀孕的
childing	怀孕
labrid	隆头鱼科的鱼
casuist	决疑者
casuist	诡辩家
imputative	可归罪的
imputative	可归罪
enlightened	启迪
enlightened	文明
tangle	混乱状态
tangle	处于混乱状态
cardcarrier	持会员证者
cardcarrier	正式会员或党员
zoologically	动物学上
stypsis	收敛
stypsis	收敛疗法
thermistor	电热调节器
baksheesh	津贴
baksheesh	小费
cackle	咯咯声
cackle	高声笑
cackle	饶舌
cackle	闲谈
cackle	咯咯叫
cackle	咯咯笑
cackle	喋喋不休
peloponnese	=Peloponnesus
oxidation	氧化
oland	厄兰岛
psychiatrist	精神病医师
psychiatrist	精神病学家
upstroke	向上的一击
upstroke	向右上挑的笔迹
wirescape	碍眼的高架电线占主要地位的景色
domestication	驯养
domestication	驯服
domestication	教化
natriuresis	尿钠排泄
four	四
four	四个
four	第四
ashet	大盘
ashet	大碟子
azulejo	上光花砖
therma	塞尔马(希腊港市萨洛尼卡
profanatory	亵渎的
profanatory	亵渎
profanatory	玷污神圣的
profanatory	玷污神圣
primitivism	原始主义
primitivism	尚古主义
primitivism	原始的风格
unthrift	不节约
anthropolatry	人类崇拜
biographical	传记的
biographical	传记
diggy	爱阴毒挖苦人的
diggy	爱阴毒挖苦人
fence	栅栏
fence	围墙
fence	剑术
fence	用篱笆围住
fence	练习剑术
fence	防护
fence	击剑
fence	围以栅栏
fence	跳过栅栏
fence	搪塞
aviation	飞行
aviation	航空
aviation	航空学
aviation	航空术
ultraphysical	超物质的
ultraphysical	超物质
steelwork	钢铁架
locomotivity	移动力
locomotivity	运动力
bit	小块
bit	少量
bit	片刻
bit	马嚼子
bit	辅币
bit	上马嚼子
bit	控制
bit	咬
bit	位
bit	比特
outyield	出产比……多
outyield	产量超过
civilianize	使转为平民
civilianize	使民用化
picaninny	黑人小孩
picaninny	澳大利亚土著小孩
habitat	生活环境
habitat	产地、栖息地
habitat	产地、栖息
habitat	居留地
habitat	居留
habitat	自生地
habitat	自生
habitat	聚集处
masonite	纤维板之一种
masonite	其商标名
chastely	贞洁地
chastely	贞洁
chastely	清高地
chastely	清高
chastely	纯正地
chastely	纯正
broiler	争吵者
broiler	酷热的日子
advisedly	经过考虑地
advisedly	经过考虑
advisedly	故意地
advisedly	故意
communication	传达
communication	信息
communication	交通
communication	通讯
evangelist	圣经新约福音书的作者
evangelist	福音传道者
transvesical	经膀胱的
transvesical	经膀胱
celebrative	为庆祝用的
celebrative	为庆祝用
praesepe	鬼
tuamotu	土阿莫土语
nickname	诨号
nickname	绰号
nickname	昵称
nickname	给……取绰号
nickname	给……起浑名
foreknow	预知
foreknow	先知
fadeout	渐隐
fadeout	渐没
leaderette	简短社论
leaderette	编者按
quittor	马蹄疽
quittor	化脓性蹄软骨炎
suntendy	北京方正新天地软件科技有限责任公司
pontifices	pontifex的复数
soredial	粉芽状的
soredial	粉芽状
milano	=Milan
adactylous	无指的
adactylous	无指
adactylous	无趾的
adactylous	无趾
adactylous	指趾全无的
adactylous	指趾全无
mesomorph	体育型体质
mesomorph	体育型体质者
reykjavik	雷克雅末
jogger	n
jogger	慢跑者
jogger	撞纸机
perlite	珍珠岩
doctorial	博士的
doctorial	博士
doctorial	学者的
doctorial	学者
winebibbing	贪杯
snowbird	雪鸟
lecturer	演讲者
lecturer	讲师
pyx	货币检查箱
pyx	放入货币检查箱检查
applet	Java的程序
empirical	完全根据经验的
empirical	完全根据经验
empirical	经验主义的
empirical	经验主义
empirical	实验式
smaragdine	翡翠绿的
smaragdine	翡翠绿
smaragdine	鲜绿色的
smaragdine	鲜绿色
libbie	妇女解放论者
enduring	持久的
enduring	持久
enduring	不朽的
enduring	不朽
turion	具鳞根出条
intonation	语调
intonation	声调
undisciplinable	不可以训练的
undisciplinable	不可以训练
undisciplinable	不可以调教的
undisciplinable	不可以调教
unposed	没有摆姿势的
unposed	没有摆姿势
unposed	不装模作样的
unposed	不装模作样
sailorly	海员般的
sailorly	海员般
safi	萨菲
exgratia	作为优惠的
exgratia	作为优惠
paulist	保禄会会员
rationalization	合理化
rationalization	合于经济原则
sienese	锡耶纳的
sienese	锡耶纳
sienese	锡耶纳人的
sienese	锡耶纳人
snowwhite	雪白的
snowwhite	雪白
oxidase	氧化酶
apsidal	拱点的
apsidal	拱点
hophead	麻药中毒者
jesuitize	使成为耶稣会员
jesuitize	使变阴险
scratchboard	=scraperboard
footstalk	叶柄
footstalk	花梗
suspensory	支持的
suspensory	支持
suspensory	悬吊的
suspensory	悬吊
suspensory	暂时中止的
suspensory	暂时中止
suspensory	悬吊式
suspensory	悬带
sircar	=sirkar
victory	胜利
victory	战胜
victory	克服
victory	胜利女神
adducible	可以引证的
adducible	可以引证
adducible	可以举出例证的
adducible	可以举出例证
pendulum	钟摆
pendulum	摇锤
warning	警告
warning	预告
warning	通知
warning	预兆
innocence	清白
mighty	有势力的人
mighty	有势力的
mighty	有势力
mighty	强大的
mighty	强大
mighty	有力的
mighty	有力
mighty	很
mighty	极
mighty	非常
prostitute	妓女
gyneocracy	=gynecocracy
lemuroid	类似狐猴的
lemuroid	类似狐猴
lemuroid	狐猴的
lemuroid	狐猴
confrontationist	主张对抗的
confrontationist	主张对抗
confrontationist	对抗主义者
crapulous	饮过量的
crapulous	饮过量
crapulous	暴饮暴食的
crapulous	暴饮暴食
flannelboard	法兰绒板
transspecific	特异性转移的
transspecific	特异性转移
stratose	成层的
stratose	成层
doting	沉溺于爱的
doting	沉溺于爱
doting	溺爱的
doting	溺爱
nonrecuring	不重现的
nonrecuring	不重现
nonrecuring	不再发生的
nonrecuring	不再发生
resonance	共鸣
resonance	回声
resonance	反响
resonance	中介
resonance	谐振
resonance	共振
resonance	共振子
resonance	极短命的不稳定基本粒子
exhalation	呼出
exhalation	呼气
exhalation	蒸发
exhalation	发散物
infelicity	不吉利
infelicity	不幸
infelicity	不合适
lown	静的
lown	静
lown	平静的
lown	平静
lown	安宁的
lown	安宁
paddy	稻
paddy	谷
paddy	狂怒
paddy	大怒
isogeotherm	等地温线
isogeotherm	地下等温线
sarcophilous	喜食肉的
sarcophilous	喜食肉
duad	成对的东西
keelblocks	龙骨墩
inconcinnity	不适合
inconcinnity	不调和
