daishiki	=dashiki
flakeboard	刨花板
beagling	携猎兔犬打猎
buckayro	=buckaroo
alas	唉
kansas	堪萨斯州
arquebusier	火绳枪兵
snakehead	黑鱼
romancer	传奇小说作家
romancer	讲虚构故事的人
oxymoron	矛盾修饰法
honor	尊敬
honor	敬意
honor	荣誉
honor	光荣
honor	尊敬
honor	给以荣誉
ama	American
ama	Medical
ama	Association
ama	美国医药协会
ama	澳大利亚医学协会
ama	Automatic
ama	message
ama	accounting
ama	自动报文记帐
photoceramic	陶器照相的
photoceramic	陶器照相
puro	雪茄烟
parakiting	风筝伞滑翔
tuberculous	有结的
tuberculous	有结
tuberculous	结节状的
tuberculous	结节状
tuberculous	患有结核病的
tuberculous	患有结核病
bania	=bunnia
commie	共产党员
anomalistic	不规则的
anomalistic	不规则
anomalistic	反常的
anomalistic	反常
anomalistic	近点的
anomalistic	近点
deme	古希腊阿提卡之市区
deme	同类群
acrocephalia	尖头的
acrocephalia	尖头
acrocephalia	尖头畸型的
acrocephalia	尖头畸型
kavaphis	Constantine
kavaphis	卡瓦菲斯
inveterately	根深蒂固地
inveterately	根深蒂固
inveterately	积习地
inveterately	积习
blunderer	轻率粗心的人
artist	艺术家
artist	画家
enlist	征募
enlist	谋取
enlist	应募
enlist	赞助
enlist	支持
enlist	征召
enlist	参军
vasculum	植物采集箱
vasculum	采集用囊
vasculum	解小管
fishtail	鱼尾状的
fishtail	鱼尾状
fishtail	摇摆尾翼而减缓飞行速度
gre	Graduate
gre	Record
gre	Examination
gre	美国研究生入学考试
gre	Generic
gre	Routing
gre	Encapsulation
gre	通用路由压缩
vacuolar	=vacuolate
usnea	松萝
kartel	木床
tamure	塔希提舞
parenthesize	将……加上括弧
parenthesize	加插入语于
bist	阿拉伯学者
fot	free
fot	on
fot	truck
eutychian	优迪克主义的
eutychian	优迪克主义
ploughing	耕作
chlordane	一种强力杀虫剂
benomyl	苯菌灵
benomyl	苯来特
eprime	没有动词to
eprime	be的英语
dodge	避开
dodge	躲避
dodge	诡计
dodge	躲藏
potage	肉汁
poachy	易被牲口踩得泥泞的
poachy	易被牲口踩得泥泞
poachy	湿而松软的
poachy	湿而松软
opacimeter	乳浊度计
opacimeter	暗度计
roentgenogram	X光相片
sclera	巩膜
vassal	诸侯
vassal	封臣
vassal	附庸
vassal	诸侯
vassal	为臣的
vassal	为臣
vassal	仆从的
vassal	仆从
watcheye	角膜白斑
fipple	风琴管哨口
penniless	赤贫的
penniless	赤贫
penniless	贫穷的
penniless	贫穷
meter	米
meter	公尺
meter	计
meter	表
meter	仪表
fitful	断断续续的
fitful	断断续续
fitful	一阵阵的
fitful	一阵阵
fitful	间歇的
fitful	间歇
fitful	不定的
fitful	不定
fitful	不规则的
fitful	不规则
hayashi	助兴乐
geophysical	地球物理学的
geophysical	球物理学
arigato	谢谢
caddis	石蚕
caddis	粗织的毛料
rupturable	可破裂的
rupturable	可破裂
rupturable	可破坏的
rupturable	可破坏
khadi	印度土布
pimento	西班牙甘椒
pimento	甘椒树
pyramidical	=pyramidal
abscissa	横坐标
label	标签
label	签条
label	商标
label	标志
label	贴标签于
label	指……为
label	分类
label	标注
label	加上或修改磁盘的标签
cpt	Captain
longspur	铁爪鸟
macromere	大裂球
moneyed	有钱的
moneyed	有钱
metatheory	超理论
sinusitis	窦炎
localizable	能地方化的
localizable	能地方化
localizable	可以定域的
localizable	可以定域
lubricous	光滑的
lubricous	光滑
lubricous	难捉摸的
lubricous	难捉摸
springbok	跳羚
etagere	架子
mogilalia	出语困难
mogilalia	难语症
empirically	以经验为主地
empirically	以经验为主
englander	英格兰人
englander	英国人
embarrass	使困窘
embarrass	使局促不安
embarrass	阻碍
embarrass	麻烦
nemesis	报应
nemesis	复仇女神
sequestrant	螯合剂
retributivism	报复主义
retributivism	惩罚主义
nonpartisan	无党无派的
nonpartisan	无党无派
nonpartisan	超乎党派的
nonpartisan	超乎党派
executancy	执行的人
executancy	演奏的人
teratoma	畸胎瘤
museful	沉思的
museful	沉思
mithraist	密特拉神的信徒
vigil	守夜
remark	备注
remark	评论
remark	注意
remark	注释
remark	评论
remark	注意
remark	谈及
remark	谈论
humorlessly	缺乏幽默感地
humorlessly	缺乏幽默感
humorlessly	非常严肃地
humorlessly	非常严肃
humorlessly	一本正经地
humorlessly	一本正经
unfailing	经久不衰的
unfailing	经久不衰
unfailing	无穷尽的
unfailing	无穷尽
unfailing	可靠的
unfailing	可靠
footsore	伤了脚的
footsore	伤了脚
steeply	险峻地
steeply	险峻
musicianship	音乐技巧
musicianship	音乐感
musicianship	音乐才能
musicianship	音乐修养
musicianship	音乐鉴赏力
antinucleon	反核子
inexhaustive	不详尽的
inexhaustive	不详尽
inexhaustive	不彻底的
inexhaustive	不彻底
rhg	Royal
rhg	Horse
rhg	Guards
rhg	皇家近卫骑兵团
frictional	摩擦的
frictional	摩擦
frictional	摩擦力的
frictional	摩擦力
coalize	加入联盟
decor	舞台装饰
decor	装饰之格调
pudsy	圆胖的
pudsy	圆胖
skytrooper	伞兵
ilp	Independent
ilp	Labour
ilp	Party
ilp	独立工党
burgeon	嫩芽
burgeon	萌芽
carnivalesque	好像过节的
carnivalesque	好像过节
carnivalesque	快乐的
carnivalesque	快乐
apatite	磷灰石
buccinator	颊肌
cum	连同
cum	附带
squirmy	蠕动的
squirmy	蠕动
shunpike	支路
recommence	重新开始
minx	轻佻女子
minx	风骚女子
minx	妓女
minx	荡妇
deuterocanonical	续经的
deuterocanonical	续经
deuterocanonical	正经的
deuterocanonical	正经
radarscope	电波映像镜
radarscope	雷达示波器
astral	星形的
astral	星形
spatzle	=spaetzle
gladless	无欢笑的
gladless	无欢笑
derisory	嘲笑的
derisory	嘲笑
derisory	嘲弄的
derisory	嘲弄
bombastic	夸大的
bombastic	夸大
bombastic	言过其实的
bombastic	言过其实
crept	creep
crept	的过去式
moonhead	傻瓜
moonhead	笨蛋
moonhead	神经错乱的人
subreption	隐匿真相
subreption	歪曲事实
freya	司爱与美的女神
sandman	睡眠之精灵
expunction	消去
expunction	消灭
expunction	消除
meionite	钙柱石
hangdog	鬼鬼祟祟的
hangdog	鬼鬼祟祟
hangdog	卑躬屈膝的
hangdog	卑躬屈膝
hangdog	低贱的
hangdog	低贱
hangdog	的人
brinell	hardness
brinell	布氏硬度
brinell	压球硬度
referrable	=referable
liveable	适于居住的
liveable	适于居住
liveable	可住的
liveable	可住
canon	教会法教规
canon	教规
canon	一个作家的真作
canon	日本佳能公司
partitive	区分的
partitive	区分
partitive	部分的
partitive	部分
partitive	表示部分的词
counterjumper	店员
counterjumper	伙计
dacoit	强盗集团成员
dacoit	土匪
enterolith	肠石
normal	正规
normal	常态
normal	法线
normal	正常的
normal	正常
normal	正规的
normal	正规
normal	标准的
normal	标准
mercantile	商人的
mercantile	商人
mercantile	商业的
mercantile	商业
mercantile	经商的
mercantile	经商
mercantile	重商主义的
mercantile	重商主义
mercantile	以金钱为目的的
mercantile	以金钱为目
disparate	全异的
disparate	全异
overdue	迟到的
overdue	迟到
rumrunner	酒类走私贩
eery	怪诞的
eery	怪诞
eery	奇异的
eery	奇异
eery	不安的
eery	不安
eery	可怕的
eery	可怕
desecrater	亵渎者
desecrater	污辱者
silicular	似短角果的
silicular	似短角果
silicular	短角果形的
silicular	短角果形
potted	盆栽的
potted	盆栽
potted	瓶或罐装的
potted	瓶或罐装
potted	浓缩的
potted	浓缩
scoffer	嘲笑者
enroot	深植
enroot	使扎根
curious	好奇的
curious	好奇
curious	求知的
curious	求知
curious	古怪的
curious	古怪
curious	爱挑剔的
curious	爱挑剔
retardant	延缓剂
retardant	延缓的
retardant	延缓
retardant	使迟滞的
retardant	使迟滞
unreconciled	未和解的
unreconciled	未和解
unreconciled	未和好的
unreconciled	未和好
unreconciled	未取得一致的
unreconciled	未取得一致
unreconciled	不甘心的
unreconciled	不甘心
fiddleback	小提琴状的东西
marine	舰队
marine	水兵
marine	海运业
marine	海的
marine	海
marine	海产的
marine	海产
marine	航海的
marine	航海
marine	船舶的
marine	船舶
marine	海运的
marine	海运
hydromechanical	流体力学的
hydromechanical	流体力学
known	知名的
known	知名
known	大家知道的
known	大家知道
known	know的过去分词
blanquet	布朗克梨
daintiness	优美
daintiness	过分的讲究
daintiness	美味
everywhere	各处
everywhere	到处
superconductive	su:pEkRndQk5tIv/
superconductive	超档枷窒蟮
superconductive	超电导的/嫉缧
noninductively	无感地
noninductively	无感
peribolos	围墙
gonadotropic	刺激生殖腺的
gonadotropic	刺激生殖腺
margaret	女子名
chugging	引擎中燃料的间歇性燃烧
amidocyanogen	氨基
amidocyanogen	胺基
irrealizable	不能实现的
irrealizable	不能实现
irrealizable	不能达到的
irrealizable	不能达到
advect	用平流输送
turbination	倒圆锥形
turbination	涡卷
auscultatory	听诊的
auscultatory	听诊
redbelly	dace
redbelly	红腹雅罗鱼
ladderback	椅背成梯状的
ladderback	椅背成梯状
sodden	浸透的
sodden	浸透
renewal	更新
renewal	复兴
renewal	恢复
renewal	续借
renewal	重申
renewal	补充
buyer	买主
buyer	顾客
buyer	采购员
deciduous	每年落叶的
deciduous	每年落叶
deciduous	非永久性的
deciduous	非永久性
longcloth	上等棉布
blether	胡说
enteropathy	肠病
enteropathy	肠下垂
muso	乐师
walkover	走过场的比赛
walkover	轻易得胜
telekinese	隔空取物
zebroid	像斑马的
zebroid	像斑马
zebroid	斑马的
zebroid	斑马
zebroid	斑马状动物
ovate	卵形的
ovate	卵形
dysphagia	吞咽困难
dysphagia	咽下困难
horrendous	可怕的
horrendous	可怕
srna	可溶性核糖核酸
counterwork	反抗
counterwork	对抗
counterwork	阻碍
counterwork	反对作用
counterwork	对抗
counterwork	对垒
cylindroid	曲线岛
cylindroid	圆柱形的
cylindroid	圆柱形
phenomenalism	现象论
lachrymatory	泪瓶
lachrymatory	泪的
lachrymatory	泪
lachrymatory	催泪的
lachrymatory	催泪
shoot	射击
shoot	发射
shoot	摄影
shoot	急流
shoot	射击
shoot	投射
shoot	伸出
shoot	拍摄
shoot	用完
shoot	挥出
shoot	给……注射
shoot	使爆炸
shoot	射出
shoot	射击
shoot	发出
shoot	发芽
shoot	射门
shoot	拍电影
flatiron	熨斗
gob	凝块
gob	口
gob	美国水兵
gob	吐唾沫
detribalize	使部落组织解体
capture	捕获
capture	战利品
capture	俘获
capture	捕获
capture	夺取
coelostat	定天镜
neutralism	中立
neutralism	中立主义
cumulonimbus	积雨云
lill	垂下
celerity	敏捷
celerity	快速
sibu	诗巫
sleepily	想睡地
sleepily	想睡
sleepily	困倦地
sleepily	困倦
discomposingly	扰乱地
discomposingly	扰乱
discomposingly	失常地
discomposingly	失常
copulate	性交
copulate	交配
copulate	交尾
copulate	连接的
copulate	连接
copulate	配合的
copulate	配合
phragmoplast	成膜体
erythroblastic	成红血球细胞的
erythroblastic	成红血球细胞
erythroblastic	有核红血球的
erythroblastic	有核红血球
shache	莎车
stockist	有库存的批发商或零售商
sinisterly	不吉祥地
sinisterly	不吉祥
sinisterly	邪恶地
sinisterly	邪恶
vicar	教区牧师
pacify	使平静
pacify	安慰
pacify	抚慰
launfal	郎佛尔
uncircumstantial	不详尽的
uncircumstantial	不详尽
uncircumstantial	非细节的
uncircumstantial	非细节
winthrop	温思罗普
faecula	淀粉
agrostology	草本学
oligarchy	寡头政治
oligarchy	寡头政治的执政团
quartation	金银的硝酸分解法
sociometry	社会人际学
tenour	=tenor
waling	支腰梁
waling	支横档
secularist	世俗论者
secularist	非宗教的教育论者
cagliari	卡利亚里
unmusicality	不合调
unmusicality	不和谐
unmusicality	不悦耳
unmusicality	不动听
menopause	绝经期
menopause	更年期
menopause	活动终止期
diseased	患病的
diseased	患病
diseased	败坏的
diseased	败坏
diseased	有病
apostrophic	使用撇号的
apostrophic	使用撇号
apostrophic	顿呼法的
apostrophic	顿呼法
markup	涨价
markup	涨价幅度
affirm	断言
affirm	确认
affirm	肯定
radiale	桡腕骨
tortillon	擦笔
thegn	=thane
eca	Economic
eca	Eommission
eca	for
eca	Africa
eca	非洲经济委员会
bushcraft	丛林谋生知识和技能
detract	转移
galloon	细绳
galloon	纱带
galloon	金银丝花边
expeditionist	远征队员
expeditionist	探险队员
demodulation	解调
demodulation	检波
corequake	核震
unpardonable	不可原谅的
unpardonable	不可原谅
unpardonable	不可宽恕的
unpardonable	不可宽恕
barbarism	野蛮
barbarism	未开化
barbarism	原始
barbarism	不文明
pistol	手枪
pact	合同
pact	公约
pact	协定
mcps	微软产品专家认证
manifestative	显然的
manifestative	显然
manifestative	明白的
manifestative	明白
anaerobic	没有空气而能生活的
anaerobic	没有空气而能生活
anaerobic	厌氧性的
anaerobic	厌氧性
asia	亚洲
rattiness	暴躁易怒
ullage	不足量
ullage	损耗
teaching	教学
teaching	教义
teaching	教导
originality	创意
originality	新奇
smilingly	微笑地
smilingly	微笑
sonorousness	响亮
sonorousness	宏亮
addlebrained	=addlepated
arbitrable	可裁决的
arbitrable	可裁决
regisseur	导演
regisseur	舞台监督
gassed	喝醉酒的
gassed	喝醉酒
gassed	使陶醉的
gassed	使陶醉
yesternight	在昨夜
zippy	敏捷的
zippy	敏捷
zippy	活泼的
zippy	活泼
revehent	输回
bromism	溴中毒
monstera	蓬莱蕉
balderdash	胡言乱语
balderdash	梦呓
nevertheless	然而
nevertheless	不过
nevertheless	仍然
nevertheless	不过
kali	卡莉
kali	钾猪毛菜
antisexual	反对性行为的
antisexual	反对性行为
antisexual	起抑制性欲作用的
antisexual	起抑制性欲作用
matriarchate	女家长制社会
appropriately	适当地
appropriately	适当
leveler	平均主义者
leveler	水平测量员
leveler	轧平机
coercive	强制的
coercive	强制
coercive	强迫的
coercive	强迫
release	释放
release	让渡
release	豁免
release	发行的书
release	释放证书
release	释放
release	解放
release	放弃
release	让与
release	免除
release	发表
release	版本
release	发布
cheeseburger	夹干酪和碎牛肉的三明治
cheeseburger	放有干酪的肉饼
normative	标准化的
normative	标准化
tsp	teaspoon茶匙
tsp	teaspoonful一茶匙量
posthaste	特快
posthaste	特快的
posthaste	特快
clandestine	秘密的
clandestine	秘密
dandiacal	吊儿郎当的
dandiacal	吊儿郎当
dandiacal	打扮漂亮的
dandiacal	打扮漂亮
dandiacal	纨绔子的
dandiacal	纨绔子
ecumenical	一般的
ecumenical	一般
ecumenical	普通的
ecumenical	普通
autarchical	独裁的
autarchical	独裁
autarchical	专制的
autarchical	专制
sesquicarbonate	倍半碳酸盐
patriarchate	主教的职位
patriarchate	任期
patriarchate	管区等
patriarchate	族长政治
mi	大音阶的第三音
unadmitted	不让进入的
unadmitted	不让进入
unadmitted	未被承认的
unadmitted	未被承认
doorframe	门框
erastian	Thomas
erastian	Erastus的
erastian	Erastus
erastian	信奉
erastian	Erastus
erastian	之学说的人
erastian	国家万能论者信徒
nucleic	=nucleinic
pongid	n
pongid	猩猩科类人猿
dada	爸爸
dada	达达主义
segmentation	分割
copyboard	原稿架
copyboard	翻拍架
citroen	雪铁龙汽车
lipolysis	脂解
farsighted	有远见的
farsighted	有远见
wharfside	里档
wharfside	靠码头的一边
casquet	无面甲轻型头盔
heartbroken	悲伤的
heartbroken	悲伤
mopishly	忧郁地
mopishly	忧郁
mopishly	茫然沮丧地
mopishly	茫然沮丧
antiauthority	反权威的
antiauthority	反权威
antiauthority	反官方的
antiauthority	反官方
antiauthority	敌视政府的
antiauthority	敌视政府
wryly	挖苦地
wryly	挖苦
wryly	表情冷漠地
wryly	表情冷漠
tapeline	卷尺
aneurysm	动脉瘤
coriaceous	皮的
coriaceous	皮
coriaceous	皮质的
coriaceous	皮质
coriaceous	强韧的
coriaceous	强韧
gru	Glavnoe
gru	Razvedivatelnoe
gru	Upravlenie格勒乌
gru	苏军总参谋部情报总局
termless	无限期的
termless	无限期
termless	无条件的
termless	无条件
resulting	作为结果的
resulting	作为结果
resulting	因而发生的
resulting	因而发生
missent	missend的过去式和过去分词
