balalaika	俄式三弦琴
alcazar	城堡
reflexly	反射地
reflexly	反射
reflexly	反省地
reflexly	反省
antibacchii	长长短格
workboat	施工船
workboat	工作艇
packing	包装
packing	包装
mountebank	江湖郎中
mountebank	骗子
chaldaea	=Chaldea
berylliosis	铍中毒
sciurid	松鼠科动物
gravamen	不平
gravamen	苦诉
gravamen	控诉要旨
blindman	辨认信件姓名地址的邮务员
blindman	盲人
nosewing	鼻翼
hydrocortisone	氢化可的松
violently	猛烈地
violently	猛烈
violently	激烈地
violently	激烈
violently	极端地
violently	极端
civilise	文明化
civilise	教化
cittern	西特琴
kikoi	基科伊色边条子厚棉布
coranglais	英国管
proxemics	空间关系学
lunik	月球探测器
lunik	探月火箭
advent	基督降临
advent	2降临节
onside	不越位
pneumatocele	肺膨出
pneumatocele	气瘤
microbarograph	微压计
ascu	Association
ascu	of
ascu	State
ascu	Colleges
ascu	and
ascu	Universities
ascu	州立学院及大学联合会
accidental	意外的
accidental	意外
accidental	非主要的
accidental	非主要
accidental	附属的
accidental	附属
accidental	非本质属性
accidental	次要方面
upbow	全弓奏
farther	更远的
farther	更远
farther	进一步的
farther	进一步
farther	更远地
farther	更远
farther	再往前地
farther	再往前
farther	此外
farther	far
farther	的比较级
ripcord	开伞索
handplay	互相殴打
handplay	扭打
handplay	大打出手
heliolatry	崇拜太阳
heterogynous	有生殖和不生殖两种雌性的
heterogynous	有生殖和不生殖两种雌性
anthroponym	姓氏
anthroponym	姓
snowshed	防雪崩的建筑物
reportedly	据传说
reportedly	据传闻
fortyish	四十几岁的
fortyish	四十几岁
fortyish	年近四十岁的
fortyish	年近四十岁
alone	单独的
alone	单独
alone	独一无二的
alone	独一无二
alone	孤独的
alone	孤独
alone	独自的
alone	独自
alone	独自地
alone	独自
everwho	pro
everwho	=whoever
reiterate	反复地说
reiterate	重申
reiterate	重做
morphemics	语素学
morphemics	词素学
commercial	商业的
commercial	商业
commercial	贸易的
commercial	贸易
bepraise	大吹大擂
bepraise	过分颂扬
epitaxy	取向附生
epitaxy	外延附生
relater	进述者
relater	叙述者
applausive	拍手欢呼的
applausive	拍手欢呼
sealab	海底实验室
volleyfire	群射
vet	兽医
vet	诊疗
vet	作兽医
diagrammatical	图表的
diagrammatical	图表
diagrammatical	概略的
diagrammatical	概略
dobbie	=dobby
grandma	奶奶
tessellated	棋盘格的
tessellated	棋盘格
tessellated	镶嵌的花样的
tessellated	镶嵌的花样
misspell	拼错
sidespin	侧旋
mansuetude	温顺
mansuetude	柔和
pyrrhic	出征舞
pyrrhic	抑抑格的
pyrrhic	抑抑格
amphisbaenian	蚓蜥
intolerance	不耐性
inurn	把骨灰装罐
inurn	埋葬
dovelet	小鸽
arthritic	关节炎的
arthritic	关节炎
cachucha	西班牙舞的一种或其舞曲
botargo	鲔鱼内脏配上的拌菜
robotize	使自动化
hammerless	无锤的
hammerless	无锤
hammerless	击铁不露于外的
hammerless	击铁不露于外
mixtecan	米斯泰克语
antigenicity	抗原性
pantagruelism	Pantagruel
pantagruelism	式幽默
fogyish	守旧的
fogyish	守旧
fogyish	旧头脑的
fogyish	旧头脑
fogyish	有些老保守似的
fogyish	有些老保守似
azole	一氮二烯伍圜
cutbank	陡岸
automania	恋车癖
automania	对汽车的过分依赖
automania	汽车万能心态
anthony	安东尼
overcurtain	遮盖
overcurtain	遮掩
overcurtain	使模糊
hemisphere	半球
vintager	采葡萄者
subatmospheric	低于大气层的
subatmospheric	低于大气层
subatmospheric	低于大气压的
subatmospheric	低于大气压
brucellosis	普鲁氏菌病
fescue	教鞭
fescue	牛毛草
fescue	酥油草
transsexualist	有异性转化欲者
transsexualist	易性癖者
marksmanship	枪法
marksmanship	射击术
esthesia	感觉
esthesia	感知
impawn	抵押
impawn	典当
impawn	立誓
unpolished	未磨光的
unpolished	未磨光
unpolished	无光泽的
unpolished	无光泽
unpolished	未磨练的
unpolished	未磨练
unpolished	粗鲁的
unpolished	粗鲁
alevin	小鲑鱼
alevin	刚孵化的小鱼
odontological	牙科学的
odontological	牙科学
konig	康尼格坑
konig	月球表面第三象限内的环形山脉
delitescent	潜伏的
delitescent	潜伏
susurrus	低语声
susurrus	沙沙声
susurrus	喃喃低语声
vehemency	激烈
vehemency	热心
vehemency	愤怒
misdoubt	怀疑
misdoubt	不信任
misdoubt	担心
misdoubt	怀疑
misdoubt	疑虑
sabaoth	千万军马
sabaoth	军队
kabardian	卡巴尔德语
physic	医学
physic	医术
physic	泻药
physic	给……服药
physic	治愈
ujamaa	乌贾马
delegacy	代表
delegacy	代表权
delegacy	代表团
phylloxerated	生满根瘤蚜的
phylloxerated	生满根瘤蚜
phylloxerated	生满葡萄根瘤蚜的
phylloxerated	生满葡萄根瘤蚜
deedless	没有行动的
deedless	没有行动
milliradian	毫弧度
pain	痛苦
pain	疼
pain	痛
pain	劳苦
pain	努力
pain	使痛苦
polyester	聚酯
tropicana	具有热带特性的东西
tropicana	热带产物
handler	处理者
handler	管理者
handler	训练者
handler	训练者
optometry	视力测定
optometry	验光
rang	ring的过去式
barrel	桶
barrel	装入桶内
neutralization	中立化
neutralization	中立状态
neutralization	中和
echinococcus	棘球绦虫
outermost	最外面的
outermost	最外面
outermost	最远的
outermost	最远
laconic	简洁的
laconic	简洁
laconic	简明的
laconic	简明
newy	=newie
shack	小室
tractorcade	拖拉机行列
tractorcade	成排的拖拉机
salian	撒利族的
salian	撒利族
convulsions	抽搐
convulsions	哄堂大笑
convulsions	社会动乱
atrophied	萎缩的
atrophied	萎缩
atrophied	衰退的
atrophied	衰退
unbraid	解开
overexposure	感光过度
beggarly	象乞丐的
beggarly	象乞丐
beggarly	赤贫的
beggarly	赤贫
fearlessly	勇敢地
fearlessly	勇敢
automatise	=automatize
lavaret	白鲑
applications'	NULL)
interdependeney	互相依赖
interdependeney	互相依存
jitney	五分硬币
resipiscent	改变心意的
resipiscent	改变心意
resipiscent	悔改的
resipiscent	悔改
aerobus	客机
aerobus	班机
aym	Angry
aym	Young
aym	Men
staggering	蹒跚的
staggering	蹒跚
staggering	摇晃的
staggering	摇晃
staggering	另人惊愕的
staggering	另人惊愕
deuterated	含重氢的
deuterated	含重氢
silent	寂静的
silent	寂静
silent	沉默的
silent	沉默
silent	无声的
silent	无声
silent	无记载的
silent	无记载
stockjobber	股票投机商
stockjobber	股票经纪人
stockjobber	证券公司
possibility	可能性
possibility	可能发生的事物
endozoic	动物内生的
endozoic	动物内生
endozoic	生于
endozoic	动物体内的
endozoic	动物体内
heteropathy	对症治疗法
heteropathy	对抗疗法
outstink	比……更难闻
outstink	比……更臭
keratometer	角膜散光计
keratometer	角膜弯度计
outlawry	宣布非法
outlawry	非法化
outlawry	放逐
affectively	情感地
affectively	情感
maldevelopment	畸形
maldevelopment	变形
boots	擦靴人
overstrict	过于严厉的
overstrict	过于严厉
overstrict	过于严格的
overstrict	过于严格
carib	加勒比人
archive	存档
archive	档案文件
inculpation	控告
nomism	严守宗教律法的行为
radioelement	放射性元素
dewitt	德威特
hornwort	金鱼藻
artilleryman	炮兵
artilleryman	炮手
proxy	代理人
jibber	后退的马
jibber	踌躇不前的人
emollient	使柔软的
emollient	使柔软
emollient	润肤剂
emollient	缓和剂
brazilian	巴西人
brazilian	巴西的
brazilian	巴西
griddlecake	热饼
inanga	南乳鱼
traducianism	灵魂遗传论
chukkar	马球戏的一回
housewifely	主妇们的
housewifely	主妇们
housewifely	节俭的
housewifely	节俭
zooecium	虫室
zooecium	虫胞
management	经营
management	管理
management	处理
management	操纵
management	驾驶
management	手段
portwine	mark色胎痣
microheterogeneity	微观不均一性
inexperienced	无经验的
inexperienced	无经验
inexperienced	不熟练的
inexperienced	不熟练
horror	惊骇
horror	恐怖
horror	惨事
horror	极端厌恶
retarder	阻滞剂
retarder	缓凝剂
retarder	减速器
quadrumvirate	有四人之一组
quadrumvirate	四人小组
meritocracy	知识界精华
rehabilitate	使康复
rehabilitate	使复职
rehabilitate	使恢复名誉
rehabilitate	使复原
nativity	出生
nativity	基督降生
scraper	刮刀
scraper	刮的人
scraper	平土机
scraper	铲土机
charman	工友仆役
acanthus	叶形的装饰板
preoperative	外科手术前的
preoperative	外科手术前
auxanometer	生长计
auxanometer	植物生长过程测定器
unassuageable	不能平息的
unassuageable	不能平息
unassuageable	难以平静的
unassuageable	难以平静
unassuageable	不可缓和的
unassuageable	不可缓和
unassuageable	不可减轻的
unassuageable	不可减轻
unassuageable	不能满足的
unassuageable	不能满足
intwist	=entwist
pollakiuria	频尿
acetous	产生醋酸的
acetous	产生醋酸
acetous	酸的
acetous	酸
acetous	有酸味的
acetous	有酸味
irritation	愤怒
remuda	加鞍备用马群
phantasmagoric	幻影似的
phantasmagoric	幻影似
phantasmagoric	变幻不定的
phantasmagoric	变幻不定
geopressured	经受地质力的高压的
geopressured	经受地质力的高压
geopressured	地内密封的
geopressured	内密封
ricey	似米的
ricey	似米
ricey	米的
ricey	米
zymotic	发酵
bowlegged	弯脚的
bowlegged	弯脚
immoral	不道德的
immoral	不道德
immoral	邪恶的
immoral	邪恶
immoral	放荡的
immoral	放荡
immoral	淫荡的
immoral	淫荡
contumelious	傲慢的
contumelious	傲慢
contumelious	侮辱性的
contumelious	侮辱性
imco	国际海事协议组织
bard	吟游诗人
linnet	红雀
inutile	无益的
inutile	无益
inutile	无用的
inutile	无用
inutile	赚不到钱
weir	堰
weir	鱼梁
predilection	爱好
predilection	偏袒
pugree	=puggree
asyntatic	不合语法的
asyntatic	不合语法
asyntatic	不合造句法的
asyntatic	不合造句法
poundal	磅达
beltman	机器修理工人
beltman	救生员
indemonstrable	不能证明的
indemonstrable	不能证明
oldrecipient	原收件人
deferment	迁延
deferment	延期
deferment	暂缓
replenisher	补
replenisher	补充物
replenisher	补偿物
microclimate	小气候
undemonstrated	未论证的
undemonstrated	未论证
undemonstrated	未证实的
undemonstrated	未证实
hatrack	帽架
rtol	短距起落
rtol	短距起落飞机
sailboat	帆船
homesick	思家的
homesick	思家
homesick	思乡病的
homesick	思乡病
cyanic	氰的
cyanic	氰
cyanic	含氰的
cyanic	含氰
underbelly	下腹部的
underbelly	下腹部
underbelly	物体的下方
underbelly	易受攻击的地带
mandate	委任托管权
mandate	委任统治
echolocate	凭回声
plaudit	喝采
corrigent	矫正的
corrigent	矫正
mutilation	切断
mutilation	毁损
moustache	小胡子
moustache	触须
debugging	调试
stackable	可叠起堆放的
stackable	可叠起堆放
stackable	易叠起堆放的
stackable	易叠起堆放
crumena	=crumen
victorianize	使具维多利亚特点
victorianize	使成维多利亚式
gynecocracy	妇女当政
demarkation	定界
demarkation	分界
larkspur	燕草属植物
geomechanics	地质力学
coleseed	油菜子
twimc	to
twimc	whom
twimc	it
twimc	may
twimc	concern
twimc	敬启者
cryonics	人体冷冻法
fishmeal	鱼粉
imbecility	低能
pukka	份量充足的
pukka	份量充足
pukka	纯良的
pukka	纯良
blowzed	=blowzy
virga	雨幡
mars	火星
mars	战神
mars	Medium
mars	Artillery
mars	Rocket
mars	Launcher
mars	中型炮兵火箭发射器
cosec	余割
hoots	咄
hoots	啐
kitool	棕榈
comtist	实证哲学的
comtist	实证哲学
comtist	实证论的
comtist	实证论
comtist	实证主义的
comtist	实证主义
carolinian	美国北卡罗莱纳州人
unhasp	解开……的搭扣
unhasp	打开
distracted	心烦意乱的
distracted	心烦意乱
neuralgia	神经痛
pinholder	簪式花插
viewership	电视观众
breakable	会破的
breakable	会破
breakable	易碎的
breakable	易碎
breakable	易破的东西
breakable	易碎的东西
breakable	质脆物品
subprefect	地方次级长官
xylol	=xylene
cryptocrystalline	隐晶的
cryptocrystalline	隐晶
drawee	付款人
stranger	陌生人
stranger	门外汉
gloaming	夕幕
gloaming	薄明
gloaming	黄昏
gadget	小器具
gadget	小配件
gadget	小玩意
gadget	诡计
nahuatlan	纳瓦特尔语
congolese	刚果人
congolese	刚果语的
congolese	刚果语
congolese	刚果人的
congolese	刚果人
bewail	悲悼
bewail	哀泣
bewail	叹惜
flywheel	调速轮
moider	使混乱
moider	迷惑
bisexed	两性畸形的
bisexed	两性畸形
bisexed	半阴阳的
bisexed	半阴阳
bisexed	雌雄同体的
bisexed	雌雄同体
marinade	腌泡汁
marinade	腌泡
credendum	信条
credendum	教条
anticathexis	情感的大变化
anticathexis	情绪的大转变
prettification	美化
prettification	修饰
prettification	装饰
digressional	=digressive
foretopmast	前桅的中桅
felon	重罪人
felon	蛇头
felon	瘭疽
felon	凶恶的
felon	凶恶
felon	邪恶的
felon	邪恶
felon	残忍的
felon	残忍
kobe	神户
glossographer	注释者
glossographer	注解者
stockholder	股东
languistics	语言学
wast	第二人称单数直说法
carbamidine	胍
hamfist	大拳头
herself	pro
herself	她自己
herself	她本人亲自
phonogenic	音响效果好的
phonogenic	音响效果好
oltp	联机事务处理
handed	有手的
handed	有手
egotrip	追名逐利
egotrip	自私地行事
egotrip	表现自己
anolyte	阳极液
plyers	=pliers
trapezoid	梯形
trapezoid	不等边四边形
ruction	吵闹
ruction	骚动
collectress	女收藏家
sanction	批准
sanction	同意
sanction	支持
sanction	制裁
sanction	认可
sanction	批准
sanction	同意
sanction	支持
sanction	鼓励
sanction	认可
rocketeer	操纵火箭者
rocketeer	火箭设计者
babylon	巴比伦
babylon	奢华淫靡的城市
babylon	任何大的富庶的或罪恶的城市
inbreak	入侵
asian	亚洲的
asian	亚洲
asian	亚洲人的
asian	亚洲人
asian	亚洲人
tachytelic	进化快速的
tachytelic	进化快速
thermoammeter	热电偶安培计
vulpinite	鳞硬石膏
elia	伊利亚
manage	处理
manage	应付过去
manage	管理
manage	控制
manage	操纵
manage	维持
manage	运用
manage	搞成
manage	设法
manage	达成
homiletics	说教术
incogitant	无思虑的
incogitant	无思虑
incogitant	粗心的
incogitant	粗心
menshevik	孟什维克的党员
menshevik	孟什维克的
menshevik	孟什维克
telaesthesia	超常知觉
telaesthesia	特异知觉
hoedown	活泼
hoedown	欢闹的乡村舞
hoedown	跳这种舞的舞会
motherless	无母的
motherless	无母
mob	一群
mob	成群暴动
mob	聚众滋扰
litigious	好诉讼的
litigious	好诉讼
litigious	好争论的
litigious	好争论
xinjiang	新疆
gingelli	=gingili
epistolize	写信
ribaldly	下流地
ribaldly	下流
ribaldly	猥亵地
ribaldly	猥亵
tenotomy	割腱术
darb	出众的人或物
milliard	十亿
footed	有脚的
footed	有脚
footed	……脚的
footed	……脚
matsumoto	松本
laurasia	劳亚古大陆
seraglio	土耳其、苏丹的宫殿闺房
ravening	掠夺
ravening	掠夺物
ravening	掠夺的
ravening	掠夺
bourdon	低音部音塞
bourdon	低音
bourdon	最低音的钟
thimble	顶针
thimble	心环
thimble	嵌环
thimble	套管
thimble	支撑环
boxlike	象箱子一样的
boxlike	象箱子一样
meddlesome	爱管闲事的
meddlesome	爱管闲事
meddlesome	好干涉的
meddlesome	好干涉
incogitability	无法想像
incogitability	无法猜测
dictatorship	专政
pocosin	浅沼泽
climb	攀登
climb	爬
climb	攀登
climb	爬
radiometer	辐射计
radiometer	放射计
anarchical	无政府主义的
anarchical	无政府主义
anarchical	无法的
anarchical	无法
empiriocriticism	经验批判主义
touraine	都兰
avocat	律师
histone	组蛋白
seismological	地震学上的
seismological	震学上
lunulate	小半月形的
lunulate	小半月形
zionist	支持或拥护犹太人复国运动者
ryke	抵达
ryke	到
referrible	可归究于
referrible	可参考的
referrible	可参考
covertly	偷偷摸摸地
covertly	偷偷摸摸
spumoni	意大利式的冰淇淋
necromancy	巫术
redemptory	买回的
redemptory	买回
redemptory	收回的
redemptory	收回
redemptory	赎回
redemptory	折旧的
redemptory	折旧
inoculability	接种
inoculability	注射
croker	sack
croker	=crocus
croker	sack
quiver	震动
quiver	颤抖
quiver	箭袋
quiver	箭袋中的箭
quiver	颤抖
quiver	振动
quiver	射中
quiver	使颤动
quiver	敏捷的
quiver	敏捷
unmasculine	非男性的
unmasculine	非男性
unmasculine	无男子汉气概的
unmasculine	无男子汉气概
