theosophical	神智学
sheer	透明的
sheer	透明
sheer	峻峭的
sheer	峻峭
sheer	避开
sheer	躲避
sheer	偏航
sheer	使避开
sheer	使偏航
sheer	完全
sheer	全然
sheer	峻峭
sheer	偏航
hemodia	牙齿过敏
hypersusceptibility	9haIpEsE`septeptE`bIlEtI/
hypersusceptibility	过敏絔过敏
iam	International
iam	Association
iam	of
iam	Machinists
iam	国际机械师协会
advisably	明智地
advisably	明智
advisably	可劝告地
advisably	可劝告
advisably	适当地
advisably	适当
choko	佛手瓜
dogmeat	喂狗的肉
dogmeat	碎肉
unconjugated	非结合的
unconjugated	非结合
hankering	渴望
cringer	畏惧者
cringer	奉承者
blackcock	黑色的雄松鸡
maquisard	法国反纳粹游击队员
antiparticle	反粒子
neighborship	结邻
family	家庭
family	家族
family	家属
family	亲属
family	子女
family	僚属
family	家庭的
family	家庭
family	家族的
family	家族
erratum	写错
erratum	排错
erratum	错误
erratum	错字勘误表
fossiliferous	含有化石的
fossiliferous	含有化石
tape	带子
tape	带
tape	录音带
tape	磁带
tape	录音
disrepute	坏名声
disrepute	无信誉
disrepute	不光彩
collectable	可收集的
collectable	可收集
collectable	可代收的
collectable	可代收
precritical	临危的
precritical	临危
precritical	危象前的
precritical	危象前
sijo	无韵律韵文
veined	有脉纹的
veined	有脉纹
veined	有叶脉的
veined	有叶脉
veined	有木纹的
veined	有木纹
veined	显出静脉的
veined	显出静脉
wavemeter	波长计
wavemeter	波频计
heterotroph	异养生物
dupion	由两条蚕合做的茧
legalistic	尊重法律的
legalistic	尊重法律
recanalization	重通
hebraism	希伯来语法
hebraism	希伯来思想
handhold	握住
handhold	把柄
handhold	线索
translucence	半透明
urethra	尿道
groping	探索的
groping	探索
groping	暗中摸索的
groping	暗中摸索
wicking	灯芯的材料
aliasing	图形的锯齿边缘或数字发声因取样比过低所产生的变形失真。
abstraction	提取
wageworker	工人
wageworker	劳动者
wageworker	靠工资为生的人
hying	hie的现在分词及动名词
acanthopterygian	棘鳍类的鱼
acanthopterygian	棘鳍类的
acanthopterygian	棘鳍类
narcodiagnosis	麻醉诊断法
electroslag	电渣焊接法的
electroslag	电渣焊接法
electroslag	电渣冶炼法的
electroslag	电渣冶炼法
overtechnologize	使过于技术化
overtechnologize	使过分工艺化
circus	马戏团
circus	杂技团
circus	马戏场
circus	杂技场
leatherwood	瑞香科小树或灌木
etude	练习曲
generitype	属型
wrench	扳钳
wrench	扳手
wrench	猛扭
wrench	痛苦
wrench	扭伤
wrench	歪曲
wrench	猛扭
wrench	使扭伤
wrench	曲解
wrench	抢
wrench	折磨
wrench	猛扭
wrench	绞痛
engraphy	记忆痕迹的形成
engraphy	印迹形成
discreditably	不名誉地
discreditably	不名誉
discreditably	有损信用地
discreditably	有损信用
discreditably	丢脸地
discreditably	丢脸
gladiolus	剑兰
gladiolus	唐菖蒲
brahmacharya	禁欲
brahmacharya	独身
embarkation	装载
embarkation	从事
undertint	淡色
undertint	浅色
undertint	柔和的颜色
asroc	antisubmarine
asroc	rocket
asroc	反潜火箭
comtean	=Comtian
triumph	胜利
triumph	成功
triumph	获得胜利
actinin	辅肌动蛋白
phytomer	植物繁殖单位
carpetnetter	指梦想利用Internet用户群赚钱的人
hexosamine	氨基己醣
hexosamine	己醣胺
unidentified	未经确认的
unidentified	未经确认
cesura	停止
cesura	一行诗中间的停顿
illustration	说明
illustration	例证
illustration	例子
illustration	图表
illustration	插图
illustration	插图
illustration	图解
emulsible	能乳化的
emulsible	能乳化
emulsible	可成乳状的
emulsible	可成乳状
digitoplantar	足掌的
digitoplantar	足掌
digitoplantar	足趾的
digitoplantar	足趾
allodially	自由地
allodially	自由
goniometry	角度测定法
goniometry	测角术
cauliform	茎状的
cauliform	茎状
relieving	救助的
relieving	救助
relieving	救援的
relieving	救援
labuan	纳闽岛
toupee	男子假发
qishm	=Qeshm
reproduceable	=reproducible
agrostography	研讨草类的论文
astragal	距骨
taraxacum	药用蒲公英干根
irrelevant	不相关的
irrelevant	不相关
irrelevant	不相关的
irrelevant	不相关
irrelevant	不切题的
irrelevant	不切题
granivore	食谷动物
sanguinarily	流血地
sanguinarily	流血
sanguinarily	嗜杀地
sanguinarily	嗜杀
sanguinarily	凶暴地
sanguinarily	凶暴
sanguinarily	由血构成的
sanguinarily	由血构成
karat	开
goloptious	=goluptious
border	边界
border	国界
border	边
border	边沿
border	边境
border	与……接壤
border	接近
border	接壤
unappreciation	不赏识的
unappreciation	不赏识
unappreciation	不欣赏
unappreciation	无鉴赏力
unappreciation	无欣赏能力
hacksaw	可锯金属的弓形锯
hacksaw	钢锯
chutist	跳伞者
hydriodic	碘氢的
hydriodic	碘氢
aeacus	爱考士
plimsol	=plimsoll
unfound	尚未找到的
unfound	尚未找到
unfound	未被发现的
unfound	未被发现
glaziery	安装玻璃
glaziery	玻璃工人之工作
civic	市的
civic	市
civic	市民的
civic	市民
civic	公民的
civic	公民
hedonist	快乐主义者
hedonist	享乐主义者
cauri	科里
elsa	埃尔莎
monicker	名字
monicker	绰号
monicker	外号
colonise	=colonize
wirepull	在幕后牵线
wirepull	在背后操纵
trotyl	=trinitrotoluene
priestess	女祭司
priestess	神职人员
overstrung	过度紧张的
overstrung	过度紧张
overstrung	神经过敏的
overstrung	神经过敏
hierogrammatist	画圣符者
hippology	马学
leucocidin	杀白血球素
ready	有准备的
ready	有准备
ready	准备完毕的
ready	准备完毕
ready	甘心的
ready	甘心
ready	情愿的
ready	情愿
ready	现成的
ready	现成
ready	迅速的
ready	迅速
equisetum	木贼属
equisetum	木贼
heterology	异体构造
campeche	坎佩切湾
logginess	迟钝
logginess	缺乏生气
benzoic	安息香的
benzoic	安息香
cytopathic	细胞病的
cytopathic	细胞病
cytopathic	引起细胞病变的
cytopathic	引起细胞病变
dramatically	戏剧地
dramatically	戏剧
dramatically	引人注目地
dramatically	引人注目
patrolwoman	女巡警
insured	被保险者
insured	保户
insured	加入保险的
insured	加入保险
cetin	软脂酸十六酯
hypalgesic	痛觉减退的
hypalgesic	痛觉减退
hypalgesic	痛觉迟钝的
hypalgesic	痛觉迟钝
ergophobiac	工作的人
jupiter	木星
cravenhearted	怯懦的
cravenhearted	怯懦
cravenhearted	胆小的
cravenhearted	胆小
volcanogenic	火山的
volcanogenic	火山
scorpio	天蝎宫
scorpio	天蝎座
lifemanship	先发制人
lifemanship	虚张声势
vendue	公开拍卖
vendue	拍卖
hotbrained	=botheaded
recoin	重铸
misemploy	误用
misemploy	应用不当
phyma	皮肤肿块
eurobond	欧洲债券
haemorrhoidectomy	痔切除术
womp	白色闪光
threepence	三便士银币
threepence	三便士
hypophalangism	指骨缺少
hypophalangism	趾骨缺少
wallace	华莱士
olaf	奥拉夫
sorbo	=sorbo
sorbo	rubber
colloquize	交谈
colloquize	会谈
glossitis	舌炎
interpreter	解释程序
interpreter	解释者
interpreter	口译人员
interpreter	翻译员
interpreter	讲解员
interpreter	注释器
bounty	慷慨
bounty	宽大
bounty	施舍
bounty	奖励金
cottonocracy	棉纱业集团
snigger	吃吃地笑
snigger	窃笑
snigger	吃吃窃笑
snigger	偷偷的笑
goldy	似黄金的
goldy	似黄金
goldy	金黄的
goldy	金黄
ribonuclease	核糖核酸酶
compose	组成
compose	写作
compose	排字
compose	安定
compose	调解
interviewer	会见者
knurled	有节的
knurled	有节
knurled	有凸边的
knurled	有凸边
oxtongue	牛舌
oxtongue	牛舌草
placoid	盾鳞状的
placoid	盾鳞状
placoid	有盾鳞的鱼
announcing	宣布
acidimetrical	酸量滴定的
acidimetrical	酸量滴定
surcharge	超载
surcharge	追加罚款
surcharge	额外费
surcharge	使装载过多
surcharge	追加罚款
elvish	小精灵的
elvish	小精灵
elvish	淘气的
elvish	淘气
iracund	易怒的
iracund	易怒
iracund	性情暴躁的
iracund	性情暴躁
saluresis	尿食盐排泄
haaf	深海渔场
opticist	光学物理学家
forecastle	前甲板
forecastle	船头的船楼
forecastle	前甲板下面的水手舱
paurometabolic	渐变态的
paurometabolic	渐变态
emeritus	名誉退休的
emeritus	名誉退休
emeritus	退休的
emeritus	退休
birth	出生
birth	产生
birth	出身
lacunary	有孔的
lacunary	有孔
lacunary	空隙的
lacunary	空隙
blink	眨眼
blink	闪亮
blink	无视
inshallah	但凭天意
inshallah	听天由命
inshallah	印沙安拉
appressed	紧贴的
appressed	紧贴
appressed	紧靠的
appressed	紧靠
triple	三倍数
triple	三个一组
triple	三倍的
triple	三倍
triple	三倍与
triple	增至三倍
streetcar	路面电车
businesswoman	妇女实业家
subserve	促进
acouchi	长尾刺鼠
nervation	脉状
nervation	叶脉
surrealist	超现实主义者
surrealist	超现实主义的
surrealist	超现实主义
litteratrice	女文人
litteratrice	女作家
halogeton	盐生草
predoctoral	博士前的
predoctoral	博士前
adorn	装饰
needly	如针的
needly	如针
needly	充满针的
needly	充满针
adige	阿迪杰河
excentric	不同圆心的
excentric	不同圆心
chairside	诊疗椅边的
chairside	诊疗椅边
turbaned	戴头巾的
turbaned	戴头巾
turbaned	包着头巾的
turbaned	包着头巾
turbaned	头帕海胆
infelt	内心感受的
infelt	内心感受
supergraphics	超大图形
msr	missile
msr	site
msr	radar
msr	导弹发射场雷达
sinopis	赭石颜料
urticaria	风疹
imprecation	祈求
imprecation	诅咒
goyim	goy的复数
heavenwards	朝向天空地
heavenwards	朝向天空
heavenwards	朝向天国地
heavenwards	朝向天国
paradigm	范例
eyry	巢
eyry	雏
yoghurt	酸乳酪
rainhat	防雨帽
impact	碰撞
impact	冲击
impact	冲突
impact	影响
impact	效果
impact	挤入
impact	撞击
impact	压紧
impact	对……发生影响
lees	酒糟
lees	渣滓
straitly	狭窄地
straitly	狭窄
straitly	严格地
straitly	严格
rawish	夹生的
rawish	夹生
rawish	有些不成熟的
rawish	有些不成熟
dlc	Data
dlc	Link
dlc	Control
dlc	数据链接控制
capsian	卡普萨
leila	利拉
spitrack	烤肉架
gnarr	=gnar
mineralogist	矿物学者
pentium	Intel公司生产的CPU芯片
pentium	中文译名为"奔腾"
intermittently	间歇地
intermittently	间歇
suppository	栓剂
jean	牛仔裤
jean	裤子
jean	细斜纹布
lekvar	梅子酱
tory	保守党党员
tory	保皇党人
tory	保守分子的
tory	保守分子
invasion	入侵
trompe	水风筒
graceless	粗俗的
graceless	粗俗
laminable	可辗薄的
laminable	可辗薄
laminable	可切成薄片的
laminable	可切成薄片
excusable	可原谅的
excusable	可原谅
excusable	可容许的
excusable	可容许
excusable	言之有理的
excusable	言之有理
excusable	可免除的
excusable	可免除
warhawk	"鹰派"人物
warhawk	好战分子
warhawk	战争叫嚣者
hitchhike	搭便车
hitchhike	要求
delirious	神志昏迷的
delirious	神志昏迷
delirious	不省人事的
delirious	不省人事
delirious	发狂的
delirious	发狂
updoming	上扩成穹丘形
refined	精制的
refined	精制
refined	优雅的
refined	优雅
refined	精确的
refined	精确
dresser	梳妆台
dresser	化妆师
dresser	碗柜
dresser	裹伤员
morena	莫雷纳
dudder	颤抖
dudder	使惶恐
crushability	压碎
crushability	压不皱
innage	剩余油料
revendication	收复失地的正式要求
emblem	象征
emblem	徽章
emblem	符号
emblem	寓意画
emblem	用象征表示
predicatory	讲道的
predicatory	讲道
predicatory	说教性的
predicatory	说教性
misbegotten	私生的
misbegotten	私生
misbegotten	非婚生的
misbegotten	非婚生
misbegotten	靠非法手段获取的
misbegotten	靠非法手段获取
misbegotten	设计得很拙劣
suffocating	令人窒息的
suffocating	令人窒息
suffocating	憋气的
suffocating	憋气
freebie	免费赠品
thingamajig	=thingumbob
configure	配置
configure	设定
configure	使成形
configure	使具一定形式
showdown	摊牌
filtrate	过滤
filtrate	筛选
filtrate	滤出液
hiccupy	打呃似的
hiccupy	打呃似
ringingly	响亮地
ringingly	响亮
ringingly	有力地
ringingly	有力
aeromagnetic	航空磁测的
aeromagnetic	航空磁测
cowardice	怯懦
cowardice	胆小
cavy	豚鼠
cavy	天竺鼠
scrotal	阴囊的
scrotal	阴囊
inconsiderate	不顾及别人的
inconsiderate	不顾及别人
inconsiderate	轻率的
inconsiderate	轻率
juno	Jupiter
juno	之妻
peh	希伯来语的第十七个字母
acetazolamide	乙酰唑胺
acetazolamide	醋唑磺胺
tamara	塔玛拉
cinemactor	电影男演员
pappus	冠毛
angleton	美国德州南部之一镇
feckless	无气力的
feckless	无气力
feckless	没精神的
feckless	没精神
feckless	软弱的
feckless	软弱
feckless	无用的
feckless	无用
protasis	条件从句
protasis	序诗
containment	围堵政策
containment	牵制政策
fireproofing	防火
fireproofing	耐火
eradiate	发射
eradiate	辐射
aphasiology	失语症学
brickle	脆的
brickle	脆
brickle	易碎的
brickle	易碎
preallotment	预先分配
preallotment	预先分配的东西
nonobservance	不遵守
nonobservance	违反
keek	偷看
keek	侦察
transcendental	/
transcendental	先验说
transcendental	超ist/9trAnsen`denl/
transcendental	先验的
transcendental	先验
transcendental	超栽铰
singleton	一个
singleton	独身
singleton	单独
ospf	Open
ospf	Shortest
ospf	Path
ospf	First
ospf	开放最短路优先
fogbow	雾虹
desegregation	废止种族歧视
margot	玛戈特
mobilization	动员
metopic	额的
metopic	额
assail	攻击
assail	质问
pareve	不含肉或奶的
pareve	不含肉或奶
opiate	鸦片剂
opiate	安眠的
opiate	安眠
opiate	缓和
everdamp	艾式转写纸
bulbospongiosus	muscle
bulbospongiosus	球海绵体肌
harlemite	哈林区的居民
sexually	性别地
sexually	性别
sexually	两性之间地
sexually	两性之间
moronism	低能
moronism	鲁钝
avowry	某种行为之声明
atresic	闭锁的
atresic	闭锁
atresic	不通的
atresic	不通
eustatically	海面升降地
eustatically	海面升降
eustatically	海面变化地
eustatically	海面变化
leafhopper	叶蝉
slain	slay的过去分词
cddb	CD
cddb	Data
cddb	Base
cddb	音乐光盘信息数据库
elohim	神
hydroskimmer	水面掠行艇
hellcat	悍妇
hellcat	巫婆
hellcat	泼妇
vaccinate	进行预防接种
vaccinate	被接种牛痘者
bidding	命令
bidding	出价
bidding	邀请
bioactive	对活质起作用的
bioactive	对活质起作用
bioactive	生物活性的
bioactive	生物活性
oxysome	氧化粒
ignitable	易起火的
ignitable	易起火
ignitable	可燃性的
ignitable	可燃性
editor	编辑
editor	编辑器
editor	编者
upblown	充了气的
upblown	充了气
upblown	膨胀的
upblown	膨胀
elastance	倒电容
cannibalistic	食人肉的
cannibalistic	食人肉
cannibalistic	同类相食的
cannibalistic	同类相食
scobiform	锯屑状的
scobiform	锯屑状
scobiform	锉屑形的
scobiform	锉屑形
lenticular	透镜的
lenticular	透镜
lenticular	小扁豆似的
lenticular	小扁豆似
predigestion	预先消化
predigestion	简化
gentry	贵族们
declassee	女性失去社会地位的
declassee	女性失去社会地位
classicist	古典学者
classicist	古典主义者
propman	小道具管理员
leching	淫荡的
leching	淫荡
leching	好色的
leching	好色
leching	纵欲的
leching	纵欲
autosave	自动保存
hemolysin	溶血素
hemolysin	溶红血球素
prepuberal	青春期前的
prepuberal	青春期前
tachina	fly寄蝇
sunroom	日光浴室
carriole	小型马车
carriole	雪橇
indiscerptible	不溶解的
indiscerptible	不溶解
indiscerptible	不可分割的
indiscerptible	不可分割
indiscerptible	不能肢解的
indiscerptible	不能肢解
regardful	留心的
regardful	留心
regardful	关心的
regardful	关心
regardful	表示敬意的
regardful	表示敬意
iconotropy	圣像的曲解利用
hocky	=hockey
namaqualand	纳马夸兰
reliquiae	遗体
unincumbered	=unencumbered
unscarred	无疮疤的
unscarred	无疮疤
unscarred	无疤痕的
unscarred	无疤痕
aspherics	非球面镜头
bookend	书挡
bookend	压书具
quiche	乳蛋饼
portionless	没有配给物的
portionless	没有配给物
portionless	没有承继财产的
portionless	没有承继财产
eustacy	海面升降
eustacy	海面变化
sulphuryl	磺酰
sublimation	升华
