presidiary	驻防
grassfinch	草雀
roble	美国西部产的白橡树
monopteron	=monopteros
rabi	早春作物
pekoe	香红茶
pekoe	白毫
astrobleme	陨星坑
overleaf	在背面
overleaf	在次页
uc	upper
uc	case
uc	大写
uc	ubiquitous
uc	computer
uc	无处不在的计算机
multicast	多点传送
sublimely	高尚地
sublimely	高尚
sublimely	卓越地
sublimely	卓越
summerhouse	凉亭
summerhouse	亭子
beige	浅褐色的
beige	浅褐色
beige	米色
listerize	消毒
analemma	地球仪8字曲线
chlorotic	萎黄病的
chlorotic	萎黄病
chlorotic	变色病的
chlorotic	变色病
sonolyse	=sonolyze
southwesternmost	最西南的
southwesternmost	最西南
southwesternmost	极西南的
southwesternmost	极西南
bloodmobile	巡回采血车
surveillant	监视者
surveillant	监督者
surveillant	监视的
surveillant	监视
surveillant	监督的
surveillant	监督
overcareful	过分谨慎的
overcareful	过分谨慎
overcareful	过分用心的
overcareful	过分用心
pitchy	沥青的
pitchy	沥青
pitchy	漆黑的
pitchy	漆黑
intracranial	头颅内的
intracranial	头颅内
intracranial	颅骨内的
intracranial	颅骨内
opsimath	晚年开始学习的人
inauguration	就职典礼
inauguration	开幕式
isocephaly	人体等高构图法
brigandage	抢劫
brigandage	盗窃
brigandage	土匪
brigandage	强盗
manoletina	马诺来特斗牛法
kinsmanship	类似
kinsmanship	酷似
kibitzer	乱出点子的人
kibitzer	开玩笑的人
indirectly	间接地
indirectly	间接
indirectly	拐弯抹角地
indirectly	拐弯抹角
interrogative	表示疑问的
interrogative	表示疑问
interrogative	质问的
interrogative	质问
bibliophile	爱书者
bibliophile	藏书家
ululant	吠的
ululant	吠
ululant	呜呜叫的
ululant	呜呜叫
ululant	哀鸣的
ululant	哀鸣
unapprehensive	理解力差的
unapprehensive	理解力差
unapprehensive	不怀疑的
unapprehensive	不怀疑
interpellate	质问
interpellate	质询
mahren	=Moravia
interfusion	混入
interfusion	混合
valuable	贵重的
valuable	贵重
valuable	有价值的
valuable	有价值
valuable	颇有价值的
valuable	颇有价值
discrete	不连续的
discrete	不连续
discrete	离散的
discrete	离散
foundress	女创立者
girlish	少女的
girlish	少女
girlish	少女似的
girlish	少女似
girlish	适于女子的
girlish	适于女子
troubleshooter	纷争解决者
troubleshooter	调解纷争专家
uptodate	直到现代的
uptodate	直到现代
uptodate	现时的
uptodate	现时
uptodate	最新式的
uptodate	最新式
reflexology	反射论
painstaker	勤恳的人
painstaker	刻苦的人
methodise	=methodize
cutaneous	皮肤的
cutaneous	皮肤
cutaneous	影响皮肤的
cutaneous	影响皮肤
negrillo	矮小的非洲黑人
arginase	精氨酸酶
sgml	Standard
sgml	for
sgml	General
sgml	Markup
sgml	Language
sgml	通用标记语言标准
deuteron	氘核
binary	二进位的
binary	二进位
binary	二元的
binary	二元
sequential	连续的
sequential	连续
sequential	相续的
sequential	相续
sequential	有继的
sequential	有继
sequential	有顺序的
sequential	有顺序
sequential	结果的
sequential	结果
eyepiece	目镜
smear	涂上
smear	抹掉
smear	涂污
smear	诽谤
smear	抹去
smear	油迹
smear	污点
smear	涂片
smear	釉
smear	中伤
territ	鞍环
originative	有创作力的
originative	有创作力
originative	有发明之才能的
originative	有发明之才能
avg	average
unstrained	不勉强的
unstrained	不勉强
unstrained	未拉紧的
unstrained	未拉紧
unstrained	未过滤的
unstrained	未过滤
lactide	丙交酯
lactide	交酯
yardmaster	调车场场长
carrie	卡丽
kechumaran	奇楚亚马兰语系
sidra	锡德拉湾
laniard	=lanyard
overprescribe	处方过量
overprescribe	开过量
infusive	令人兴奋的
infusive	令人兴奋
infusive	有影响力的
infusive	有影响力
boletus	牛肝菌属真菌
mouthless	无口的
mouthless	无口
mouthless	无孔的
mouthless	无孔
attainments	成就
attainments	造诣
quadrisyllabic	四音节词的
quadrisyllabic	四音节词
quadrisyllabic	有四个音节的
quadrisyllabic	有四个音节
chapman	商人
chapman	小贩
chapman	叫卖者
mediocre	普普通通的
mediocre	普普通通
solonchak	盐土
thesaurus	辞典
hemosiderosis	血铁质
revisory	修订的
revisory	修订
hortative	劝告的
hortative	劝告
hortative	鼓励的
hortative	鼓励
hortative	忠告的
hortative	忠告
hortative	奖励的
hortative	奖励
dairymaid	酪农场的女工
limpa	甜黑麦面包
naming	命名
gentilism	非犹太教
gentilism	非摩门教
gentilism	异教
utilitarian	功利的
utilitarian	功利
utilitarian	实利的
utilitarian	实利
utilitarian	功利主义的
utilitarian	功利主义
utilitarian	功利论者
utilitarian	功利主义
skirting	裙料
skirting	壁脚板
corkboard	软木板
corkboard	软木公告板
feod	采邑
feod	封地
feod	封
arithmetically	算术上
cityward	朝向都市的
cityward	朝向都市
cityward	朝向都市
sungari	见
sungari	Songhua
sungari	River
giselle	吉塞尔
extemporise	=extemporize
boxroom	收藏室
boxroom	储藏室
inappropriately	不适当地
inappropriately	不适当
oktastylos	=octastylos
orcinol	苔黑素
orcinol	苔黑酚
ammoniacal	氨的
ammoniacal	氨
ammoniacal	氨性的
ammoniacal	氨性
nuque	项
nuque	颈背
helaine	赫莱茵
missis	太太
missis	妻子
fingerfish	海星
jaboticaba	拟爱神木
hogskin	猪皮
unheated	未加热的
unheated	未加热
unheated	不热的
unheated	不热
ngwee	恩韦
microteaching	微型教学
phosphorylcholine	磷酸胆碱
decentralization	分散
decentralization	地方分权
decentralization	排除集中
frugivorous	常食果实的
frugivorous	常食果实
sculpsit	由……所雕刻
shaving	刮
shaving	修胡须
shaving	削
shaving	刨
shaving	刨花
hyperextension	伸展过度
hyperextension	过伸
grab	抢夺
grab	攫取
grab	夺取
mislay	放错
lino	亚麻油地毡
lino	漆布
visive	视的
visive	视
visive	视力的
visive	视力
visive	可看见的
visive	可看见
compensator	补偿者
talgo	泰尔戈车
petit	次要的
petit	次要
petit	没价值的
petit	没价值
roachback	弓背
egomaniac	极端利己主义者
egomaniac	极端自我主义者
egomaniac	自大狂
luebke	Heinrich即Lubke
luebke	Heinrich
palewise	垂直地
palewise	垂直
editing	编辑的
editing	编辑
ricin	篦麻毒素
ricin	篦麻蛋白
immanent	内在的
immanent	内在
immanent	固有的
immanent	固有
immanent	无所不在的
immanent	无所不在
pondweed	水池草
subordinacy	下级地位
sleepwear	睡衣裤
hypoacusis	听觉迟钝、减退
scyphistoma	螅状幼体
scyphistoma	钵口幼虫
minatory	威胁的
minatory	威胁
rape	掠夺
rape	强奸
rape	葡萄渣
rape	油菜
rape	掠夺
rape	强奸
misdirection	指示错误
misdirection	写错
whirl	旋转
whirl	急动
whirl	急走
whirl	旋转
whirl	—连串快速的活动
mucedinous	霉的
mucedinous	霉
contradance	对面舞
contradance	对面舞曲
gravitate	受引力作用
gravitate	吸引
gravitate	倾向
gravitate	移动
lr	symb
lr	铹
newmown	新割的
newmown	新割
newmown	刚割的
newmown	刚割
wholesale	批发
wholesale	趸售
wholesale	批发的
wholesale	批发
wholesale	大规模的
wholesale	大规模
custard	奶油蛋羹
custard	奶油冻
sackcloth	麻袋布
quackish	庸医的
quackish	庸医
quackish	胡吹的
quackish	胡吹
galipot	松脂之一种
pipy	管状的
pipy	管状
pipy	笛声的
pipy	笛声
pipy	发尖声的
pipy	发尖声
stockbroker	股票经纪人
boondoggle	做细小而无用的事
boondoggle	细小而无用的事
boondoggle	手工品
tzaristic	=czarist
lcm	Lowest
lcm	Common
lcm	Multiple
lcm	最小公倍数
agraphia	因脑受伤致不能写字的失写症
autobiographer	自传作者
fiacre	小型出租马车
klunky	残旧的
klunky	残旧
klunky	破旧的
klunky	破旧
rattailed	鼠尾状的
rattailed	鼠尾状
rattailed	细长的
rattailed	细长
chinkerinchee	球根植物
noblesse	贵族阶级
lacrimate	=lachrymal
subscript	写在下方的
subscript	写在下方
pleach	编织
oncost	间接成本
telepathist	研究心灵感应术者
telepathist	心灵感应术专家
samlor	三轮出租汽车
maximal	最大的
maximal	最大
maximal	最高的
maximal	最高
overtook	overtake的过去式
forehanded	得时机的
forehanded	时机
forehanded	节约的
forehanded	节约
forehanded	对将来有预备的
forehanded	对将来有预备
evensong	晚祷
evensong	晚课
disclimax	人为顶级群落
ostracize	贝壳放逐法
ostracize	放逐
ostracize	排斥
extrasolar	太阳系以外的
extrasolar	太阳系以外
photochronograph	动态照相
photochronograph	照相录秒器
aquarist	水族馆管理人
aquarist	水族养殖业余爱好者
hulloo	=hallo
initiate	开始
initiate	发动
initiate	传授
initiate	开始
initiate	发起
hectometre	百米
recognise	承认
recognise	识别
recognise	认可
vulva	阴户
vulva	孔
mediative	=mediatory
midsplit	中分
labret	嘴唇装饰品
acanthous	=acanthoid
raddle	红赭石
raddle	涂……赭色
scuta	盾板
guilty	犯罪的
guilty	犯罪
guilty	有罪的
guilty	有罪
guilty	心虚的
guilty	心虚
pyelogram	肾盂X线片
pyelogram	肾盂造影照片
mariticide	杀夫的人
mariticide	杀夫
mariticide	杀妻
thursday	星期四
olio	什锦菜
olio	杂录
olio	杂集
transitional	变迁的
transitional	变迁
transitional	过渡期的
transitional	过渡期
murderous	杀人的
murderous	杀人
murderous	造成死亡的
murderous	造成死亡
murderous	非常危险的的
murderous	非常危险
colorway	色彩设计
dou	即Dou
dou	Gerard
civvies	便服
civvies	平民
staphylorrhaphy	软腭缝术
staphylorrhaphy	腭裂缝术
staphylorrhaphy	悬雍垂缝术
orifice	孔
orifice	口
hathpace	高台
hathpace	平台
godwinian	戈德温的
godwinian	戈德温
godwinian	戈德温派的
godwinian	戈德温派
godwinian	持戈德温见解者
photocurrent	光电流
heliotropic	向日性的
heliotropic	向日性
heliotropic	趋日性的
heliotropic	趋日性
assaultable	可攻击的
assaultable	可攻击
assaultable	可袭击的
assaultable	可袭击
extramural	市外的
extramural	市外
extramural	单位以外的
extramural	单位以外
extramural	校际比赛的
extramural	校际比赛
rockbound	被岩石包围的
rockbound	被岩石包围
rockbound	多岩石的
rockbound	多岩石
rockbound	僵硬的
rockbound	僵硬
rockbound	顽固的
rockbound	顽固
siliceous	硅酸的
siliceous	硅酸
siliceous	硅土的
siliceous	硅土
sartorite	脆硫砷铅矿
phobos	火卫一
doghole	狗窝
doghole	仅适于狗住的地方
doghole	龌龊的房间
survey	测量
survey	调查
survey	俯瞰
survey	概观
survey	纵览
survey	视察
survey	调查
survey	测量
survey	勘定
survey	审视
survey	视察
survey	俯瞰
survey	通盘考虑
survey	测量土地
survey	测量土
thonburi	吞武里
hypnotize	施催眠术
hypnotize	使着迷
hypnotize	使恍惚
revisability	可修改
revisability	可订正
aggradation	沉积
inthral	迷惑
inthral	迷醉
nuzzer	=nazar
vulgarize	使通俗化
vulgarize	使庸俗化
tsinghai	青海
tsinghai	见Qinghai
pillar	柱子
pillar	栋梁
pillar	重要的支持者
pillowy	枕头般的
pillowy	枕头般
pillowy	柔软的
pillowy	柔软
volcanoclastic	=volcaniclastic
meaningful	意味深长的
meaningful	意味深长
thir	pro
thir	=these
barstool	酒吧高脚凳
sockdolager	决定性的打击
sockdolager	突出的人
sprite	鬼怪
sprite	小妖精
sprite	调皮鬼
antrustion	中世纪法兰克国王的防卫队
honorand	荣获名誉学位之人
stamping	冲压
stamping	冲压
ryukyuan	琉球人
ryukyuan	琉球民族
weatherize	的越冬御寒性能
outgeneral	用优越的战术打仗
outgeneral	以指导凌驾
austria	奥地利
squam	渔夫戴的油布帽
endorsee	承受背书票据者
endorsee	被背书人
exorcise	驱邪
exorcise	除怪
velma	维尔玛
clementina	克莱门蒂娜
yaleman	耶鲁大学毕业生
charity	慈善
charity	施舍
charity	慈善团体
francophobe	反法国的
francophobe	反法国
francophobe	讨厌法国的
francophobe	讨厌法国
francophobe	反法国
francophobe	讨厌法国
culpability	可责
culpability	有罪性
culpability	有过失
ms	Military
ms	Standard
ms	军标
ms	手稿
ms	MS
resistible	可抵抗的
resistible	可抵抗
quadrifid	分成四部份的
quadrifid	分成四部份
quadrifid	四分裂的
quadrifid	四分裂
smith	铁匠
smith	金属品工匠
euripus	急流海峡
euripus	潮急
promulgator	发布者
promulgator	广传者
azeotropy	恒沸性
azeotropy	共沸性
azeotropy	共沸现象
chophouse	小餐馆
unspeakably	无法形容地
unspeakably	无法形容
excerption	选录
excerption	抄录
excerption	精华录
vj	Video
vj	Jockey
vj	电视综艺节目主持人
srinagar	斯利那加
symphony	交响乐
symphony	交响曲
emunctory	排泄器官
emunctory	排泄管
emunctory	排泄的
emunctory	排泄
bto	Big
bto	Time
bto	Operator
bto	一流人物
perlustrate	彻底检查
praiseworthy	值得称颂的
praiseworthy	值得称颂
constipate	便秘
question	问题
question	疑问
question	询问
question	询问
question	审问
question	怀疑
spermatology	精子学
incentre	内心
incentre	内切圆心
feldberg	菲尔德山
staggerbush	马氏南烛
destruction	破坏
destruction	毁灭
deterrent	威慑
mikimoto	三木本
soapbark	皂树
soapbark	皂树皮
sainted	德高的
sainted	德高
sainted	成为圣人的
sainted	成为圣人
sainted	上天堂的
sainted	上天堂
criteria	标准
mx	Mexico
mx	墨西哥
counteroffensive	反攻
counteroffensive	反击
surgicenter	手术中心
lacerate	割裂
cording	棱纹织物
cording	的面
manhunt	搜捕
manhunt	追捕
castellar	城堡的
castellar	城堡
castellar	似城堡的
castellar	似城堡
toothful	微量
toothful	微小
analects	文选
analects	论集
wolfish	豺狼般的
wolfish	豺狼般
wolfish	残忍的
wolfish	残忍
wolfish	贪婪的
wolfish	贪婪
suberize	使栓化
zoolatry	动物崇拜
inconstancy	反复无常
seminarian	神学校学生
enigmatical	难解的
enigmatical	难解
enigmatical	不可思议的
enigmatical	不可思议
enigmatical	谜一般的
enigmatical	谜一般
fagmaster	有低年级生侍候的学生
pochard	潜鸭
pochard	红头潜鸭
disennoble	使低贱
disennoble	降低品格
oceanaut	潜航员
oceanaut	海中作业员
oceanaut	海底实验室工作人员
muley	无角的
muley	无角
muley	无角动物
muley	母牛
rejoneo	马背斗牛术
spheroidal	类似球体的
spheroidal	类似球体
whiz	嗽嗽声
whiz	发出呼啸声
spitz	波美拉尼亚丝毛狗
magnalium	镁铝
monocarpic	结一次果的
monocarpic	结一次果
avventurina	avventura
avventurina	chance
avventurina	缘其稀少难觅
avventurina	故名
ibs	情报库系统
yellowback	廉价小说
jerusalem	耶路撒冷
niflheimr	=Niflheim
tanzanite	坦桑黝帘石
fox	狐狸
fox	狐皮
fox	狡猾的人
fox	奸狡地行动
fox	变酸
fox	使变酸
fox	使生黄斑
shipfitter	轮船装配者
denudation	剥下
denudation	裸露
denudation	滥伐
denudation	剥蚀
sibiric	西伯利亚各族人民的
sibiric	西伯利亚各族人民
putto	丘比特裸像
nephelinite	霞岩
modifiable	可更改的
modifiable	可更改
buntal	金丝草
hellward	向地狱
idli	黑绿豆米饼
inveracity	不诚实
mythical	神话的
mythical	神话
mythical	虚构的
mythical	虚构
aldohexose	己醛醣
varlamoffite	水锡石
paybox	售票处
paybox	出纳室
tea	茶
tea	茶树
tea	茶叶
tea	茶点
tea	给……沏茶
tea	喝茶
tea	进茶点
nary	连……也没有的
nary	连……也没有
anapestic	抑抑扬格的
anapestic	抑抑扬格
anapestic	短短长格的
anapestic	短短长格
seel	用线缝
seel	使盲目
seel	障人眼目
sjc	Supreme
sjc	Judicial
sjc	Court最高法院
unroof	除去屋顶
engage	使忙碌
engage	雇佣
engage	预定
engage	使从事于
engage	使参加
engage	答应
engage	从事
engage	交战
engage	接合
engage	啮合
nethermore	较低的
nethermore	较低
nethermore	较深的
nethermore	较深
siena	锡耶纳
helen	海伦
wireworm	线虫
wireworm	切根虫
register	记录
register	登记簿
register	登记
register	注册
register	寄存器
register	记录
register	登记
register	注册
register	提示
register	把……挂号
register	登记
register	注册
register	挂号
ketogenesis	生酮作用
commodious	宽敞的
commodious	宽敞
depository	存放处
abscisin	脱落素
abscisin	离层素
tubate	形成管的
tubate	形成管
tubate	有管的
tubate	有管
hodiernal	现在的
hodiernal	现在
hodiernal	今天的
hodiernal	今天
transmigrant	移民
transmigrant	迁移者
transmigrant	移居的
transmigrant	移居
crested	有顶饰的
crested	有顶饰
crested	有纹章的
crested	有纹章
crested	有冠毛的
