sclerotioid	似菌核
ritardando	徐缓之乐曲
ritardando	逐渐徐缓的
ritardando	逐渐徐缓
smf	Standard
smf	Message
smf	Format
smf	标准消息（报文）格式
cranesbill	陇牛儿苗科
autoignition	自动点火
autoignition	自燃
chaffy	多糠的
chaffy	多糠
chaffy	如糠的
chaffy	如糠
chaffy	无用的
chaffy	无用
priggery	自负
verticillaster	轮状聚伞花序
verticillaster	轮伞
rotgut	劣质的酒
rotgut	掺假的酒
rotgut	伤胃酒
lippes	loop利普斯节育环
aerenchyma	通气组织
rhipidistian	扇鳍目鱼
rhipidistian	骨鳞目鱼
rhipidistian	腔棘目鱼
darkness	黑暗
darkness	漆黑
transketolase	转羟乙醛酶
transketolase	转酮醇酶
difficulty	困难
difficulty	难点
outsider	无取胜希望者
correspondent	通讯记者
correspondent	通信者
piebald	花斑的
piebald	花斑
piebald	花马
horseway	马之通路
dressmaker	裁缝
homotaxial	排列相似的
homotaxial	排列相似
homotaxial	不同时代化石之排列相似的
homotaxial	不同时代化石之排列相似
nuclearism	核武器主义
nuclearism	核武器万能论
stramonium	曼陀罗叶
clipping	剪下的东西
clipping	剪辑
clipping	头等的
clipping	头等
clipping	极好的
clipping	极好
clipping	快速的
clipping	快速
aglitter	灿烂的
aglitter	灿烂
aglitter	灿烂地
aglitter	灿烂
aglitter	闪光地
aglitter	闪光
reconstitute	重新组成
reconstitute	重新设立
suspirious	叹息的
suspirious	叹息
suspirious	长叹的
suspirious	长叹
theriomorphic	兽形的
theriomorphic	兽形
majority	多数
majority	大半
majority	成年
commutability	可代替
sojourn	逗留
sojourn	逗留
dynacomm'	NULL)
reverberantly	回响地
reverberantly	回响
reverberantly	洪亮地
reverberantly	洪亮
spait	=spate
revitalize	新生
moralization	道德说教
moralization	伦理课程
moralization	道义
identifiably	可辨认地
identifiably	可辨认
holidic	主要成分经化学方法分析过的
holidic	主要成分经化学方法分析过
qiana	奎阿纳
minim	半音符
minim	半休止符
minim	量滴
minim	极小之物
proboscides	大鼻子
sublingual	舌下的
sublingual	舌下
sublingual	舌下腺的
sublingual	舌下腺
vavasor	=vavasour
nobelist	诺贝尔得奖人
middlebrow	中庸
middlebrow	知能学识平凡的人
middlebrow	极普通的
middlebrow	极普通
kempis	Thomas
kempis	即Thomas
kempis	Kempis
celiac	腹的
celiac	腹
celiac	腹腔的
celiac	腹腔
indefinable	不能下定义的
indefinable	不能下定义
indefinable	不确定的
indefinable	不确定
newsboard	布告牌
meager	兆
qum	库姆
astrogation	太空船之航行
astrogation	航天学
contemptible	可鄙的
contemptible	可鄙
proverb	谚语
busload	公共汽车运载量
exposit	揭示
exposit	显示
exposit	说明
exposit	解释
exposit	阐述
dissociative	分离的
dissociative	分离
dissociative	游离的
dissociative	游离
mizenyard	后桅之帆桁
azoturia	氮尿
azoturia	氮尿症
purview	范围
unblessed	不幸的
unblessed	不幸
unblessed	受诅咒的
unblessed	受诅咒
ectorhinal	鼻外的
ectorhinal	鼻外
pericranium	颅骨膜
outfall	河口
outfall	排水口
retinula	小网膜
pseudepigraph	伪经
smallness	小
smallness	少
smallness	贫乏
smallness	小气
warwickshire	沃里克郡
magda	玛格达
inbent	向内弯的
inbent	向内弯
timeserving	无操守
timeserving	趋炎附势
nakedness	裸出
landscaper	庭园设计家
milking	挤奶
milking	一次的挤奶量
pforzheim	普福尔茨海姆
meliority	优越
meliority	卓越
polygraph	复写器
polygraph	多种波动描写器
universalism	宇宙神教
universalism	普遍性
universalism	普遍主义
universalism	普救说
hemiretina	半视网膜
racontage	讲故事
racontage	说掌故
racontage	轶事集
hepplewhite	Hepplewhite
hepplewhite	制作的家具
presently	目前
presently	不久
generant	发生的
generant	发生
generant	产生的
generant	产生
recoilless	无后座力的
recoilless	无后座力
heart	心
heart	心脏
heart	中心
heart	心地
heart	心
heart	心情
heart	精神
heart	宝贝儿
heart	感情
heart	把……放在中心
whiteware	白色陶瓷
unengaged	未参战的
unengaged	未参战
gyrase	促旋酶
gyrase	旋转酶
ovary	子房
icp	Internet
icp	Content
icp	Provider
icp	Internet内容提供商
radiogoniometer	无线电方位计
sexless	性冷淡的
sexless	性冷淡
sexless	无性征的
sexless	无性征
meteoric	流星的
meteoric	流星
meteoric	疾速的
meteoric	疾速
meteoric	大气的
meteoric	大气
meteoric	辉煌而短暂的
meteoric	辉煌而短暂
intal	色甘酸钠
appointed	指定的
appointed	指定
appointed	约定的
appointed	约定
cascara	鼠李
cascara	用其树皮制成的缓泻剂
yellowhead	新西兰金丝雀
corelation	关连
overcredulity	过度的轻信
bonnie	漂亮的
bonnie	漂亮
floury	粉状的
floury	粉状
floury	因粉变白的
floury	因粉变白
jerrican	油桶
religieuse	修女
religieuse	尼姑
fervidity	炽热
fervidity	热烈
dim	暗淡的
dim	暗淡
dim	模糊的
dim	模糊
dim	无光泽的
dim	无光泽
dim	悲观的
dim	悲观
dim	怀疑的
dim	怀疑
dim	使暗淡
dim	使失去光泽
dim	笨蛋、傻子
utilisation	=utilization
permit	通行证
permit	许可证
permit	执照
permit	许可
permit	允许
permit	准许
fusilier	燧发枪手
fusilier	燧发枪手团
disincline	使讨厌
disincline	不感兴趣
ponderable	可以估计的
ponderable	可以估计
hafiz	能背诵全部可兰经的伊斯兰教徒
conjunctional	连结的
conjunctional	连结
conjunctional	连接词的
conjunctional	连接词
tuff	凝灰岩
tuff	第一流的
tuff	第一流
sexualise	使有性的特征
sexualise	使有性别
naviculare	=navicular
monkhood	僧侣
monkhood	修道院士
troubled	麻烦的
troubled	麻烦
troubled	杂乱无章的
troubled	杂乱无章
troubled	不平静的
troubled	不平静
elegit	执行令状
gerundial	动名词的
gerundial	动名词
watercress	豆瓣菜
moule	贻贝
moule	壳菜
moule	淡菜
smallish	有点小的
smallish	有点小
smallish	短小的
smallish	短小
blot	污渍
blot	污点
blot	弄污
indoctrinize	灌输
indoctrinize	教训
bignonia	紫葳属的植物
serositis	浆膜炎
carving	雕刻品
carving	雕刻
goer	行人
goer	动态物
photopolymerization	光聚作用
photopolymerization	光化聚合
cabined	拘束的
cabined	拘束
cabined	狭窄的
cabined	狭窄
reefy	多暗礁的
reefy	多暗礁
reefy	多暗滩的
reefy	多暗滩
tod	狐
tod	机灵的人
tod	狐皮
menial	仆人的
menial	仆人
menial	仆人
chiroptera	翼手目
psychogenic	心理性的
psychogenic	心理性
psychogenic	精神性的
psychogenic	精神性
aethereal	轻飘的
aethereal	轻飘
aethereal	空气一般的
aethereal	空气一般
rattlebrain	头脑空虚的人
rattlebrain	愚蠢多嘴的人
sulaiman	Range
sulaiman	苏来曼山脉
coating	被覆
coating	衣料
sisal	剑麻
sisal	西沙尔麻
presoak	预浸
arboriculture	树木的培植
ergotinine	麦角素
ergotinine	麦角碱
agaze	凝视着
unzip	拉开拉链
unzip	拉开
phosphorus	磷
analyse	分析
analyse	分解
analyse	分析
breen	褐绿色
breen	褐绿色的
breen	褐绿色
musketry	步枪射击
camaraderie	同志之爱
camaraderie	友情
technicalize	使技术化
technicalize	使专门化
bacteriophage	抗菌素
dramatise	=dramatize
fishmonger	鱼贩
fishmonger	鱼商
regedit	注册表编辑器
soporous	酣睡的
soporous	酣睡
reclamation	开垦
reclamation	改造
reclamation	收回
parrel	桁桅连接用滑环
parrel	索箍
colored	有色的
colored	有色
unactuated	未开动的
unactuated	未开动
unactuated	未经激励的
unactuated	未经激励
neophron	兀鹫
rhodophyte	红藻门植物
gumma	梅毒瘤
gumma	树胶肿
cyan	蓝绿色
cyan	青色
tanganyika	坦噶尼喀
tanganyika	坦噶尼喀湖
clinostat	回转器
ossianic	奥西恩风格的
ossianic	奥西恩风格
ossianic	夸张的
ossianic	夸张
cheapskate	守财奴
cheapskate	吝啬鬼
iconophile	绘画雕刻爱好者
actinomycosis	放射菌病
woken	wake的过去分词
wailful	悲叹的
wailful	悲叹
wailful	哀悼的
wailful	哀悼
mucoid	黏液样的
mucoid	黏液样
abandonment	放弃
carotic	昏迷的
carotic	昏迷
carotic	恍惚的
carotic	恍惚
rotameter	旋转式流量计
rotameter	转子流量计
rotameter	曲线测长计
serine	丝氨酸
biscayne	Bay
biscayne	比斯坎湾
obdurability	坚固性
obdurability	强韧性
luminant	发光体
luminant	发亮的
luminant	发亮
luminant	光亮的
luminant	光亮
helotism	古代斯巴达的奴隶制度
helotism	奴隶的身份
walbrzych	瓦乌布日赫
repugn	反对
repugn	反抗
investor	投资者
unindexed	没有索引的
unindexed	没有索引
unindexed	未编入索引的
unindexed	未编入索引
imposing	使人难忘的
imposing	使人难忘
imposing	壮丽的
imposing	壮丽
evapotranspiration	土壤水分蒸发蒸腾损失总量
flora	花神
flora	Flora
flora	弗洛拉
governorship	总督
barometrical	气压计的
barometrical	气压计
symptomatize	是……的征候
symptomatize	表明
divergent	分歧的
divergent	分歧
tripart	有三部分的
tripart	有三部分
tripart	分成三个部分的
tripart	分成三个部分
tripart	三分的
tripart	三分
tripart	三分裂的
tripart	三分裂
ammonal	阿芒拿
ammonal	一种炸药
quartzite	石英岩
quartzite	硅岩
unrealistic	不切实际的
unrealistic	不切实际
unrealistic	不实在的
unrealistic	不实在
epaxial	轴上的
epaxial	轴上
epaxial	轴后的
epaxial	轴后
hallowed	神圣化的
hallowed	神圣化
hallowed	神圣的
hallowed	神圣
noil	落毛
noil	落麻
unchanged	无变化的
unchanged	无变化
unchanged	未改变的
unchanged	未改变
aecidiospore	锈孢子
important	重要的
important	重要
important	重大的
important	重大
important	有权力的
important	有权力
important	有地位的
important	有地位
myoma	肌瘤
salpicon	肉鱼馅
cobwebbery	蜘蛛网之形成
cobwebbery	蜘蛛网之结构
asepticize	使无菌
asepticize	消毒
provisioner	粮食供应者
responsa	responsum的复数
explanatory	说明的
explanatory	说明
explanatory	解释性
moonpath	水波月影
script	手稿
script	手迹
script	剧本
script	考生的笔试卷
script	原本
scratchpad	便签簿
scratchpad	中间结果暂存器
irid	鸢尾科植物
broken	坏掉的
broken	坏掉
broken	患病的
broken	患病
broken	被制服的
broken	被制服
broken	断掉的
broken	断掉
broken	break的过去分词
habdalah	结束仪式上的祈祷文
prelacy	高级教士之职
prelacy	主教
backstabber	阴谋暗算他人者
backstabber	暗箭伤人者
backstabber	背后中伤者
xerosere	旱生演替系列
butt	粗大的一端
butt	靶垛
butt	笑柄
butt	以头抵撞
butt	碰撞
ordination	排成等级
ordination	分类
ordination	任命
ordination	神职授任
ordination	颁布法令
megajoule	兆焦
valspeak	=Valleyspeak
composing	著作
composing	构成
composing	组成
ostrava	俄斯特拉发
tomtit	大山雀
tomtit	小帆船
metallogenetic	产金属的
metallogenetic	产金属
scupper	排水孔
scupper	女人
byword	格言
byword	谚语
byword	笑柄
taupe	灰褐色
taupe	褐色的
taupe	褐色
orthotropous	直生的
orthotropous	直生
simazine	西玛津
spontoon	警棍
triatomic	由三个原子而成的
triatomic	由三个原子而成
triatomic	一分子中有三个原子的
triatomic	一分子中有三个原子
shriven	shrive的过去分词
prexy	学院院长
indeterminably	无法决定地
indeterminably	无法决定
kirtle	男用短外衣
kirtle	女装或外裙
israelite	以色列人
israelite	犹太人
israelite	以色列人的
israelite	以色列人
wallet	皮夹
wallet	钱夹
wallet	钓鱼带
tachogram	转速图表
tachogram	速度图表
proinsulin	胰岛素原
prosecution	进行
prosecution	经营
prosecution	检举
prosecution	起诉
rankine	兰金刻度的
rankine	兰金刻度
respite	暂缓
respite	暂缓
ovariotome	卵巢切除手术刀
bipectinate	双栉形的
bipectinate	双栉形
normalise	=normalize
zunian	苏尼语系
operetta	小歌剧
caidos	过期未付的租金
solemnize	隆重庆祝
webfed	卷筒纸给纸的
webfed	卷筒纸给纸
webfed	卷筒纸印刷机的
webfed	卷筒纸印刷机
nominalize	使转变为名词
nominalize	使名词化
reaffirm	重申
reaffirm	再肯定
perishing	严厉的
perishing	严厉
perishing	讨厌的
perishing	讨厌
advantageously	有利地
advantageously	有利
advantageously	方便地
advantageously	方便
bucket	桶
bucket	一桶的量
bucket	铲斗
francis	男子名
curst	curse的过去式及过去分词
compartmentation	分隔
compartmentation	区分
rugola	=garden
rugola	rocket
catoptromancy	镜子
nonevent	大肆宣扬即将来临而结果未发生之事
neatly	整洁地
neatly	整洁
neatly	优美的
neatly	优美
neatly	巧妙的
neatly	巧妙
neatly	纯的
neatly	纯
regarding	关于
curari	箭毒马鞍子
curari	箭毒
overweigh	使……负担过重
cursed	被诅咒的
cursed	被诅咒
cursed	邪恶的
cursed	邪恶
disillusionment	幻灭
disillusionment	觉醒
decomposed	已分解的
decomposed	已分解
decomposed	已腐烂的
decomposed	已腐烂
preserve	保护
preserve	保持
preserve	保存
preserve	保藏
preserve	做蜜饯
preserve	禁猎
preserve	蜜饯
preserve	果酱
preserve	禁猎地
preserve	禁猎
preserve	禁区
preserve	防护物
cetaceous	鲸鱼的
cetaceous	鲸鱼
cetaceous	鲸类的
cetaceous	鲸类
flirtation	调情
flirtation	调戏
flirtation	挑逗
chitty	芽
chitty	小孩
magisterial	官气十足的
magisterial	官气十足
magisterial	有权威的
magisterial	有权威
magisterial	专横的
magisterial	专横
dilatant	膨胀物
dilatant	膨胀的
dilatant	膨胀
dilatant	因膨胀而变形的
dilatant	因膨胀而变形
lash	鞭子
lash	鞭打
lash	睫毛
lash	责骂
lash	讽刺
lash	鞭打
lash	摆动
lash	扎捆
lash	冲击
lash	煽动
lash	讽刺
lash	猛击
lash	急速甩动
warehouse	仓库
warehouse	货栈
warehouse	大商店
warehouse	贮入仓库
warehouse	以他人名义购进
colcothar	铁丹
mrv	multiple
mrv	reentry
mrv	vehicle
mrv	多弹头重返大气层运载工具
revisionism	修正主义
beograd	=Belgrade
shamefast	=shamefaced
calibrater	口径测量器
fishery	渔业
fishery	水产业
fishery	渔场
fishery	养鱼术
pursuance	追求
ungues	花瓣之爪状基部
churchly	教会的
churchly	教会
churchly	适于教会的
churchly	适于教会
repercussively	反响地
repercussively	反响
repercussively	反射地
repercussively	反射
coarsen	变粗糙
woundward	向着伤口部位的
woundward	向着伤口部位
adpcm	adaptive
adpcm	differential
adpcm	pulse
adpcm	code
adpcm	modulation
adpcm	适应性微分脉冲代码调制
ovonic	奥弗辛斯基效应的
ovonic	奥弗辛斯基效应
ovonic	双向的
ovonic	双向
ovonic	用玻璃材料作半导体的
ovonic	用玻璃材料作半导体
elvira	埃尔韦拉
riley	生气的
riley	生气
riley	烦燥的
riley	烦燥
seemingly	表面上地
seemingly	表面上
bushfighting	丛林战
bushfighting	游击战
puriform	脓样的
puriform	脓样
puriform	似脓的
puriform	似脓
brainsick	神精错乱的
brainsick	神精错乱
brainsick	疯狂的
brainsick	疯狂
brainsick	有脑病的
brainsick	有脑病
squacco	黄池鹭
anticonvulsive	抗惊厥的
anticonvulsive	抗惊厥
unbridle	放松缰绳
unbridle	对……不加拘束
unbridle	放纵
elaborator	详细说明者
hunchback	驼背
signet	图章
signet	印
signet	盖章于
slipshod	漫不经心的
slipshod	漫不经心
paintwork	油漆工作
paintwork	涂上的油漆
eighteenthly	第十八地
eighteenthly	第十八
morna	茂娜
ignominious	可耻的
ignominious	可耻
ignominious	不光彩的
ignominious	不光彩
ignominious	下流的
ignominious	下流
biopolymer	生物高聚物
reassemble	重新召集
reassemble	重新集合
trichomoniasis	滴虫病
trichomoniasis	牛毛滴虫病
demorphism	岩石之分解
overcertify	证明
overcertify	所支款额超出存款额
wilily	诡诈地
wilily	诡诈
epicarp	外果皮
charwoman	女佣
passage	通过
passage	经过
passage	通道
passage	通路
passage	节
pensee	思想
pensee	沉思
ssd	博士
distempered	不健全的
distempered	不健全
distempered	紊乱的
distempered	紊乱
cookware	烹饪用具
cookware	炊具
timberland	森林地
timberland	森林
aaal	American
aaal	Academy
aaal	of
aaal	Arts
aaal	and
aaal	Letters
aaal	美国艺术和文学学会
fourflusher	虚张声势的人
fourflusher	骗子
fourflusher	吹牛者
