synclinal	倾斜
combinatorial	组合
coadunate	密结的
coadunate	密结
coadunate	叶茎连生的
coadunate	叶茎连生
theosoph	=theosophist
aristotelianism	亚里斯多德哲学
aristotelianism	亚里斯多德学说
ethambutol	乙胺丁醇
cachectic	恶病的
cachectic	恶病
cachectic	极瘦弱的
cachectic	极瘦弱
denaturize	使不适于饮用
denaturize	使变性
stipulator	订契约的人
stipulator	规定者
obtundent	使缓和的
obtundent	使缓和
obtundent	止痛药
obtundent	缓和剂
taky	动人的
taky	动人
taky	迷人的
taky	迷人
taky	有魅力的
taky	有魅力
polycentric	多中心的
polycentric	多中心
consulter	商量者
consulter	谘询者
absolutely	完全地
absolutely	完全
absolutely	绝对地
absolutely	绝对
condemnable	该罚的
condemnable	该罚
condemnable	该受责备的
condemnable	该受责备
godchild	教子
godchild	名义上的儿子
misteach	错误地教导
misteach	拙劣地教导
tsarism	沙皇制
tsarism	独裁政治
roumansh	=Romansh
ocr	Optical
ocr	Character
ocr	Recognition
ocr	光学字符识别
induction	感应
induction	感应现象
induction	归纳
cadenced	音调整齐的
cadenced	音调整齐
cadenced	有节奏的
cadenced	有节奏
ziggurat	古代亚述及巴比伦之金字形神塔
dwelling	住处
tarboosh	塔布什帽
hereunder	在此之下
hereunder	在下
linga	男性生殖器像
stammrel	=staumrel
undiminished	没有减少的
undiminished	没有减少
advise	劝告
advise	忠告
advise	警告
advise	建议
lagan	系浮标投海的货物
sulphuric	硫磺的
sulphuric	硫磺
sulphuric	含多量硫磺的
sulphuric	含多量硫磺
disseizin	强占
disseizin	被强占
inweave	使交织
inweave	使合织
inweave	使织入
october	十月
gearlever	变速杆
dormant	睡眠状态的
dormant	睡眠状态
dormant	静止的
dormant	静止
dormant	隐匿的
dormant	隐匿
rufous	红褐色的
rufous	红褐色
anticipate	预期
anticipate	期望
anticipate	过早使用
anticipate	先人一着
anticipate	占先
anticipate	预订
anticipate	预见
anticipate	可以预料
xiphura	剑尾类动物
ecclesiolater	教会圣传崇拜者
midsize	中等大小的
midsize	中等大小
midsize	中号的
midsize	中号
midsize	中型的
midsize	中型
unemotional	不诉诸感情的
unemotional	不诉诸感情
unemotional	非感情的
unemotional	非感情
hagiology	圣徒文学
hagiology	圣徒录
hagiology	圣徒传
seated	就座的
seated	就座
seated	固定的
seated	固定
dietetic	饮食的
dietetic	饮食
dietetic	有关饮食卫生的
dietetic	有关饮食卫生
dietetic	食物疗法的
dietetic	食物疗法
impassible	不觉痛苦的
impassible	不觉痛苦
impassible	不受伤害的无感觉的
impassible	不受伤害的无感觉
hyperthermia	过高热
hyperthermia	极高热
narration	叙述
jonnop	警察
dialectally	方言地
dialectally	方言
dialectally	乡音地
dialectally	乡音
exhaustless	无穷尽的
exhaustless	无穷尽
exhaustless	用不完的
exhaustless	用不完
neuropsychic	神经精神的
neuropsychic	神经精神
anthrax	炭疽热
apiaceous	=umbelliferous
lapsus	失误
lapsus	过失
shofar	羊角号
antitype	相反的类型
antitype	原型
tapeman	司链员
boar	公猪
boar	野猪
boar	野猪肉
asceticism	禁欲主义
asceticism	苦行
rattily	暴躁易怒地
rattily	暴躁易怒
salamander	火蜥蜴
salamander	火怪
salamander	耐火的人
couvade	父代母育
quote	引用
quote	引证
quote	提供
quote	提出
quote	报
salvo	保留条款
nutmeat	坚果核仁
forbearance	自制
forbearance	忍耐
forbearance	债务偿还期的延展
alarm	警报
alarm	惊慌
alarm	警告器
alarm	恐吓
alarm	警告
areosystyle	=araeosystyle
couplet	对句
couplet	对联
dimerize	成为二聚物
amimia	表情缺失
incompetency	无能力
incompetency	不适当
aircrew	全体机组人员
wheatear	麦翁之类的鸣禽
boschvark	南非野猪
gradeability	爬坡能力
noology	精神学
oiliness	油质
oiliness	油气
oiliness	油腻
brochure	小册子
disingenuous	无诚意的
disingenuous	无诚意
containerboard	盒纸板
containerboard	硬纸板
hyphen	连字号
hyphen	以连字号连接
dichasially	歧聚伞花序地
dichasially	歧聚伞花序
lacrimation	=lachrymation
fetching	动人的
fetching	动人
fetching	吸引人的
fetching	吸引人
fetching	迷人的
fetching	迷人
explosively	爆发地
explosively	爆发
explosively	引起爆炸地
explosively	引起爆炸
mercurous	汞的
mercurous	汞
blowup	爆炸
blowup	勃然大怒
blowup	叱责
blowup	放大
blowup	崩溃
lettuce	莴苣
lettuce	生菜
lettuce	苦菜类
lettuce	纸币
heterokaryon	异核体
rubber	橡皮
rubber	橡胶
dreadlock	"骇人"长发绺
priestless	无祭司的
priestless	无祭司
priestless	无神职人员的
priestless	无神职人员
dominica	多米尼加
galvanomagnetic	电磁的
galvanomagnetic	电磁
chlorobenzene	氯苯
tenderhearted	心肠软的
tenderhearted	心肠软
tenderhearted	心地温和的
tenderhearted	心地温和
tenderhearted	温厚的
tenderhearted	温厚
scyros	=Skyros
brickmaker	制砖工人
customhouse	海关
rebulid	重新建立
endospore	孢子内壁
frieze	中楣
frieze	起绒粗呢
frieze	使起绒毛
nomogram	列线图
nomogram	列线图装置
falshlight	手电筒
chapelmaster	指挥
rememberable	可回忆的
rememberable	可回忆
rememberable	值得牢记的
rememberable	值得牢记
rimula	小裂缝
demonstrable	可论证的
demonstrable	可论证
spirea	绣线菊类的植物
monumentally	纪念地
monumentally	纪念
monumentally	非常地
monumentally	非常
metal	金属
counterattack	反击
counterattack	反攻
counterattack	反攻
counterattack	反击
impaint	画
impaint	描绘
leadoff	开始
leadoff	开头
leadoff	第一回合
cantaloupe	罗马甜瓜
cantaloupe	香瓜
cantaloupe	哈密瓜
amtrac	水陆两用车
amtrac	Amphibious
amtrac	Tractor
amtrac	两栖牵引车
neurohormone	神经激素
crownpiece	构成头冠或顶部的部分
crownpiece	马两颊的缰绳
substrata	substratum
substrata	的复数
hubcap	轮毂罩
jaws	口
jaws	狭口
jaws	咽喉
jaws	鬼门关
etalon	标准具
privative	剥夺的
privative	剥夺
privative	否定的前缀
spraddle	叉开腿站立
spraddle	跨越
myoblast	成肌细胞
intromission	插入
intromission	入场许可
intromission	干涉
intromission	干预
mitosis	有丝分裂
mitosis	间接核分裂
seizer	抢夺者
seizer	扣押者
cadaverine	尸胺
houseline	三股小绳
amarelle	酸樱桃
ibsenist	易卜生的崇拜者
ibsenist	易卜生派剧作家
pyrophile	爱火者
pyrophile	喜欢烟火者
cylindrite	圆柱锡石
rpi	Retail
rpi	Price
rpi	Index
rpi	零售物价指数
kata	招数的类型
logania	马钱科的
logania	马钱科
ribbonlike	如带的
ribbonlike	如带
ribbonlike	带状的
ribbonlike	带状
purulent	脓的
purulent	脓
purulent	含脓的
purulent	含脓
pendant	垂饰
pendant	下垂物
storyteller	说故事的人
storyteller	作家
apposable	可并置的
apposable	可并置
apposable	能曲伸而触及其他四指指尖的
apposable	能曲伸而触及其他四指指尖
capsheaf	顶点
capsheaf	极点
eden	伊甸园
eden	乐园
cadreman	骨干
cadreman	基干士兵
breathy	带呼吸声的
breathy	带呼吸声
unrelieved	未被减轻的
unrelieved	未被减轻
unrelieved	未受救济的
unrelieved	未受救济
unrelieved	无变化的
unrelieved	无变化
recce	侦察
recce	搜索
recce	侦察
biological	生物学的
biological	生物学
hooverville	胡佛村庄
ruana	羊毛厚外套
eurogroup	欧洲集团
zion	原意:耶路撒冷的一个迦南要塞
zion	后指锡安山
zion	耶路撒冷
zion	以色列的土地
zion	以色列的土
zion	犹太人
zion	天国
zion	神权政治
zion	基督教会
cattle	牛
cattle	家养牲畜
muriatic	盐酸化的
muriatic	盐酸化
hyoscine	东莨菪碱
hyoscine	由莨菪萃取而得
hyoscine	由莨菪萃取而
hyoscine	供药用
hyoscine	由镇静神经之效
lightning	闪电
lightning	英国第一种超音速喷气式战斗机
lightning	英60年代的主力机种。
sensationalism	追求轰动效应
sensationalism	感觉论
expectoration	痰
expectoration	吐出物
expectoration	吐痰
ought	应当
ought	应该
astraphobia	闪电恐怖
structurist	结构主义者
structurist	结构派成员
rapaciousness	强取
rapaciousness	贪婪
fluctuating	变动
fluctuating	上下摇动
subcabinet	非正式顾问团
noncommitment	不作任何承诺或不表示立场的状态
semidormancy	半休眠
homospory	具同形孢子
estovers	需品
estovers	赡养费
supervisorship	监督权
supervisorship	监督职务
disco	discotheque
disco	迪斯科舞
disco	以唱片伴奏的小舞厅
disco	进迪斯科舞厅
sculptor	雕刻家
utilidor	保温管道
orogenics	造山作用
aaui	Apple
aaui	attachment
aaui	unit
aaui	interface
aaui	Apple插件单元接口
anyways	不论从任何观点
anyways	不管怎样
juxtapose	并置
juxtapose	并列
endosperm	胚乳
khaddar	手织棉布
hawthorn	山楂
athanasy	不死
athanasy	不灭
athanasy	不朽
biomorph	生物形态
icr	Institute
icr	for
icr	Cancer
icr	Research
icr	癌症研究所
casualties	人员伤亡
grasstex	仿草地织物
grasstex	人造草皮
synchroflash	同时闪光的
synchroflash	同时闪光
synchroflash	快门和闪光灯同步调的
synchroflash	快门和闪光灯同步调
chalkiness	白垩
chalkiness	白垩质
chalkiness	白色
chorine	歌舞团女队员
catalan	加泰罗尼亚语
determinator	=determiner
bullionist	金银通货主义者
supervisor	监督人
supervisor	管理人
supervisor	检查员
supervisor	督学
supervisor	主管人
supervisor	超级用户
bon	好的
bon	好
therophyte	一年
therophyte	生植物
comminute	使成粉末
comminute	粉碎
comminute	分割
tko	technical
tko	knockout
rumormongering	造谣
histrionism	演剧
histrionism	演戏
gismo	新玩意
gismo	新发明
cagm	计算机辅助几何造型
subcranial	颅下的
subcranial	颅下
nikko	日光
paleozoology	=palaeozoology
bandwagon	乐队花车
bandwagon	流行
equity	公平
equity	公正
equity	公平的事物
equity	资产净值
equity	平衡法
outlearn	学得比……快
classless	无阶级的
classless	无阶级
octopod	八足类动物
octopod	有八臂或八足的
octopod	有八臂或八足
wfsw	World
wfsw	Federation
wfsw	of
wfsw	Scientific
wfsw	Workers世界科学工作者协会
annapolis	安纳波利斯
fidicinales	蚓状肌
proliferate	增生扩散
agitation	激动
agitation	兴奋
agitation	煽动
agitation	搅动
boiserie	细木护壁板
eftpos	electronic
eftpos	funds
eftpos	transfer
eftpos	at
eftpos	the
eftpos	point
eftpos	of
eftpos	sale
eftpos	销售处资金电子过户
libellous	损害名誉的
libellous	损害名誉
libellous	用言语中伤他人的
libellous	用言语中伤他人
decarboxylate	脱去……的羧基
hygrometrically	测湿地
hygrometrically	测湿
hygrometrically	吸湿性地
hygrometrically	吸湿性
subproblem	子问题
subproblem	次要问题
aldine	阿尔定版的
aldine	阿尔定版
aldine	豪华版的
aldine	豪华版
aldine	阿尔定版
policeman	警察
polyhedrosis	多面体病
naira	奈拉
hardstuff	麻醉药
hardstuff	毒品
appraise	评价
sherwood	舍伍德
fraise	障碍物
celestial	天上的
celestial	天上
ambience	周围环境
ambience	气氛
bribable	可贿赂的
bribable	可贿赂
bribable	可收买的
bribable	可收买
curia	地区元老院
curia	法庭
curia	元老院
divertingly	有趣地
divertingly	有趣
divertingly	消愁解闷地
divertingly	消愁解闷
harmful	有害的
harmful	有害
harmful	伤害的
harmful	伤害
epigraphic	题铭的
epigraphic	题铭
epigraphic	碑文的
epigraphic	碑文
hawkish	鹰派的
hawkish	鹰派
hawkish	强硬派的
hawkish	强硬派
locule	小腔
locule	小室
mammoth	长毛象似的
mammoth	长毛象似
mammoth	巨大的
mammoth	巨大
toefl	Test
toefl	of
toefl	English
toefl	as
toefl	a
toefl	Foreign
toefl	Language托福考试
violent	猛烈的
violent	猛烈
violent	激烈的
violent	激烈
violent	暴力引起的
violent	暴力引起
violent	强暴的
violent	强暴
rbds	radio
rbds	broadcast
rbds	data
rbds	system无线电广播数据系统
straphanger	拉着吊环站立的人
straphanger	乘车上下班的人
alienative	离间的
alienative	离间
alienative	疏离的
alienative	疏离
distributed	分布式的
distributed	分布式
cottian	Alps
cottian	科蒂安山脉
comprise	包含
comprise	由……组成
fagin	教唆犯
fagin	老坏蛋
snmp	Simple
snmp	Network
snmp	Management
snmp	Protocol
snmp	简单网络管理协议
brownness	褐色
phylogenesis	系统发生
phylogenesis	动植物种类史
bouillon	肉汤
bouillon	牛肉汤
epruinose	无粉的
epruinose	无粉
ineptitude	不称职
rhynchocephalian	喙头目动物的
rhynchocephalian	喙头目动物
neuropteron	脉翅目昆虫
firecrest	火冠戴菊
alcove	凹室
alcove	壁橱
alcove	凉亭
alcove	避暑别墅
brachydactylous	短指的
brachydactylous	短指
brachydactylous	短趾的
brachydactylous	短趾
creolization	克里奥耳化
creolization	混合
songfest	民谣歌唱大会
purpureal	紫色的
purpureal	紫色
shoveller	使用铲子工作者
magnetize	使磁化
magnetize	吸引
magnetize	受磁
unzealous	不热心的
unzealous	不热心
unzealous	不热情的
unzealous	不热情
unzealous	不积极的
unzealous	不积极
hydrostatics	流体静力学
digenesis	无性有性交互生殖
digenesis	世代交替
obole	奥波尔
chromizing	渗铬
chromizing	铬化
construal	解释
construal	说明
midwife	助产士
midwife	接生员
midwife	产婆
headman	首领
headman	酋长
headman	工头
headman	刽子手
gyronny	有三角形副章的
gyronny	有三角形副章
candace	坎迪斯
voluptuous	艳丽的
voluptuous	艳丽
voluptuous	奢侈逸乐的
voluptuous	奢侈逸乐
northumberland	诺森伯兰郡
prayer	祈祷
incubation	孵蛋
incubation	抱蛋
incubation	熟虑
aigret	鹭
aigret	冠羽
aigret	鹭鸶羽毛帽饰
gruyere	瑞士干酪之一种
billboard	布告板
billboard	揭示栏
billboard	广告牌
billboard	宣传
finnicky	吹毛求疵的
finnicky	吹毛求疵
finnicky	难以讨好的
finnicky	难以讨好
pdb	物理数据库
garnetberry	红醋栗
dipole	双极子
dipole	偶极
monotonously	单调地
monotonously	单调
monotonously	无变化地
monotonously	无变化
mammillate	=mamillate
mammillate	mamillated
felt	毡
felt	毡制品
felt	毛布
felt	把……制成毡
felt	使粘结
felt	粘结
felt	feel的过去式和过去分词
directress	女导演
lysogenic	生成细胞溶素的
lysogenic	生成细胞溶素
lysogenic	生成溶胞素的
lysogenic	生成溶胞素
lysogenic	溶原的
lysogenic	溶原
lysogenic	产噬的
lysogenic	产噬
illogicality	矛盾
preciseness	准确
preciseness	一丝不苟
vocal	发嗓音的
vocal	发嗓音
vocal	声音的
vocal	声音
vocal	有声的
vocal	有声
vocal	歌唱的
vocal	歌唱
vocal	元音
vocal	声乐作品
unexploited	未被利用的
unexploited	未被利用
unexploited	未经开发的
unexploited	未经开发
whirlblast	旋风
whirlblast	旋流
whirlblast	飓风
slut	荡妇
slut	懒妇
slut	母狗
letting	出租
overquick	过快的
overquick	过快
hallstand	帽架
assignable	可分配的
assignable	可分配
assignable	可归属的
assignable	可归属
assignable	可指定的
assignable	可指定
nectarize	与花蜜混合
nectarize	加蜜
felicia	费利西亚
lng	Liquefied
lng	Natural
lng	Gas
lng	液化天然气
environmentalism	InvaIErEnmentstic//
environmentalism	环境保ntElIzEm/
environmentalism	环境盓lIst/
environmentalism	环境保护护论者的
environmentalism	环境保护护论者
environmentalism	环境论眨护论
environmentalism	环境论
chordophone	弦乐器
lorcha	西式中国三桅帆船
tampion	木塞
tampion	炮栓
flammulated	红色的
flammulated	红色
categorise	加以类别
categorise	分类
frankish	法兰克人的
frankish	法兰克人
frankish	法兰克语的
frankish	法兰克语
frankish	法兰克文化的
frankish	法兰克文化
frankish	法兰克人讲的人耳曼语
unplumbed	未用铅锤测过深度的
unplumbed	未用铅锤测过深度
unplumbed	无管道设备的
unplumbed	无管道设备
castor	调味瓶
castor	车辘
castor	小脚轮
saneness	心智健全
saneness	稳健
pronunciamento	宣言
pronunciamento	公告
brigade	旅
brigade	队
haptometer	触觉测量器
accouterment	穿着
accouterment	配备
accouterment	饰物
involuntary	自然而然的
involuntary	自然而然
involuntary	无意的
involuntary	无意
involuntary	不知不觉的
involuntary	不知不觉
involuntary	偶然的
involuntary	偶然
involuntary	不随意的
